GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_DMSO_RIF	Rv0827c_DMSO_noDrug
Rv1303	Rv1303	hypothetical protein	INDIGO_exponential:15%; tyloxopol:12%; ctl_exponential:10%	-0.003	0.999999973691937	2485.55	2438	2507	2362	2525	2599	978.61	984.91
Rv1421	Rv1421	hypothetical protein	zinc_limitation:7%	-0.0026	0.999999989568484	2450.69	2341	2530	2360	2509	2517	173.4	174.4
mymT	Rv0186A	metallothionein	hypoxia_fatty_acids:39%; microaerophilic:25%	-0.0056	0.999999998291615	2421.57	2472	2481	2410	2374	2372	946.6	952.24
lpqI	Rv0237	lipoprotein LpqI	zinc_limitation:11%; high_iron:11%	-0.0027	0.999999965210045	2490.81	2436	2558	2344	2546	2574	253.44	255
Rv1199c	Rv1199c	insertion sequence element IS1081 transposase	low_iron:10%	-0.0055	0.999999999988226	2386.48	2233	2480	2296	2460	2469	151.06	152.31
lipP	Rv2463	esterase/lipase LipP	high_iron:8%	-0.0037	0.999999992889715	2443.28	2378	2400	2391	2484	2566	401.29	403.97
Rv0060	Rv0060	hypothetical protein	zinc_limitation:11%	-0.0067	0.999999999990249	2394.26	2401	2421	2262	2478	2412	214.74	216.86
Rv2323c	Rv2323c	hypothetical protein	ctl_stationary:15%; hypoxia_late:12%; hypoxia_fatty_acids:11%; PBS_RIF_DDmtb:10%	-0.0075	0.999999999999935	2382.15	2351	2479	2366	2429	2288	22.84	23.05
fadD12	Rv1427c	long-chain-fatty-acid--CoA ligase FadD12	hypoxia_late:12%; high_iron:10%	-0.0061	0.999999997904181	2421.59	2451	2371	2326	2490	2472	157.69	159.08
Rv3023c	Rv3023c	transposase	low_iron:10%	-0.0057	0.999999999986461	2384.04	2227	2469	2293	2457	2480	151.07	152.34
Rv3600c	Rv3600c	type III pantothenate kinase	zinc_limitation:9%	-0.0034	0.999999972548152	2477.8	2492	2451	2354	2590	2505	169.24	170.57
Rv0876c	Rv0876c	transmembrane protein	microaerophilic:16%	-0.0049	0.999999995070726	2432.11	2392	2516	2377	2404	2473	138.12	139
Rv2468c	Rv2468c	hypothetical protein	ctl_exponential:9%	-0.0049	0.999999995990128	2420.48	2358	2446	2367	2422	2511	688.65	693.47
Rv2512c	Rv2512c	insertion sequence element IS1081 transposase	low_iron:10%	-0.0058	0.99999999998815	2376.4	2212	2464	2291	2456	2465	151.04	152.32
Rv2862c	Rv2862c	hypothetical protein	hypoxia_late:24%	-0.0054	0.999999999945798	2374.5	2692	2256	2583	2266	2101	69.52	69.41
Rv3479	Rv3479	transmembrane protein	acidic_tyloxopol:13%; butyrate_plus_glucose:13%	-0.0041	0.99999998512475	2461.39	2418	2452	2373	2523	2543	132.21	133.19
yrbE1A	Rv0167	membrane protein	acidic:13%; acidic_tyloxopol:12%; butyrate_plus_glucose:11%	-0.004	0.999999994870389	2414.44	2234	2418	2376	2468	2583	884.94	890.85
Rv1150	Rv1150	transposase	ctl_stationary:12%; hypoxia_late:10%	-0.0068	0.999999999708896	2394.74	2375	2470	2438	2342	2350	46.33	46.61
Rv2074	Rv2074	pyridoxamine 5'-phosphate oxidase	tyloxopol:11%; high_iron:10%	-0.0049	0.999999998366881	2393.75	2237	2441	2324	2465	2507	659.48	664.41
Rv1047	Rv1047	transposase	low_iron:10%	-0.0059	0.999999999988008	2374.02	2210	2461	2290	2453	2462	151.32	152.61
Rv3115	Rv3115	transposase	low_iron:10%	-0.0059	0.999999999988008	2372.78	2207	2460	2287	2455	2461	151.32	152.61
cydD	Rv1621c	cytochrome biosyntheisis ABC transporter ATP-binding protein/permease CydD	hypoxia_late:15%	-0.0051	0.999999994091024	2430.09	2371	2487	2380	2411	2503	310.54	312.7
Rv1728c	Rv1728c	hypothetical protein	tyloxopol:11%	-0.0058	0.999999998336103	2400.39	2420	2389	2404	2390	2399	145.73	146.74
whiA	Rv1423	transcriptional regulator WhiA	hypoxia_late:11%	-0.0034	0.999999975211308	2463.56	2379	2547	2312	2520	2565	278.95	280.86
Rv0441c	Rv0441c	hypothetical protein	ctl_stationary:10%	-0.0049	0.999999996156171	2403.86	2369	2338	2346	2531	2438	296.8	299.36
MT1166	MT1166	hypothetical protein	PBS_RIF_DDmtb:35%; hypoxia_late:23%; ctl_stationary:11%	-0.0031	0.999999999998982	2327.95	3063	1828	2862	1927	2093	9.06	8.74
MTS2292	MTS2292	small intergenic RNA	acidic_tyloxopol:16%	-0.0071	0.999999999994078	2373.27	2380	2404	2236	2493	2357	286.3	289.28
mprA	Rv0981	two-component response regulator MrpA	nutrient_limitation:13%	-0.0059	0.999999997253616	2407.96	2426	2490	2402	2348	2375	227.78	229.2
PPE45	Rv2892c	PPE family protein PPE45	hypoxia_late:26%; PBS_RIF_DDmtb:12%; ctl_stationary:10%	-0.0084	0.99999999907283	2411.76	2509	2625	2424	2302	2210	31.12	31.33
mce3B	Rv1967	Mce family protein Mce3B	hypoxia_late:32%; ctl_stationary:11%; PBS_RIF_DDmtb:10%	-0.0066	0.999999998384344	2395.01	2987	2199	2670	2188	1998	14.03	13.94
Rv1044	Rv1044	hypothetical protein	PBS_RIF_DDmtb:16%; ctl_stationary:13%	-0.0043	0.999999999677532	2354.4	2332	2163	2579	2206	2506	32.52	32.51
Rv0787A	Rv0787A	hypothetical protein	acidic:13%; zinc_limitation:12%	-0.0044	0.999999999359439	2355.27	2346	2132	2428	2424	2454	418.92	421.93
Rv1026	Rv1026	hypothetical protein	hypoxia_late:18%	-0.0027	0.99999997432322	2446.26	2374	2407	2345	2645	2466	110.51	111.47
fadE32	Rv3563	acyl-CoA dehydrogenase FadE32	hypoxia_late:36%; human_sputum:15%	-0.0073	0.999999999765658	2378.77	2416	2473	2464	2337	2209	35.12	35.28
Rv0358	Rv0358	hypothetical protein	hypoxia_late:34%	-0.0079	0.999999999702605	2378.79	2421	2405	2419	2333	2317	45.46	45.75
Rv1225c	Rv1225c	hypothetical protein	PBS_RIF_DDmtb:23%	-0.002	0.999999980639722	2406.92	2190	2356	2407	2569	2522	140.4	141.25
moaD2	Rv0868c	cyclic pyranopterin monophosphate synthase	human_sputum:9%	-0.0033	0.999999988983651	2399.46	2355	2319	2307	2643	2381	183.22	184.95
Rv2004c	Rv2004c	hypothetical protein	hypoxia_hypoxic:20%; cholesterol:19%; microaerophilic:14%	-0.0065	0.999999996960007	2388.98	2339	2543	2375	2336	2355	84.54	85.13
PPE60	Rv3478	PE family protein PPE60	acidic:25%	-0.005	0.999999976396677	2457.05	2452	2584	2315	2399	2540	3565.41	3590.55
MT2401.2	MT2401.2	hypothetical protein	human_sputum:16%	-0.0099	0.999999999743211	2389.21	2904	2023	2502	2108	2460	72.7	73.02
MT0968.1	MT0968.1	hypothetical protein	microaerophilic:14%	-0.0084	0.999999999996624	2359.26	2434	2409	2335	2344	2276	198.04	199.58
citE	Rv2498c	citrate (pro-3S)-lyase subunit beta	microaerophilic:21%; low_iron:15%	-0.0026	0.999999976422667	2409.67	2329	2229	2384	2629	2487	134.86	135.88
PE_PGRS28	Rv1452c	PE-PGRS family protein PE_PGRS28	hypoxia_late:46%	-0.0082	0.999999992794108	2424.36	2496	2554	2440	2191	2449	27.48	27.67
Rv3787c	Rv3787c	S-adenosyl-L-methionine-dependent methyltransferase	hypoxia_late:37%	-0.0063	0.999999999845535	2342.25	2366	2125	2566	2140	2533	21.52	21.51
Rv0634c	Rv0634c	glyoxalase II	tyloxopol:9%	-0.0055	0.999999999342978	2342.42	2320	2194	2444	2395	2363	255.44	256.84
Rv2191	Rv2191	hypothetical protein	hypoxia_late:24%; zinc_limitation:14%	-0.0045	0.999999999262279	2336.38	2145	2269	2418	2416	2441	62.12	62.48
lppB	Rv2544	lipoprotein LppB	hypoxia_late:10%	-0.0076	0.999999999368077	2363.11	2390	2535	2517	2242	2144	67.11	67.3
Rv0942	Rv0942	hypothetical protein	microaerophilic:12%; ctl_stationary:10%	-0.0072	0.999999999791466	2349.76	2282	2472	2388	2355	2255	158.44	159.4
infB	Rv2839c	translation initiation factor IF-2	PBS_RIF_DDmtb:15%	-0.0057	0.999999980921123	2427.51	2412	2488	2321	2403	2516	488	491.79
MT2015	MT2015	hypothetical protein	hypoxia_late:18%; ctl_stationary:12%	-0.0045	0.999999998308839	2340.12	2698	1929	2704	2064	2360	43.85	43.52
pyrH	Rv2883c	uridylate kinase	zinc_limitation:11%	-0.0067	0.999999993664597	2392.49	2348	2372	2299	2488	2458	443.42	447.54
Rv0293c	Rv0293c	hypothetical protein	low_iron:11%	-0.0075	0.999999995960522	2387.72	2393	2448	2244	2474	2383	135.7	137.01
Rv0298	Rv0298	antitoxin	ctl_exponential:10%	-0.0059	0.999999995545829	2372.42	2298	2377	2392	2371	2425	1050.61	1057.76
mprB	Rv0982	two component histidine-protein kinase/phosphatase MprB	microaerophilic:16%; nutrient_limitation:11%	-0.0057	0.999999984934613	2408.71	2406	2438	2336	2375	2490	296.52	298.73
MT1432	MT1432	hypothetical protein	INDIGO_exponential:14%; low_iron:11%; tyloxopol:11%	-0.0059	0.999999997767	2351.52	2312	2158	2356	2500	2439	367.78	371
mce1C	Rv0171	Mce family protein Mce1C	butyrate_plus_glucose:14%; acidic_tyloxopol:11%	-0.0052	0.99999998211476	2402.46	2203	2524	2329	2412	2553	728.9	734.19
mmpL2	Rv0507	transmembrane transport protein MmpL2	hypoxia_late:14%	-0.0066	0.99999999863854	2346.12	2182	2347	2279	2479	2450	84.56	85.35
Rv1502	Rv1502	hypothetical protein	INDIGO_exponential:11%	-0.0082	0.999999995125297	2387.23	2445	2348	2269	2477	2400	214.12	216.32
MT2138.1	MT2138.1	hypothetical protein	hypoxia_late:27%; PBS_RIF_DDmtb:17%; ctl_stationary:14%	-0.0122	0.999999999999997	2353.71	2726	2037	2553	2101	2388	22.7	22.72
Rv0306	Rv0306	oxidoreductase	hypoxia_late:20%; ctl_stationary:10%	-0.0088	0.999999999994074	2333.68	2484	2267	2229	2595	2110	27.07	27.48
Rv2456c	Rv2456c	MFS-type transporter	hypoxia_late:10%	-0.0068	0.999999994582204	2371.96	2364	2463	2342	2327	2365	137.96	138.95
ASdes	ASdes	putative small regulatory RNA	INDIGO_exponential:10%	-0.0066	0.999999989347241	2387.89	2441	2323	2349	2365	2463	2132.01	2149.97
Rv0775	Rv0775	hypothetical protein	hypoxia_late:11%	-0.0069	0.999999999999858	2296.2	2267	2110	2470	2409	2234	69.53	69.87
PPE67	Rv3739c	PPE family protein PPE67	nutrient_limitation:39%; PBS_RIF_DDmtb:24%	-0.0093	0.999999999997755	2325.58	2397	2179	2155	2566	2343	53.3	54.19
vapC47	Rv3408	ribonuclease VapC47	tyloxopol:13%	-0.0065	0.999999993640385	2363.75	2235	2336	2323	2486	2443	679.44	685.48
Rv2172c	Rv2172c	hypothetical protein	zinc_limitation:12%	-0.0071	0.999999993932259	2366.25	2304	2326	2300	2481	2423	198.16	200.01
dacB2	Rv2911	penicillin-binding protein DacB2	hypoxia_fatty_acids:14%; PBS_RIF_DDmtb:11%; hypoxia_late:10%	-0.0081	0.999999997328317	2352.44	2266	2437	2320	2388	2353	107.73	108.74
MT1757	MT1757	hypothetical protein	hypoxia_late:20%	-0.0096	0.999999997557199	2363.72	2391	2482	2343	2287	2318	47.5	47.94
aceAb	Rv1916	isocitrate lyase AceAb	acidic_tyloxopol:9%	-0.007	0.999999996114352	2347.66	2258	2474	2359	2309	2341	152.41	153.46
Rv2119	Rv2119	hypothetical protein	hypoxia_late:12%; zinc_limitation:12%	-0.0069	0.99999999264906	2363.6	2381	2275	2507	2143	2523	75.86	76.14
sdhD	Rv3317	succinate dehydrogenase hydrophobic membrane anchor subunit	hypoxia_late:12%	-0.009	0.999999998784233	2339.7	2319	2425	2274	2372	2310	98.83	99.77
PE_PGRS61	Rv3653	PE-PGRS family-related protein PE_PGRS61	hypoxia_late:43%	-0.0092	0.999999999999345	2301.26	2187	2346	2365	2392	2220	37.26	37.56
acn	Rv1475c	iron-regulated aconitate hydratase	INDIGO_exponential:10%	-0.0056	0.999999962899945	2400.91	2284	2537	2292	2367	2531	293.17	295.36
Rv1456c	Rv1456c	antibiotic ABC transporter permease	hypoxia_late:16%; tyloxopol:12%	-0.0096	0.999999997862314	2347.57	2442	2362	2264	2379	2293	144.84	146.42
Rv2073c	Rv2073c	oxidoreductase	hypoxia_late:29%; PBS_RIF_DDmtb:12%	-0.0099	0.99999999991699	2324.35	2344	2317	2260	2463	2241	59.72	60.43
Rv2423	Rv2423	hypothetical protein	hypoxia_late:23%; ctl_stationary:13%; human_sputum:10%	-0.0108	0.999999997170164	2365.27	2508	2333	2486	2102	2409	20.52	20.62
MT3757	MT3757	hypothetical protein	hypoxia_late:38%	-0.01	0.999999996034146	2360.84	2338	2466	2395	2214	2395	28.04	28.26
mazF7	Rv2063A	mRNA interferase MazF7	hypoxia_late:29%	-0.0085	0.999999999224343	2321.29	2382	2335	2512	2249	2137	55.96	56.08
MT1234	MT1234	fragment of putative small regulatory RNA	hypoxia_hypoxic:16%; hypoxia_rar:13%	-0.0086	0.999999997648529	2334.65	2286	2334	2238	2489	2330	1614.11	1631.43
Rv0688	Rv0688	ferredoxin reductase	microaerophilic:13%	-0.0069	0.999999989442072	2360.17	2251	2478	2265	2394	2417	147.47	148.72
Rv3386	Rv3386	transposase	hypoxia_late:41%	-0.0089	0.999999999070682	2321.71	2448	2117	2476	2211	2367	29.57	29.74
Rv1975	Rv1975	hypothetical protein	hypoxia_late:19%; ctl_stationary:13%	-0.0107	0.999999999999916	2304.55	2295	2225	2330	2414	2261	24.97	25.24
PPE10	Rv0442c	PPE family protein PPE10	ctl_stationary:14%; hypoxia_late:12%; PBS_RIF_DDmtb:11%; human_sputum:10%	-0.01	0.999999991502428	2386.6	2483	2556	2319	2234	2348	50.25	50.74
rsfA	Rv1365c	anti-sigma-F factor antagonist RsfA	acidic_tyloxopol:12%; butyrate:12%	-0.0095	0.999999997746282	2337.1	2362	2353	2358	2278	2335	111.03	111.96
glyA1	Rv1093	serine hydroxymethyltransferase	hypoxia_rar:9%	-0.0084	0.999999988073116	2371.62	2432	2532	2277	2285	2337	258.59	260.85
tatD	Rv1008	deoxyribonuclease TatD	hypoxia_late:25%	-0.0101	0.999999999505826	2325.96	2372	2355	2196	2418	2292	37.93	38.4
Rv2129c	Rv2129c	oxidoreductase	high_iron:9%	-0.0069	0.999999989711364	2352.88	2255	2431	2253	2405	2424	169.9	171.39
kasB	Rv2246	3-oxoacyl-ACP synthase 2	hypoxia_hypoxic:15%	-0.0064	0.999999969622732	2386.74	2265	2515	2309	2352	2498	1142.79	1152.06
Rv3177	Rv3177	peroxidase	hypoxia_late:16%; butyrate:12%; ctl_stationary:11%	-0.0133	0.999999999339188	2362.03	2486	2514	2447	2144	2231	21.9	22.09
Rv1817	Rv1817	flavoprotein	hypoxia_late:15%; ctl_stationary:10%	-0.0091	0.999999996683642	2335.28	2487	2410	2491	2232	2071	44.64	44.82
Rv1855c	Rv1855c	oxidoreductase	zinc_limitation:8%	-0.0075	0.999999993668662	2334.98	2175	2337	2283	2495	2391	236.86	239.16
MT3449.2	MT3449.2	hypothetical protein	hypoxia_late:40%; ctl_stationary:12%	-0.0149	0.99999999999997	2332.27	2531	2171	2802	1973	2229	32.79	32.24
drrC	Rv2938	daunorubicin ABC transporter permease DrrC	INDIGO_exponential:14%	-0.0094	0.99999999702397	2329.12	2244	2300	2259	2498	2349	61.03	61.78
hisD	Rv1599	histidinol dehydrogenase	microaerophilic:34%	-0.0072	0.999999979209539	2363.96	2350	2455	2278	2319	2420	272.04	274.23
pks8	Rv1662	polyketide synthase	hypoxia_late:33%	-0.0088	0.999999994579066	2335.1	2361	2484	2280	2259	2295	53.27	53.74
proU	Rvnt26	tRNA-Pro	human_sputum:8%	-0.0101	0.999999999998419	2285.58	2322	2181	2374	2482	2080	60.39	60.97
ndhA	Rv0392c	NADH dehydrogenase NdhA	hypoxia_late:13%	-0.009	0.999999999840001	2284.49	2198	2340	2341	2280	2265	65.09	65.61
Rv0064	Rv0064	transmembrane protein	microaerophilic:23%	-0.008	0.999999984781843	2356.1	2356	2453	2240	2358	2376	67.25	67.9
Rv1545	Rv1545	hypothetical protein	butyrate_plus_glucose:9%	-0.0095	0.999999999990963	2281.77	2311	2240	2234	2501	2131	339.02	343.25
PPE23	Rv1706c	PPE family protein PPE23	hypoxia_late:24%; human_sputum:11%	-0.0096	0.999999996780939	2328.58	2216	2429	2417	2209	2377	21.61	21.75
gabD2	Rv1731	succinate-semialdehyde dehydrogenase	high_iron:7%	-0.0071	0.99999998752865	2340.23	2156	2397	2311	2386	2457	209.55	211.38
PE_PGRS3	Rv0278c	PE-PGRS family protein PE_PGRS3	microaerophilic:30%; hypoxia_late:29%	-0.0094	0.999999995179238	2332.44	2376	2433	2406	2272	2180	45.42	45.77
MT1172.1	MT1172.1	hypothetical protein	PBS_RIF_DDmtb:10%	-0.0036	0.999999999998955	2199.76	1984	1582	2669	2432	2422	83.25	83.57
pntB	Rv0157	NAD(P) transhydrogenase subunit beta PntB	tyloxopol:10%	-0.0066	0.99999996522172	2366.88	2276	2454	2252	2369	2488	351.64	354.61
Rv2387	Rv2387	hypothetical protein	human_sputum:11%	-0.0095	0.999999996233618	2322.29	2313	2368	2216	2494	2226	86.4	87.39
Rv1706A	Rv1706A	hypothetical protein	microaerophilic:39%; hypoxia_fatty_acids:22%; ctl_stationary:12%	-0.0121	0.99999999999992	2289.97	2799	1732	2630	2007	2368	6.5	6.46
MT3846	MT3846	hypothetical protein	nutrient_limitation:59%; PBS_RIF_DDmtb:24%	-0.0016	0.999999991749171	2264.58	2239	1593	2231	2867	2493	51.74	52.79
Rv3836	Rv3836	hypothetical protein	PBS_RIF_DDmtb:12%; ctl_stationary:11%	-0.0092	0.99999999999927	2251.39	2112	2119	2306	2423	2305	65.02	65.71
fcoT	Rv0098	fatty acyl CoA thioesterase FcoT	human_sputum:24%; hypoxia_late:12%	-0.0097	0.999999999999887	2255.59	2127	2155	2301	2444	2258	26.62	26.92
Rv1592c	Rv1592c	hypothetical protein	ctl_stationary:13%	-0.0078	0.999999996005601	2300.09	2222	2424	2461	2238	2163	133.63	134.32
Rv3231c	Rv3231c	hypothetical protein	hypoxia_late:11%	-0.0078	0.999999998543182	2278.57	2139	2218	2348	2359	2333	113.74	114.66
sugB	Rv1237	sugar ABC transporter permease SugB	PBS_RIF_DDmtb:11%	-0.0108	0.999999999333795	2304.03	2294	2379	2266	2301	2281	114.24	115.48
Rv1724c	Rv1724c	hypothetical protein	hypoxia_late:19%	-0.0111	0.999999999997479	2283.88	2174	2034	2272	2552	2405	33.17	33.77
vapC45	Rv3180c	ribonuclease VapC45	hypoxia_late:22%	-0.0116	0.999999998635736	2320.55	2581	2033	2525	1974	2529	33.13	33.23
Rv1585c	Rv1585c	phage protein	hypoxia_fatty_acids:28%; microaerophilic:12%; ctl_stationary:12%; butyrate:11%	-0.01	0.999999990555536	2346.83	2335	2378	2451	2126	2452	63.83	64.23
Rv1128c	Rv1128c	hypothetical protein	human_sputum:19%; hypoxia_late:16%; zinc_limitation:11%	-0.0112	0.999999994122575	2341.52	2399	2312	2460	2131	2413	19.03	19.14
Rv1941	Rv1941	short-chain type dehydrogenase/reductase	INDIGO_exponential:9%	-0.0101	0.999999998314017	2300.76	2314	2422	2257	2250	2263	192.84	194.67
MT2424	MT2424	hypothetical protein	human_sputum:14%; ctl_exponential:12%	-0.0017	0.999999984936204	2266.23	2228	1833	2368	2824	2135	127.4	128.78
lysA	Rv1293	diaminopimelate decarboxylase	INDIGO_exponential:8%	-0.0091	0.999999990010951	2328.05	2219	2375	2210	2516	2327	194.88	197.01
Rv1691	Rv1691	hypothetical protein	hypoxia_late:23%; hypoxia_rar:10%	-0.0099	0.999999995134453	2309.57	2303	2331	2288	2300	2326	146.28	147.74
blaC	Rv2068c	beta-lactamase	INDIGO_exponential:8%	-0.0078	0.999999991597858	2309.25	2213	2310	2297	2349	2379	164.36	165.86
hisC2	Rv3772	histidinol-phosphate aminotransferase	hypoxia_late:15%	-0.0097	0.999999998098408	2290.01	2262	2376	2211	2343	2260	61.35	61.99
Rv1462	Rv1462	hypothetical protein	low_iron:27%; zinc_limitation:16%	-0.0101	0.999999991873756	2333.26	2417	2413	2233	2307	2299	273.24	276.26
Rv3351c	Rv3351c	hypothetical protein	hypoxia_late:31%; human_sputum:16%; ctl_stationary:12%	-0.0044	0.999999985183199	2290.65	3164	1525	2422	1946	2568	7.4	7.35
Rv2079	Rv2079	hypothetical protein	PBS_RIF_DDmtb:14%; hypoxia_late:10%	-0.0108	0.999999995474333	2321.04	2331	2476	2245	2312	2245	56.96	57.62
MT1790	MT1790	hypothetical protein	hypoxia_late:31%	-0.0048	0.999999999999461	2181.13	2299	1479	2471	2614	2141	48.73	49.11
nuoG	Rv3151	NADH-quinone oxidoreductase subunit G	high_iron:15%; butyrate_plus_glucose:11%	-0.0078	0.999999946159754	2369.26	2360	2467	2249	2315	2459	781.71	788.88
Rv2562	Rv2562	conserved hypothetical protein	human_sputum:20%	-0.0077	0.999999990509608	2303.49	2684	2082	2725	2096	1985	30.21	29.98
PE_PGRS57	Rv3514	PE-PGRS family protein PE_PGRS57	cholesterol:24%; hypoxia_late:20%	-0.0101	0.999999999381946	2268.7	2241	2115	2383	2313	2296	181.45	183.36
nadE	Rv2438c	glutamine-dependent NAD(+) synthetase	hypoxia_late:8%	-0.0085	0.999999992674093	2296.86	2162	2261	2302	2385	2378	139.37	140.75
uvrA	Rv1638	excinuclease ABC subunit UvrA	zinc_limitation:16%	-0.0074	0.99999995475025	2349.79	2242	2442	2243	2351	2476	221.44	223.45
moeA1	Rv0994	molybdopterin molybdenumtransferase 1	microaerophilic:9%	-0.0081	0.999999962210943	2348.76	2345	2402	2254	2310	2435	389.99	393.61
blaI	Rv1846c	transcriptional repressor BlaI	cholesterol:14%	-0.0083	0.999999964749778	2344.01	2321	2398	2261	2314	2428	1754.48	1771.1
Rv2808	Rv2808	hypothetical protein	human_sputum:14%; hypoxia_late:13%	-0.0117	0.999999996367817	2306.55	2306	2385	2286	2237	2320	94.85	95.75
Rv0209	Rv0209	hypothetical protein	hypoxia_late:23%	-0.0093	0.99999998751313	2311.48	2183	2411	2369	2197	2403	53.42	53.83
parE1	Rv1959c	toxin ParE1	hypoxia_fatty_acids:24%; ctl_stationary:11%	-0.0129	0.999999997200994	2308.02	2443	2314	2282	2282	2222	74.01	74.8
vapC6	Rv0656c	ribonuclease VapC6	PBS_RIF_DDmtb:16%	-0.0112	0.999999999679153	2260.46	2287	2070	2453	2297	2204	34.81	35.08
Rv1075c	Rv1075c	hypothetical protein	hypoxia_late:25%; PBS_RIF_DDmtb:22%	-0.01	0.999999992622489	2299.35	2296	2185	2397	2222	2401	40.7	41.04
lpqE	Rv3584	lipoprotein LpqE	hypoxia_hypoxic:10%	-0.0089	0.999999967576766	2336.48	2316	2414	2224	2324	2407	754.41	762.02
birA	Rv3279c	bifunctional biotin operon repressor/biotin--[acetyl-CoA-carboxylase] synthetase	hypoxia_late:13%	-0.0121	0.999999993922843	2320.2	2446	2423	2289	2204	2244	72.85	73.58
Rv0100	Rv0100	hypothetical protein	PBS_RIF_DDmtb:18%; ctl_stationary:12%; hypoxia_fatty_acids:10%	-0.0149	0.99999999847142	2311.44	2427	2369	2390	2189	2188	46.01	46.38
virS	Rv3082c	HTH-type transcriptional regulator VirS	hypoxia_late:23%; ctl_stationary:15%; hypoxia_fatty_acids:11%	-0.0126	0.999999994633547	2312.89	2324	2325	2389	2161	2369	20.31	20.5
plcB	Rv2350c	membrane-associated phospholipase B	tyloxopol:12%; high_iron:10%	-0.01	0.999999995783893	2280.44	2186	2360	2263	2294	2301	68.56	69.27
Rv2226	Rv2226	hypothetical protein	hypoxia_late:12%; human_sputum:11%	-0.0094	0.999999967395385	2337.15	2325	2419	2337	2182	2427	121.6	122.64
Rv3249c	Rv3249c	TetR family transcriptional regulator	nutrient_limitation:41%; PBS_RIF_DDmtb:23%	-0.0104	0.999999993249294	2294.76	2279	2220	2258	2507	2216	424.37	429.39
moeB1	Rv3206c	adenylyltransferase/sulfurtransferase	hypoxia_fatty_acids:15%	-0.0113	0.999999997379285	2271.99	2302	2364	2183	2235	2278	260.97	263.95
acpM	Rv2244	meromycolate extension acyl carrier protein	hypoxia_hypoxic:12%	-0.0093	0.999999970240094	2316.67	2274	2387	2256	2288	2380	3389.63	3424.04
Rv1516c	Rv1516c	sugar transferase	hypoxia_late:22%	-0.012	0.999999995241718	2284.03	2396	2244	2271	2281	2230	58.14	58.79
esxW	Rv3620c	ESAT-6 like protein EsxW	hypoxia_rar:10%	-0.0104	0.999999986262386	2305.32	2333	2386	2185	2316	2309	1404.07	1420.3
Rv1476	Rv1476	membrane protein	ctl_exponential:14%	-0.0108	0.999999981878881	2319.94	2405	2345	2187	2536	2138	228.91	231.94
Rv1919c	Rv1919c	hypothetical protein	ctl_exponential:15%; acidic:13%	-0.0104	0.999999989991065	2294.47	2293	2245	2235	2511	2195	486.68	492.58
vapC16	Rv2231A	ribonuclease VapC16	ctl_stationary:14%; hypoxia_late:14%	-0.0131	0.999999999127075	2257.05	2447	2077	2481	2177	2119	31.15	31.35
pks9	Rv1664	polyketide synthase	hypoxia_late:32%	-0.01	0.999999985385932	2290.5	2132	2313	2427	2135	2456	33.32	33.59
MT4026.1	MT4026.1	hypothetical protein	INDIGO_exponential:10%	-0.0109	0.999999999997662	2199.94	2193	1861	2284	2538	2151	81.83	83.06
Rv2366c	Rv2366c	transmembrane protein	PBS_RIF_DDmtb:8%	-0.0102	0.999999986898354	2284.42	2277	2322	2209	2299	2316	191.1	193.23
