GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_ATC_RIF	Rv0827c_DMSO_RIF
adhC	Rv3045	NADP-dependent alcohol dehydrogenase	human_sputum:8%	-0.0276	0.999984938361737	1718.49	1789	1876	1795	1493	1653	315.04	318.9
MT0407	MT0407	hypothetical protein	hypoxia_late:34%	-0.0394	0.999995645049638	1730.63	1733	1875	1668	1611	1772	61.75	63.02
Rv2998	Rv2998	hypothetical protein	hypoxia_late:18%	-0.0406	0.999998974711112	1685.68	1765	1460	1753	1642	1821	40.32	41.09
MT0768.1	MT0768.1	hypothetical protein	hypoxia_late:20%; PBS_RIF_DDmtb:13%; ctl_stationary:11%	-0.0479	0.999999974742729	1641.85	1687	1086	1634	1821	2068	11.94	12.37
Rv0188	Rv0188	transmembrane protein	hypoxia_fatty_acids:22%; acidic:16%; cholesterol:11%	-0.0334	0.999993665756902	1711.92	1751	1766	1754	1583	1709	364.61	370.45
nth	Rv3674c	endonuclease III	zinc_limitation:10%	-0.0291	0.999987001373482	1716.05	1696	1958	1782	1477	1685	173.63	175.81
trpB	Rv1612	tryptophan synthase subunit beta	INDIGO_exponential:15%; high_iron:13%	-0.0278	0.999988255879992	1704.83	1768	1816	1811	1506	1634	352.77	356.8
metV	Rvnt24	tRNA-Met	tyloxopol:21%; hypoxia_late:12%	-0.0524	0.999999715893848	1709.45	1769	1534	1587	1704	1970	49.42	51.07
Rv1888c	Rv1888c	transmembrane protein	INDIGO_exponential:8%	-0.0371	0.99999750717238	1689.99	1774	1497	1715	1665	1808	90.27	92.02
mce1C	Rv0171	Mce family protein Mce1C	butyrate_plus_glucose:14%; acidic_tyloxopol:11%	-0.0294	0.999977413023257	1731.06	1841	1981	1769	1475	1612	719.37	728.9
Rv2810c	Rv2810c	transposase	hypoxia_late:20%	-0.0381	0.99999785980345	1683.41	1767	1469	1689	1662	1842	84.13	85.93
Rv2366c	Rv2366c	transmembrane protein	PBS_RIF_DDmtb:8%	-0.0267	0.999985271223619	1695.26	1667	1906	1812	1471	1637	189.1	191.1
sadH	Rv3085	oxidoreductase SadH	hypoxia_late:18%; nutrient_limitation:16%	-0.0352	0.99999403923542	1709.39	1770	1753	1742	1567	1719	104.63	106.37
fadB	Rv0860	fatty oxidation protein FadB	cholesterol:15%	-0.0285	0.999973861521476	1725.13	1804	2020	1776	1466	1586	496.51	502.8
Rv1209	Rv1209	hypothetical protein	acidic:9%	-0.0307	0.999982582343878	1719.61	1746	1991	1749	1462	1671	395.15	400.8
aftC	Rv2673	alpha-(1->3)-arabinofuranosyltransferase	hypoxia_late:11%	-0.0321	0.999996374796822	1665.53	1579	1610	1797	1610	1737	60.8	61.62
TB16.3	Rv2185c	hypothetical protein	acidic:15%	-0.0323	0.999983643278503	1713.14	1821	1893	1757	1473	1638	511.87	519.66
Rv1480	Rv1480	hypothetical protein	high_iron:9%	-0.0315	0.999972861844041	1730.39	1878	2002	1738	1457	1604	506.73	514.26
Rv1817	Rv1817	flavoprotein	hypoxia_late:15%; ctl_stationary:10%	-0.0342	0.999993934072271	1686.93	1722	1697	1755	1541	1724	43.92	44.64
ctpB	Rv0103c	cation-transporter P-type ATPase B	zinc_limitation:9%	-0.0282	0.99997981339114	1703.8	1723	1940	1796	1468	1611	156.18	158.09
MT3145.1	MT3145.1	hypothetical protein	acidic_tyloxopol:11%	-0.0498	0.999999455678413	1683.22	1810	1457	1684	1615	1866	60.13	61.77
Rv3381c	Rv3381c	transposase	hypoxia_late:36%; ctl_stationary:17%	-0.0475	0.999999512668629	1677.74	1727	1430	1635	1745	1868	22.23	22.89
Rv2651c	Rv2651c	prophage protease	microaerophilic:16%; cholesterol:13%; nutrient_limitation:12%	-0.0385	0.99999351236868	1710.41	1719	1852	1685	1538	1766	69.24	70.57
Rv1111c	Rv1111c	hypothetical protein	tyloxopol:11%	-0.0315	0.999979622944649	1711.54	1750	1969	1728	1463	1667	187.98	190.93
MT1083.1	MT1083.1	hypothetical protein	human_sputum:25%	-0.0374	0.999992517447092	1707.68	1731	1812	1678	1559	1764	169.37	173.13
rplC	Rv0701	50S ribosomal protein L3	acidic:9%	-0.0282	0.999985153739044	1680.16	1678	1832	1808	1490	1605	2725.06	2757.39
Rv1086	Rv1086	(2Z,6E)-farnesyl diphosphate synthase	ctl_stationary:10%	-0.0303	0.999981130686703	1696.69	1699	1949	1763	1435	1658	178.66	181.06
arfB	Rv0900	membrane protein	ctl_stationary:7%	-0.0512	0.999998946100757	1695.71	1872	1647	1740	1453	1782	98.25	100.74
Rv0520	Rv0520	methyltransferase/methylase	ctl_stationary:16%; hypoxia_late:16%	-0.0467	0.999999278982965	1671.34	1717	1433	1655	1717	1849	22.88	23.48
modB	Rv1858	molybdenum ABC transporter permease ModB	low_iron:11%	-0.0395	0.999996531018199	1674.41	1686	1613	1717	1618	1740	51.64	52.74
kdpD	Rv1028c	sensor protein KdpD	hypoxia_late:15%	-0.0337	0.99998593642376	1688.11	1720	1840	1751	1489	1651	41	41.66
Rv3839	Rv3839	hypothetical protein	low_iron:68%	-0.0358	0.999998783468926	1623.69	1476	1396	1743	1685	1840	35.08	35.7
Rv2168c	Rv2168c	transposase	hypoxia_late:36%; ctl_stationary:17%	-0.0483	0.99999932512294	1667.21	1742	1410	1626	1705	1871	22.23	22.9
Rv1823	Rv1823	hypothetical protein	hypoxia_late:10%	-0.0328	0.999988975466972	1674.32	1660	1768	1732	1507	1711	102.93	104.66
pstC1	Rv0935	phosphate ABC transporter permease PstC	ctl_exponential:11%	-0.0291	0.999964218470247	1701.73	1779	1998	1775	1436	1549	498.47	504.74
Rv0303	Rv0303	dehydrogenase/reductase	hypoxia_fatty_acids:20%; nutrient_limitation:13%; PBS_RIF_DDmtb:12%	-0.0365	0.999991981767067	1676.54	1638	1796	1723	1525	1707	72.14	73.52
MT0603	MT0603	hypothetical protein	ctl_stationary:11%	-0.0546	0.999999911511803	1643.98	1645	1263	1618	1735	2003	20.25	21.05
Rv2570	Rv2570	hypothetical protein	hypoxia_fatty_acids:14%; hypoxia_late:14%; ctl_stationary:13%	-0.0459	0.99999931103888	1652.27	1754	1360	1720	1563	1890	28.06	28.71
Rv0030	Rv0030	hypothetical protein	hypoxia_late:10%; acidic_tyloxopol:10%	-0.0433	0.999997656422205	1663.93	1646	1608	1694	1565	1812	63.21	64.61
vapC22	Rv2829c	ribonuclease VapC22	cholesterol:12%; PBS_RIF_DDmtb:11%; microaerophilic:11%	-0.0352	0.999983370250702	1692.63	1698	1917	1701	1485	1676	304.91	310.3
PPE26	Rv1789	PPE family protein PPE26	acidic:10%	-0.0324	0.99997531586722	1691.74	1785	1877	1739	1452	1622	327.74	332.98
Rv2401	Rv2401	hypothetical protein	PBS_RIF_DDmtb:10%	-0.0441	0.999997603667731	1666.5	1665	1593	1658	1592	1830	49.59	50.76
Rv2480c	Rv2480c	transposase	hypoxia_late:36%; ctl_stationary:17%	-0.0508	0.999999328213222	1662.29	1737	1408	1614	1743	1826	22.17	22.86
Rv2698	Rv2698	transmembrane protein	PBS_RIF_DDmtb:12%; ctl_stationary:10%	-0.042	0.999988855367627	1709.79	1848	1795	1633	1560	1721	182	186.53
dinG	Rv1329c	ATP-dependent helicase DinG	hypoxia_late:16%	-0.0338	0.999987206531007	1674.24	1669	1834	1761	1465	1654	60.82	61.79
mbtA	Rv2384	bifunctional salicyl-AMP ligase/salicyl-S-ArCP synthetase	hypoxia_late:39%; low_iron:19%	-0.0424	0.999999714281568	1605.5	1552	1147	1725	1776	1884	6.78	6.97
mkl	Rv0655	ribonucleotide ABC transporter ATP-binding protein	INDIGO_exponential:9%	-0.0295	0.999952682362048	1702.09	1825	2007	1762	1422	1527	1255.68	1272.08
iscS	Rv3025c	cysteine desulfurase	zinc_limitation:10%	-0.0299	0.999965635847849	1683.01	1663	2003	1748	1431	1596	247.89	251.26
Rv2183c	Rv2183c	hypothetical protein	microaerophilic:9%	-0.0334	0.99998400922647	1668.97	1695	1789	1746	1474	1650	403.71	410.08
Rv3474	Rv3474	transposase	hypoxia_late:34%; ctl_stationary:17%	-0.0474	0.999998612459369	1656.87	1732	1438	1652	1672	1802	38.44	39.48
Rv3788	Rv3788	hypothetical protein	hypoxia_late:13%	-0.0414	0.999987868629232	1695.36	1861	1760	1682	1505	1679	131.24	133.99
Rv0123	Rv0123	hypothetical protein	hypoxia_late:13%	-0.0445	0.999997099521806	1657.08	1606	1622	1686	1613	1761	72.01	73.75
Rv2815c	Rv2815c	transposase	hypoxia_late:35%; ctl_stationary:17%	-0.0489	0.999999250718018	1648.74	1670	1407	1624	1703	1856	22.15	22.81
pgi	Rv0946c	glucose-6-phosphate isomerase	hypoxia_late:12%	-0.0346	0.999975793930342	1682.17	1708	1943	1703	1428	1649	64.38	65.48
galE3	Rv0536	UDP-glucose 4-epimerase GalE	hypoxia_late:21%	-0.037	0.999992110643218	1657.19	1614	1674	1688	1564	1749	62.12	63.45
Rv1370c	Rv1370c	transposase	hypoxia_late:35%; ctl_stationary:17%	-0.051	0.999999312913631	1649.83	1682	1406	1611	1738	1828	22.19	22.88
rpsJ	Rv0700	30S ribosomal protein S10	acidic:12%	-0.0323	0.999968927982246	1671.85	1777	1849	1770	1440	1542	2897.79	2940.41
Rv3521	Rv3521	hypothetical protein	human_sputum:13%	-0.0365	0.999993574456705	1643.89	1593	1667	1744	1526	1694	76.45	77.88
vapC14	Rv1953	ribonuclease VapC14	acidic_tyloxopol:11%	-0.0509	0.99999834071693	1655.52	1601	1575	1523	1699	1892	37.76	39.2
lsr2	Rv3597c	iron-regulated H-NS-like protein	hypoxia_hypoxic:17%	-0.0367	0.999972232805399	1681.82	1775	1897	1702	1459	1593	2028.35	2066.84
proC	Rv0500	pyrroline-5-carboxylate reductase	hypoxia_late:10%	-0.0351	0.999988064383728	1646.47	1640	1700	1747	1494	1657	118.91	120.91
Rv1680	Rv1680	hypothetical protein	hypoxia_late:11%	-0.0366	0.999979399438925	1668.88	1715	1842	1693	1447	1660	105.49	107.44
eccB4	Rv3450c	ESX-4 secretion system protein EccB4	hypoxia_late:34%; PBS_RIF_DDmtb:13%; ctl_stationary:10%	-0.0405	0.999986898668104	1668.06	1676	1815	1665	1499	1693	37.8	38.65
clpS	Rv1331	ATP-dependent Clp protease adapter protein ClpS	cholesterol:13%; acidic:12%	-0.037	0.9999653681475	1681.6	1798	1910	1691	1438	1591	927.16	945.12
Rv0970	Rv0970	integral membrane protein	microaerophilic:54%	-0.0359	0.999991463487495	1628.77	1556	1645	1734	1502	1713	102.68	104.39
Rv0446c	Rv0446c	transmembrane protein	PBS_RIF_DDmtb:11%	-0.0357	0.999973786206441	1662.25	1757	1814	1705	1418	1632	137.73	140.14
Rv0226c	Rv0226c	transmembrane protein	hypoxia_late:23%	-0.0332	0.999964890379891	1659.62	1657	1929	1736	1411	1587	122.83	124.71
sigC	Rv2069	ECF RNA polymerase sigma factor SigC	tyloxopol:18%	-0.0376	0.999982664671764	1656.93	1705	1746	1692	1486	1662	221.62	226.03
pstA1	Rv0930	phosphate ABC transporter permease PstA	INDIGO_exponential:10%	-0.0331	0.99996664605666	1655.8	1740	1800	1758	1413	1584	233.71	237.22
Rv1255c	Rv1255c	HTH-type transcriptional regulator	hypoxia_fatty_acids:18%	-0.044	0.999982121876241	1677.15	1867	1775	1653	1460	1645	118.65	121.66
frr	Rv2882c	ribosome recycling factor	hypoxia_rar:9%	-0.0336	0.999980832927703	1642.16	1635	1762	1764	1454	1606	421	427.64
Rv0295c	Rv0295c	hypothetical protein	tyloxopol:10%	-0.0411	0.999967331395283	1681.98	1854	1869	1640	1442	1624	183.2	187.37
fum	Rv1098c	fumarate hydratase	tyloxopol:11%	-0.0327	0.999942569684585	1666.4	1749	1954	1721	1404	1531	296.29	300.92
Rv1584c	Rv1584c	phage protein	ctl_stationary:10%; nutrient_limitation:10%	-0.0465	0.999992134683893	1657.97	1734	1672	1643	1545	1699	145.34	149.05
echA19	Rv3516	enoyl-CoA hydratase EchA19	hypoxia_fatty_acids:18%; human_sputum:15%; hypoxia_late:11%	-0.0449	0.999995235385307	1639.96	1630	1577	1664	1579	1753	34.7	35.56
katG	Rv1908c	catalase-peroxidase	zinc_limitation:35%	-0.033	0.999933843341163	1669.05	1771	1973	1713	1403	1515	931.04	945.65
esxA	Rv3875	ESAT-6 protein EsxA	acidic:16%; zinc_limitation:12%	-0.0353	0.999958777791539	1662.24	1690	1938	1698	1429	1577	12927.5	13155.02
ndh	Rv1854c	NADH dehydrogenase	zinc_limitation:12%	-0.034	0.999957838045736	1652.65	1714	1855	1724	1408	1580	155.74	158.32
Rv0877	Rv0877	hypothetical protein	microaerophilic:12%	-0.0352	0.999954653402144	1659.36	1701	1942	1697	1425	1554	492.02	500.58
lldD2	Rv1872c	L-lactate dehydrogenase	butyrate:10%	-0.0332	0.999962207086058	1645.92	1658	1857	1730	1420	1581	4063.32	4127.57
Rv1711	Rv1711	RNA pseudouridine synthase	high_iron:10%	-0.0344	0.999969933107783	1644.64	1709	1771	1745	1409	1603	196.45	199.5
rpmD	Rv0722	50S ribosomal protein L30	hypoxia_rar:10%; high_iron:10%	-0.0396	0.999978486852559	1651.66	1791	1701	1696	1478	1601	1241.84	1266.8
MT2601.1	MT2601.1	hypothetical protein	hypoxia_late:19%; ctl_stationary:11%	-0.053	0.999996714342722	1645.94	1673	1643	1586	1544	1789	39.94	41.1
Rv3126c	Rv3126c	hypothetical protein	hypoxia_late:16%; ctl_stationary:15%; hypoxia_hypoxic:15%	-0.0629	0.999999957816742	1587.88	1652	1053	1741	1602	1971	4.43	4.59
recN	Rv1696	DNA repair protein RecN	hypoxia_late:12%	-0.0364	0.999957698191504	1649.8	1788	1804	1726	1381	1570	106.08	107.92
Rv0911	Rv0911	hypothetical protein	hypoxia_late:8%	-0.0393	0.999977598209121	1639.97	1613	1801	1650	1464	1681	136.07	139.17
Rv2766c	Rv2766c	short-chain type dehydrogenase/reductase	hypoxia_late:12%	-0.0406	0.999977092063423	1645.18	1625	1870	1659	1456	1629	91.68	93.61
nat	Rv3566c	arylamine N-acetyltransferase	hypoxia_late:11%; human_sputum:10%	-0.0414	0.999989810338134	1611.49	1619	1547	1687	1524	1684	67.24	68.71
ligD	Rv0938	multifunctional non-homologous end joining DNA repair protein/ATP dependent DNA ligase LigD	microaerophilic:15%	-0.0343	0.999942513016129	1648.45	1674	1950	1704	1410	1529	166.65	169.45
Rv3198A	Rv3198A	glutaredoxin protein	ctl_exponential:12%	-0.0439	0.999984354735861	1626.3	1563	1756	1582	1519	1718	188.39	193.34
vapC45	Rv3180c	ribonuclease VapC45	hypoxia_late:22%	-0.0506	0.99999731697457	1596.16	1516	1462	1610	1645	1756	32.21	33.13
rpfC	Rv1884c	resuscitation-promoting factor RpfC	tyloxopol:15%; high_iron:14%; butyrate_plus_glucose:11%	-0.0398	0.999953046632381	1651.18	1756	1856	1669	1424	1568	2394.86	2445.56
esxD	Rv3891c	ESAT-6 like protein EsxD	acidic:11%; hypoxia_rar:11%	-0.0415	0.99997035575662	1643.29	1725	1797	1671	1441	1594	628.21	642.54
MT1122.1	MT1122.1	hypothetical protein	hypoxia_late:46%; ctl_stationary:14%	-0.069	0.999999969106481	1577.22	1615	1047	1642	1451	2248	8.85	9.28
kdpC	Rv1031	potassium-transporting ATPase subunit C	human_sputum:14%; acidic_tyloxopol:10%; hypoxia_late:10%	-0.0483	0.999991543518901	1624.36	1712	1545	1625	1540	1704	57.89	59.48
Rv2507	Rv2507	hypothetical protein	low_iron:10%	-0.0423	0.999984088343145	1613.25	1666	1585	1667	1491	1661	128.28	131.43
rocA	Rv1187	pyrroline-5-carboxylate dehydrogenase RocA	hypoxia_late:18%	-0.0445	0.999991371030249	1606.77	1626	1521	1679	1546	1665	32.35	33.14
mbtD	Rv2381c	polyketide synthetase	low_iron:49%; hypoxia_late:11%; human_sputum:11%	-0.0378	0.999995945221504	1546.77	1406	1212	1752	1652	1750	17.7	18.02
atpG	Rv1309	ATP synthase subunit gamma	ctl_exponential:12%; INDIGO_exponential:12%; tyloxopol:11%	-0.0334	0.999915633538655	1639.93	1776	1854	1731	1387	1477	1323.74	1344.45
prfB	Rv3105c	peptide chain release factor PrfB	zinc_limitation:9%	-0.0352	0.999947891198522	1621.01	1648	1830	1712	1383	1550	174.03	176.95
Rv1757c	Rv1757c	transposase	hypoxia_late:35%; ctl_stationary:17%	-0.0571	0.999998434466955	1596.15	1642	1358	1571	1689	1735	22.13	22.88
Rvns02	Rvns02	10Sa RNA	ctl_stationary:12%; PBS_RIF_DDmtb:11%	-0.0403	0.999956589665106	1633.34	1689	1839	1672	1384	1600	155.51	158.62
lpqQ	Rv0835	lipoprotein LpqQ	human_sputum:16%; ctl_stationary:10%	-0.0504	0.999994464820933	1602.44	1584	1510	1630	1537	1757	37.43	38.45
Rv0057	Rv0057	hypothetical protein	zinc_limitation:12%	-0.0387	0.999955088005197	1621.49	1636	1826	1683	1393	1585	252.36	257.3
xseB	Rv1107c	exodeoxyribonuclease VII small subunit	INDIGO_exponential:10%	-0.0394	0.999952351155589	1628.49	1730	1777	1677	1395	1578	508.53	518.69
PPE23	Rv1706c	PPE family protein PPE23	hypoxia_late:24%; human_sputum:11%	-0.05	0.999988964809148	1613.1	1585	1682	1565	1516	1722	20.98	21.61
Rv0569	Rv0569	hypothetical protein	cholesterol:23%; ctl_stationary:20%	-0.044	0.999979086502583	1610.61	1650	1677	1647	1458	1626	243.77	249.48
PPE20	Rv1387	PPE family protein PPE20	tyloxopol:12%; ctl_exponential:12%	-0.0368	0.999958479335497	1601.16	1581	1738	1695	1430	1571	769.71	784.07
upp	Rv3309c	uracil phosphoribosyltransferase	PBS_RIF_DDmtb:10%	-0.0441	0.999992683985165	1573.24	1458	1480	1675	1558	1703	60.68	62.05
eccB5	Rv1782	ESX-5 type VII secretion system protein EccB5	microaerophilic:18%; acidic:12%; ctl_stationary:11%	-0.0344	0.999894033771147	1637.73	1818	1858	1709	1368	1465	441.9	449.16
Rv2828A	Rv2828A	hypothetical protein	cholesterol:13%; hypoxia_late:13%	-0.0465	0.999977670551775	1624.16	1692	1716	1591	1487	1640	249.18	255.86
Rv3915	Rv3915	peptidoglycan hydrolase	PBS_RIF_DDmtb:8%	-0.0368	0.999944960217195	1611.02	1631	1779	1690	1399	1569	221.85	226.03
Rv3672c	Rv3672c	hypothetical protein	zinc_limitation:10%	-0.0401	0.999941400304361	1626.62	1704	1848	1674	1390	1536	266.04	271.51
MT1746.1	MT1746.1	hypothetical protein	microaerophilic:29%; hypoxia_fatty_acids:28%	-0.0684	0.999999860387977	1575.48	1693	1142	1606	1548	1945	10.9	11.41
Rv3577	Rv3577	hypothetical protein	PBS_RIF_DDmtb:15%; hypoxia_late:11%	-0.0446	0.999973139361939	1610.54	1616	1767	1589	1446	1643	59.08	60.54
Rv2292c	Rv2292c	hypothetical protein	INDIGO_exponential:10%	-0.0479	0.999993203657295	1584.53	1518	1516	1593	1529	1774	107.74	110.61
mbtJ	Rv2385	acetyl hydrolase	low_iron:29%; human_sputum:14%; hypoxia_late:13%	-0.0556	0.999996776608042	1588.07	1612	1418	1599	1575	1745	14.91	15.42
acs	Rv3667	acetyl-CoAsynthetase	hypoxia_late:8%	-0.041	0.999948487013698	1615.17	1675	1782	1645	1392	1595	71.42	73.09
accE5	Rv3281	bifunctional protein acetyl-/propionyl-CoAcarboxylase subunit epsilon AccE	ctl_exponential:14%; acidic:10%	-0.0361	0.999911068709693	1620.91	1748	1835	1708	1371	1467	1138.89	1158.59
Rv2771c	Rv2771c	hypothetical protein	ctl_exponential:8%	-0.0433	0.999958083921351	1613.12	1611	1836	1619	1405	1609	183.47	187.71
Rv3196	Rv3196	hypothetical protein	hypoxia_late:19%	-0.0452	0.999953775239762	1632.92	1799	1774	1632	1400	1576	103.72	106.19
Rv2954c	Rv2954c	hypothetical protein	INDIGO_exponential:10%	-0.0413	0.999970171430477	1594.15	1653	1588	1670	1444	1621	287.11	293.7
Rv1778c	Rv1778c	hypothetical protein	hypoxia_rar:10%	-0.0454	0.999972415683284	1607.75	1647	1735	1649	1398	1620	139.17	142.45
Rv3920c	Rv3920c	hypothetical protein	INDIGO_exponential:13%; high_iron:10%	-0.0366	0.999906722765063	1618.41	1800	1776	1707	1369	1464	1085.89	1104.99
Rv0385	Rv0385	monooxygenase	hypoxia_late:15%; ctl_stationary:10%	-0.054	0.999992810700592	1599.74	1694	1434	1595	1588	1695	29.56	30.5
MT4019	MT4019	hypothetical protein	ctl_stationary:11%	-0.0508	0.999996178578359	1563.32	1462	1354	1546	1653	1822	110.7	114.39
Rv2223c	Rv2223c	carboxylesterase B	tyloxopol:10%	-0.0398	0.999923433770321	1612.86	1629	1901	1648	1372	1537	131.43	134.17
sugB	Rv1237	sugar ABC transporter permease SugB	PBS_RIF_DDmtb:11%	-0.0423	0.999953542833313	1603	1617	1792	1661	1370	1590	111.82	114.24
Rv1421	Rv1421	hypothetical protein	zinc_limitation:7%	-0.0393	0.999931427067216	1603.26	1684	1758	1676	1361	1553	170	173.4
vapC7	Rv0661c	ribonuclease VapC7	hypoxia_late:44%	-0.0612	0.999997799383927	1584.68	1633	1361	1548	1574	1825	24.11	25.02
Rv3098c	Rv3098c	hypothetical protein	ctl_stationary:13%; PBS_RIF_DDmtb:11%	-0.0451	0.999964155548736	1596.96	1600	1761	1615	1406	1613	136.56	139.78
Rv3693	Rv3693	membrane protein	hypoxia_late:14%	-0.0421	0.999945917630073	1597.76	1632	1764	1657	1412	1535	202	206.46
Rv0633c	Rv0633c	hypothetical protein	hypoxia_late:11%	-0.0452	0.999947747010168	1608.98	1736	1755	1639	1364	1567	108.96	111.53
pth	Rv1014c	peptidyl-tRNA hydrolase	acidic_tyloxopol:11%; hypoxia_late:11%	-0.0518	0.999976290081225	1603.99	1743	1646	1590	1433	1616	87.69	90.15
Rv2910c	Rv2910c	hypothetical protein	hypoxia_late:15%; human_sputum:15%; PBS_RIF_DDmtb:13%; ctl_stationary:12%	-0.053	0.999988933972387	1582.71	1541	1568	1550	1542	1716	67.62	69.89
MT2283	MT2283	hypothetical protein	hypoxia_late:38%; ctl_stationary:21%; PBS_RIF_DDmtb:16%	-0.0738	0.999999999984474	1465.4	1449	718	1581	1740	2031	7.63	8.03
MT1040.1	MT1040.1	hypothetical protein	hypoxia_hypoxic:10%	-0.045	0.999959741465392	1587.92	1543	1786	1575	1416	1631	231.99	237.98
Rv2452c	Rv2452c	hypothetical protein	human_sputum:22%	-0.065	0.999999374247292	1556.71	1735	1127	1714	1472	1788	33.62	34.62
Rv2551c	Rv2551c	hypothetical protein	microaerophilic:17%; hypoxia_late:15%	-0.0466	0.999980570066257	1572.16	1502	1650	1631	1437	1647	108.46	111.15
PE_PGRS8	Rv0742	hypothetical protein	hypoxia_late:38%	-0.051	0.999978827851171	1589.36	1580	1699	1564	1461	1648	64.91	66.8
Rv1627c	Rv1627c	nonspecific lipid-transfer protein	hypoxia_fatty_acids:16%	-0.0456	0.999936449607295	1606.87	1706	1806	1620	1401	1517	329.75	338.19
Rv1314c	Rv1314c	cob(I)yrinic acid a,c-diamide adenosyltransferase	ctl_stationary:8%	-0.0536	0.999982927982967	1589.47	1651	1600	1561	1476	1663	57.62	59.46
Rv2307c	Rv2307c	hypothetical protein	hypoxia_late:23%	-0.048	0.999970949628707	1585.27	1610	1694	1600	1419	1610	58.36	59.89
mce3B	Rv1967	Mce family protein Mce3B	hypoxia_late:32%; ctl_stationary:11%; PBS_RIF_DDmtb:10%	-0.0531	0.999997933015282	1504.59	1381	1097	1660	1656	1783	13.61	14.03
leuC	Rv2988c	3-isopropylmalate dehydratase large subunit	INDIGO_exponential:12%; zinc_limitation:10%	-0.0454	0.999945698597975	1590.76	1662	1733	1644	1396	1530	120.04	122.98
accA1	Rv2501c	acetyl-/propionyl-CoA carboxylase subunit alpha	microaerophilic:40%; low_iron:10%	-0.0378	0.999921120634951	1573.06	1588	1736	1700	1351	1506	123.25	125.51
echA1	Rv0222	enoyl-CoA hydratase EchA1	acidic:10%	-0.041	0.999911789245354	1588.15	1622	1823	1637	1345	1533	215.8	220.52
MT2138.2	MT2138.2	hypothetical protein	hypoxia_late:19%; PBS_RIF_DDmtb:11%; ctl_stationary:10%	-0.0565	0.999992166728133	1568.53	1595	1445	1556	1504	1751	40.26	41.61
rplJ	Rv0651	50S ribosomal protein L10	high_iron:13%; tyloxopol:12%; hypoxia_rar:12%	-0.042	0.99993238331578	1579.91	1510	1850	1623	1354	1583	200.84	205.26
Rv1097c	Rv1097c	hypothetical protein	tyloxopol:11%	-0.0411	0.999914768595771	1585.61	1716	1692	1646	1362	1526	255.86	261.52
Rv1139c	Rv1139c	hypothetical protein	PBS_RIF_DDmtb:15%; acidic:15%	-0.0511	0.999983881870044	1565.69	1555	1517	1555	1509	1696	85.82	88.66
Rv3041c	Rv3041c	ABC transporter ATP-binding protein	hypoxia_late:10%	-0.0414	0.999937322921836	1568.82	1558	1707	1666	1359	1566	140.98	143.94
agpS	Rv3107c	alkyldihydroxyacetonephosphate synthase	hypoxia_late:17%	-0.0428	0.999947669246959	1563.47	1535	1679	1663	1377	1573	65.27	66.71
rip	Rv2869c	zinc metalloprotease	zinc_limitation:8%	-0.0404	0.99987962081823	1586.57	1607	1886	1641	1348	1476	288.69	294.76
mmpL7	Rv2942	transmembrane transport protein MmpL7	high_iron:11%	-0.0379	0.999811879277491	1593.19	1752	1846	1681	1330	1390	424.46	432.44
glyV	Rvnt27	tRNA-Gly	hypoxia_late:20%; human_sputum:11%	-0.0862	0.999997949783176	1638.48	1832	1686	1398	1581	1712	38.46	41.03
Rv1726	Rv1726	oxidoreductase	hypoxia_late:36%; ctl_stationary:10%	-0.0538	0.99998171296349	1561.34	1591	1514	1531	1483	1692	21.73	22.49
