GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_ATC_noDrug	Rv0494_DMSO_noDrug
Rv0303	Rv0303	dehydrogenase/reductase	hypoxia_fatty_acids:20%; nutrient_limitation:13%; PBS_RIF_DDmtb:12%	-0.0286	0.999999497395709	2129.88	2139	2060	2002	2360	2097	114.23	117.58
PPE5	Rv0304c	PPE family protein PPE5	hypoxia_late:29%; ctl_stationary:13%; human_sputum:13%	-0.0327	0.99999937800692	2165.54	2359	2048	2093	2315	2024	10.72	11.1
Rv1865c	Rv1865c	short-chain type dehydrogenase	hypoxia_late:17%; ctl_stationary:12%	-0.0295	0.99999975244059	2107.41	2096	1916	2159	2314	2062	37.4	38.44
Rv3769	Rv3769	hypothetical protein	INDIGO_exponential:9%	-0.0298	0.999999717899225	2115.01	2131	1896	2213	2307	2040	372.27	382.67
Rv1424c	Rv1424c	membrane protein	tyloxopol:9%	-0.0294	0.999999602226307	2122.66	2001	2131	2066	2357	2067	71.94	74.01
Rv1366A	Rv1366A	hypothetical protein	hypoxia_late:15%	-0.0301	0.999999719603337	2110.51	2035	2033	2059	2369	2066	133.65	137.57
thiO	Rv0415	thiamine biosynthesis oxidoreductase ThiO	hypoxia_late:14%; low_iron:13%	-0.0296	0.999999060361517	2138.46	2172	2177	2012	2288	2049	50.82	52.27
dnaQ	Rv3711c	DNA polymerase III subunit epsilon	high_iron:10%	-0.0268	0.999998850270462	2123.94	1964	2292	2003	2340	2035	372.49	382.33
mmpS1	Rv0403c	membrane protein MmpS1	hypoxia_late:14%; ctl_stationary:10%	-0.029	0.999999620271204	2109.91	1955	2205	1937	2373	2095	55.06	56.64
menD	Rv0555	bifunctional 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate	hypoxia_late:10%	-0.0245	0.999998823858603	2109.75	1874	2340	1941	2367	2051	314.58	322.37
ppsD	Rv2934	phthiocerol synthesis polyketide synthase type I PpsD	zinc_limitation:13%; hypoxia_rar:10%; microaerophilic:10%	-0.0261	0.999998850135857	2113.25	1971	2230	1995	2349	2034	248.79	255.24
Rv2732c	Rv2732c	transmembrane protein	hypoxia_late:9%	-0.0275	0.999999088027861	2116.49	2136	2045	2027	2335	2047	255.94	262.85
murF	Rv2157c	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	microaerophilic:46%	-0.0264	0.999999288393458	2095.72	2034	2035	1987	2362	2071	158.62	162.87
MT1945	MT1945	hypothetical protein	human_sputum:16%; PBS_RIF_DDmtb:14%; hypoxia_late:13%	-0.0384	0.999999940254376	2089.27	2190	1767	2188	2213	2106	13.52	14.04
thyX	Rv2754c	thymidylate synthase ThyX	hypoxia_late:28%	-0.0364	0.999999832776907	2104.13	2238	1768	2102	2347	2089	19.99	20.73
leuB	Rv2995c	3-isopropylmalate dehydrogenase	zinc_limitation:13%	-0.0265	0.999999210453405	2088.86	1904	2098	2064	2355	2036	323.33	331.76
ask	Rv3709c	aspartokinase	microaerophilic:12%; zinc_limitation:10%	-0.0276	0.999998098043179	2125.82	2082	2275	1966	2317	2001	400.4	411.19
Rv3365c	Rv3365c	hypothetical protein	hypoxia_late:8%	-0.0273	0.999998835128729	2101.85	2040	2103	2018	2328	2028	170.23	174.81
rimJ	Rv0995	ribosomal-protein-alanine acetyltransferase RimJ	hypoxia_late:10%	-0.0295	0.999998602017029	2121.67	2062	2239	1975	2311	2031	183.17	188.39
lldD2	Rv1872c	L-lactate dehydrogenase	butyrate:10%	-0.0273	0.999998535649774	2105.84	1944	2270	1963	2326	2041	4788.47	4915.71
Rv0876c	Rv0876c	transmembrane protein	microaerophilic:16%	-0.0264	0.999998689859359	2092.32	1951	2196	1928	2344	2057	167.97	172.46
cobS	Rv2208	cobalamin synthase	hypoxia_late:11%	-0.0276	0.999999334070801	2085.3	2009	1984	2036	2354	2054	222.9	229.01
Rv3412	Rv3412	hypothetical protein	acidic_tyloxopol:8%	-0.0271	0.999998320150719	2102.26	1961	2266	1947	2338	2015	782	802.83
MT2341	MT2341	hypothetical protein	hypoxia_late:27%; tyloxopol:11%	-0.0433	0.999999999974951	2009.18	2032	1244	2236	2738	1950	6.45	6.82
Rv1119c	Rv1119c	hypothetical protein	hypoxia_late:11%	-0.0345	0.999999615429748	2104.54	2073	2128	1965	2321	2044	63.14	65.08
vapC41	Rv2602	ribonuclease VapC41	INDIGO_exponential:10%; tyloxopol:10%	-0.0299	0.999998947877158	2096.19	1975	2142	2030	2322	2021	359.68	370.07
trcR	Rv1033c	two component transcriptional regulator TrcR	human_sputum:17%	-0.0362	0.999998982840587	2130.71	2378	2012	2126	2170	1979	47.24	48.77
Rv2199c	Rv2199c	cytochrome c oxidase polypeptide 4	INDIGO_exponential:15%; tyloxopol:12%; ctl_exponential:12%	-0.0284	0.999997873166128	2100.12	2049	2171	1998	2303	1988	798.42	820.31
ftsK	Rv2748c	DNA translocase FtsK	high_iron:10%	-0.0252	0.999997825291373	2074.32	1848	2295	1880	2358	2017	472.68	484.59
Rv0762c	Rv0762c	hypothetical protein	microaerophilic:15%; ctl_stationary:10%; hypoxia_late:10%; hypoxia_fatty_acids:10%	-0.0325	0.999999482199154	2079.52	2007	2010	2083	2265	2038	42.74	44.01
asnB	Rv2201	asparagine synthetase	PBS_RIF_DDmtb:15%	-0.0281	0.999997825258312	2091.06	2006	2198	1955	2305	2002	96.05	98.7
deoD	Rv3307	purine nucleoside phosphorylase	hypoxia_late:12%	-0.0289	0.999998928155672	2067.09	2023	1942	2021	2331	2029	269.5	277.07
fadE7	Rv0400c	acyl-CoA dehydrogenase FadE7	cholesterol:13%; hypoxia_late:12%	-0.0333	0.999999446488985	2085.68	2215	1766	2104	2334	2032	147.57	152.26
Rv1883c	Rv1883c	hypothetical protein	INDIGO_exponential:15%; high_iron:11%; ctl_exponential:10%	-0.0287	0.999997515640305	2096.35	2027	2209	1989	2300	1967	1687.78	1734.6
Rv0546c	Rv0546c	hypothetical protein	tyloxopol:12%	-0.03	0.999999149544074	2067.59	1957	2015	2020	2312	2043	171.76	176.64
folE	Rv3609c	GTP cyclohydrolase I	microaerophilic:24%; PBS_RIF_DDmtb:11%	-0.032	0.999998697023926	2088.93	2056	2076	2023	2293	2003	250.49	258.19
arsB1	Rv2685	arsenic-transport integral membrane protein ArsB	PBS_RIF_DDmtb:10%	-0.03	0.999997672530429	2100.91	2079	2214	1944	2278	1999	89.83	92.42
folB	Rv3607c	dihydroneopterin aldolase	microaerophilic:34%	-0.0297	0.999998438765297	2077.98	1928	2186	1939	2313	2037	330.45	340.09
lysU	Rvnt30	tRNA-Lys	hypoxia_hypoxic:24%; hypoxia_late:18%; hypoxia_rar:13%; human_sputum:11%	-0.0431	0.999999928888007	2064.11	2160	1689	2186	2302	2012	49.13	50.97
Rv0882	Rv0882	transmembrane protein	tyloxopol:12%; hypoxia_late:11%; butyrate_plus_glucose:10%; butyrate:10%	-0.034	0.999999776068351	2040.38	2088	1655	2175	2233	2078	70.11	72.31
sugA	Rv1236	sugar ABC transporter permease SugA	PBS_RIF_DDmtb:13%; hypoxia_late:12%	-0.0287	0.999998579113614	2058.84	1835	2247	1858	2325	2053	64.43	66.24
PE32	Rv3622c	PE family protein PE32	hypoxia_late:45%; human_sputum:16%; ctl_stationary:11%	-0.042	0.999999961302966	2032.75	2116	1528	2022	2468	2088	12.91	13.57
TB22.2	Rv3036c	hypothetical protein	hypoxia_late:10%	-0.0303	0.999998737067101	2063.44	1893	2150	1942	2299	2046	75.62	77.8
Rv3752c	Rv3752c	cytidine/deoxycytidylate deaminase	hypoxia_late:25%	-0.0313	0.999998638917436	2066.07	1888	2167	2009	2267	2010	131.75	135.58
ppm1	Rv2051c	polyprenol-monophosphomannose synthase	microaerophilic:13%	-0.0293	0.99999762042016	2070.32	1922	2192	1970	2295	1985	261.89	269.31
Rv0616c	Rv0616c	hypothetical protein	ctl_stationary:14%	-0.0319	0.999999133369916	2054.19	1901	2080	1956	2297	2048	113.94	117.31
Rv1356c	Rv1356c	hypothetical protein	hypoxia_late:16%; human_sputum:16%; hypoxia_hypoxic:12%	-0.031	0.999999496357802	2037.2	1871	1928	1990	2341	2072	43.18	44.53
glgB	Rv1326c	1,4-alpha-glucan branching protein	microaerophilic:16%	-0.0268	0.999997422173749	2053.68	1824	2267	1845	2332	2027	125.47	128.82
glpK	Rv3696c	glycerol kinase	hypoxia_late:10%	-0.0294	0.99999792003327	2063.61	2024	2058	1922	2310	2014	96.19	98.98
Rv0954	Rv0954	transmembrane protein	zinc_limitation:13%	-0.0296	0.999998386100845	2057.96	1990	1988	2031	2309	1981	839.61	863.43
qcrA	Rv2195	ubiquinol-cytochrome C reductase rieske iron-sulfur subunit	microaerophilic:12%; INDIGO_exponential:12%	-0.0261	0.999996701496337	2050.63	1836	2274	1828	2339	2004	1206.47	1237.65
Rv0738	Rv0738	hypothetical protein	hypoxia_late:19%; cholesterol:13%	-0.0312	0.999999628930399	2024.88	1912	1734	2145	2319	2039	108.97	112.13
MT1166	MT1166	hypothetical protein	PBS_RIF_DDmtb:35%; hypoxia_late:23%; ctl_stationary:11%	-0.0462	0.999999999998567	1941.19	2262	1105	2264	2087	2137	10.39	10.8
Rv2197c	Rv2197c	transmembrane protein	high_iron:8%	-0.0279	0.999997832122419	2046.06	1796	2211	1888	2329	2030	460.82	473.5
mazE4	Rv1494	antitoxin MazE4	high_iron:8%	-0.0368	0.999999376803455	2068.4	2106	1851	2107	2296	1995	160.66	165.92
sirA	Rv2391	sulfite reductase	nutrient_limitation:10%	-0.0314	0.999997209042447	2077.39	2044	2148	1991	2268	1944	973.26	1001.96
mak	Rv0127	maltokinase	zinc_limitation:8%	-0.0292	0.999997821504517	2049.43	1895	2090	1994	2292	1987	165.94	170.62
lppU	Rv2784c	lipoprotein LppU	acidic_tyloxopol:11%	-0.0332	0.999998294310378	2065.9	1965	2121	1949	2291	2013	166.82	172.15
Rv1683	Rv1683	bifunctional long-chain acyl-CoA synthase/lipase	microaerophilic:17%	-0.0285	0.999996429296002	2055.39	1931	2189	1894	2301	1977	170.08	174.79
echA20	Rv3550	enoyl-CoA hydratase EchA20	human_sputum:36%; hypoxia_fatty_acids:12%; hypoxia_late:12%	-0.0307	0.999998512490201	2047.06	1826	2199	1873	2308	2050	58.72	60.46
Rv2715	Rv2715	hydrolase	zinc_limitation:9%	-0.0303	0.999996077916686	2077.29	2020	2233	1899	2282	1966	388.33	399.61
Rv2517c	Rv2517c	hypothetical protein	hypoxia_fatty_acids:32%	-0.0385	0.999998997892353	2079.48	2164	2005	2045	2238	1952	90.9	94.04
lipN	Rv2970c	lipase/esterase LipN	zinc_limitation:9%	-0.0274	0.999996733548387	2039.35	1813	2272	1818	2316	2006	247.28	253.97
dipZ	Rv2874	integral membrane C-type cytochrome biogenesis protein DipZ	PBS_RIF_DDmtb:58%	-0.0356	0.999998399231388	2073.9	2043	2139	1931	2272	1993	12.42	12.88
Rv1707	Rv1707	transmembrane protein	PBS_RIF_DDmtb:7%	-0.0325	0.999997862562759	2058.42	2087	1967	2048	2234	1962	88.41	91.1
Rvns02	Rvns02	10Sa RNA	ctl_stationary:12%; PBS_RIF_DDmtb:11%	-0.0323	0.999998520179912	2041.21	1906	2014	2040	2271	1984	170.01	175.13
Rv3205c	Rv3205c	hypothetical protein	tyloxopol:7%	-0.0294	0.999996386036529	2048.87	1924	2161	1909	2294	1970	402.82	414.24
MT0835	MT0835	hypothetical protein	low_iron:14%; acidic_tyloxopol:12%	-0.035	0.999999449524973	2032.52	2089	1697	2062	2324	2016	419.04	432.68
lipJ	Rv1900c	lignin peroxidase LipJ	PBS_RIF_DDmtb:7%	-0.0342	0.999997448742467	2073.42	2110	2057	2026	2254	1927	151.77	156.55
Rv1429	Rv1429	hypothetical protein	human_sputum:21%; hypoxia_late:21%; ctl_stationary:12%	-0.0366	0.999998020871902	2072.79	2142	2051	1974	2232	1971	29.89	30.94
phoH2	Rv1095	phosphate starvation-inducible protein PsiH	high_iron:10%	-0.0337	0.999996552937586	2073.56	2132	2084	1996	2240	1923	1277.77	1317.5
mmpL6	Rv1557	transmembrane transport protein MmpL6	hypoxia_late:15%; acidic_tyloxopol:12%	-0.0347	0.999998737213536	2039.12	1973	1980	1976	2263	2011	27.95	28.88
blaC	Rv2068c	beta-lactamase	INDIGO_exponential:8%	-0.0314	0.999997348916136	2046.03	1969	2047	2014	2252	1955	163.83	168.66
Rv1914c	Rv1914c	hypothetical protein	hypoxia_late:12%	-0.0427	0.999998808423978	2100.7	2346	1973	2069	2197	1932	56.7	58.75
Rv1354c	Rv1354c	hypothetical protein	hypoxia_late:15%	-0.0346	0.999997572382227	2060.38	2017	2106	2007	2235	1943	36.54	37.72
ahpE	Rv2238c	peroxiredoxin	INDIGO_exponential:13%; high_iron:12%	-0.0313	0.999995139435077	2059.03	1992	2200	1920	2259	1936	513.42	528.51
Rv0784	Rv0784	hypothetical protein	hypoxia_late:20%	-0.0368	0.999998821856687	2047.7	2011	1952	2097	2212	1972	65.4	67.58
Rv2994	Rv2994	MFS-type transporter	hypoxia_late:8%	-0.0313	0.999997016763786	2038.55	1993	2009	1980	2273	1946	179.83	185.16
menC	Rv0553	muconate cycloisomerase	hypoxia_late:34%	-0.0328	0.999998524074716	2027.12	1879	2037	1933	2280	2018	36.52	37.67
PPE34	Rv1917c	PPE family protein PPE34	hypoxia_late:32%; ctl_stationary:13%; human_sputum:12%	-0.0361	0.999998216204701	2050.8	2091	1962	1985	2249	1974	9.67	10.04
Rv0765c	Rv0765c	oxidoreductase	hypoxia_fatty_acids:19%; microaerophilic:19%; ctl_stationary:12%; hypoxia_late:11%	-0.0355	0.999998709313478	2037.17	1858	2095	2037	2207	1997	34.35	35.46
echA18	Rv3373	enoyl-CoA hydratase	hypoxia_late:16%	-0.0334	0.999998573686179	2026.46	1942	1932	2016	2262	1989	105.53	108.84
cydD	Rv1621c	cytochrome biosyntheisis ABC transporter ATP-binding protein/permease CydD	hypoxia_late:15%	-0.0296	0.999995930609212	2031.82	1902	2151	1847	2285	1990	154.8	159.24
Rv3673c	Rv3673c	membrane-anchored thioredoxin-like protein	zinc_limitation:11%	-0.0327	0.999995572215865	2049.8	1998	2130	1968	2237	1924	325.41	335.28
Rv1847	Rv1847	esterase	low_iron:11%	-0.0369	0.999997834245086	2047.9	2194	1890	2034	2190	1941	124.94	129.07
Rv3559c	Rv3559c	oxidoreductase	human_sputum:28%; hypoxia_late:22%	-0.037	0.999998627642484	2033.02	1989	1944	2088	2184	1965	42.64	44.03
Rv0052	Rv0052	hypothetical protein	high_iron:10%	-0.0378	0.999998963452347	2031.78	2064	1830	1973	2298	2008	57.84	59.96
Rv0316	Rv0316	muconolactone isomerase	hypoxia_late:11%; tyloxopol:10%	-0.0315	0.999996495513493	2030.75	1954	2046	1926	2269	1968	244.31	251.56
Rv1257c	Rv1257c	oxidoreductase	ctl_stationary:8%	-0.0297	0.999995634214382	2026.15	1795	2232	1886	2276	1964	179.16	184.28
fdxD	Rv3503c	ferredoxin FdxD	microaerophilic:21%; hypoxia_fatty_acids:12%	-0.0344	0.999998832486099	2012.14	1977	1868	1853	2336	2045	132.92	137.36
tesB2	Rv2605c	acyl-CoA thioesterase TesB	tyloxopol:9%	-0.0302	0.999995895876682	2024.09	1907	2101	1864	2279	1983	249.94	257.21
ndh	Rv1854c	NADH dehydrogenase	zinc_limitation:12%	-0.0306	0.999997029421331	2012.59	1860	2024	1938	2277	1976	163.24	168.07
Rv2478c	Rv2478c	hypothetical protein	hypoxia_late:28%; hypoxia_rar:12%	-0.0409	0.999999246486529	2036.11	2068	1834	2046	2287	1959	38.87	40.34
echA5	Rv0675	enoyl-CoA hydratase EchA5	PBS_RIF_DDmtb:13%	-0.0365	0.999997869708253	2029.02	1978	1972	1983	2246	1973	110.2	114.01
proW	Rv3757c	glycine betaine/carnitine/choline/L-proline ABC transporter permease ProW	hypoxia_late:11%; high_iron:11%	-0.0381	0.999997938178308	2036.98	2108	1897	2019	2221	1948	161.87	167.62
murA	Rv1315	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	ctl_stationary:8%	-0.032	0.999993900005138	2036.51	2010	2116	1925	2225	1915	187.9	193.57
Rv3630	Rv3630	integral membrane protein	hypoxia_late:12%	-0.0316	0.99999628834484	2015.25	1859	2085	1936	2255	1953	102.9	105.98
ruvA	Rv2593c	Holliday junction ATP-dependent DNA helicase RuvA	zinc_limitation:15%; PBS_RIF_DDmtb:12%; hypoxia_late:11%	-0.0335	0.999995280101022	2028.86	1926	2143	1910	2236	1940	239.25	246.77
Rv1920	Rv1920	membrane protein	acidic_tyloxopol:10%; acidic:10%	-0.0371	0.999999041362424	1990.67	2025	1640	1993	2304	2020	47.3	49.01
ctpH	Rv0425c	metal cation transporting ATPase H	zinc_limitation:11%	-0.0303	0.999993891419287	2018.37	1807	2231	1875	2270	1931	318.07	327.25
Rv2548A	Rv2548A	hypothetical protein	acidic_tyloxopol:8%	-0.0349	0.999997003506716	2017.98	1887	2069	1969	2219	1954	177.85	183.45
vapB21	Rv2758c	antitoxin VapB21	human_sputum:30%	-0.0426	0.999999511355243	2013.23	2103	1682	2082	2227	1994	51.87	53.79
pnp	Rv0535	S-methyl-5'-thioadenosine phosphorylase	hypoxia_late:23%	-0.041	0.999998906218181	2019.71	2170	1713	2024	2258	1956	37.52	38.94
MT2401.2	MT2401.2	hypothetical protein	human_sputum:16%	-0.0392	0.999999293988114	1987.59	1938	1746	2035	2200	2033	67.46	69.79
Rv0571c	Rv0571c	hypothetical protein	ctl_stationary:21%; hypoxia_late:15%	-0.034	0.999996855892899	2001.2	1793	2163	1808	2266	1998	32	33.06
pitA	Rv0545c	low-affinity inorganic phosphate transporter	high_iron:12%	-0.0333	0.999993197503603	2026.04	1988	2127	1916	2220	1889	1339.41	1380.75
mftB	Rv0692	mycofactocin system protein MftB	nutrient_limitation:17%; tyloxopol:14%	-0.0319	0.999992949489794	2020.46	1974	2099	1923	2242	1875	2809.22	2893.6
Rv0991c	Rv0991c	hypothetical protein	ctl_stationary:21%; hypoxia_fatty_acids:20%; microaerophilic:10%	-0.0363	0.999998307854548	1989.55	1936	1832	1934	2253	2005	114.05	117.9
Rv2797c	Rv2797c	hypothetical protein	hypoxia_late:28%	-0.0376	0.999994738844996	2037.39	2100	2083	1884	2195	1933	41.27	42.73
Rv1691	Rv1691	hypothetical protein	hypoxia_late:23%; hypoxia_rar:10%	-0.0345	0.999995580615732	2016.53	1970	2038	1954	2192	1934	138.74	143.13
Rv3720	Rv3720	fatty acid synthase	zinc_limitation:8%	-0.0323	0.999994005523821	2013.16	1878	2145	1872	2248	1937	227.31	234.29
cysO	Rv1335	sulfur carrier protein CysO	tyloxopol:8%	-0.0341	0.999996234413814	2005.66	1999	1943	1862	2257	1978	324.3	334.71
rimP	Rv2842c	ribosome maturation factor RimP	nutrient_limitation:8%	-0.0332	0.999994823411046	2007.53	1857	2136	1849	2250	1961	304.31	313.95
Rv1504c	Rv1504c	conserved hypothetical protein	hypoxia_late:16%	-0.0356	0.999996738767236	2007.75	1899	2067	1895	2204	1982	73.55	75.95
alaS	Rv2555c	alanine--tRNA ligase	microaerophilic:34%	-0.0336	0.999993010951404	2020.32	1986	2112	1915	2214	1884	670.6	691.43
parB	Rv3917c	chromosome partitioning protein ParB	high_iron:9%	-0.0353	0.999994045500227	2020.11	1982	2091	1924	2216	1896	445.11	459.68
blaI	Rv1846c	transcriptional repressor BlaI	cholesterol:14%	-0.0329	0.999993429800999	2007.76	1950	2068	1948	2218	1864	1769.58	1824
pfkA	Rv3010c	6-phosphofructokinase	cholesterol:8%	-0.0339	0.999996815454536	1979.79	1810	1929	2011	2231	1930	191.97	198.04
Rv1159A	Rv1159A	pterin-4-alpha-carbinolamine dehydratase	cholesterol:13%; acidic:10%	-0.0386	0.999998693104765	1982.41	2008	1668	2065	2247	1947	246.47	255.06
purT	Rv0389	phosphoribosylglycinamide formyltransferase PurT	hypoxia_late:20%; ctl_stationary:11%	-0.0342	0.99999713453543	1974.36	1797	1915	1961	2243	1969	78.62	81.15
Rv2181	Rv2181	alpha-(1-2)-phosphatidylinositol mannoside mannosyltransferase	PBS_RIF_DDmtb:8%	-0.0324	0.999992681661352	2004.73	1880	2144	1878	2226	1909	203.44	209.65
Rv2951c	Rv2951c	phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase	INDIGO_exponential:10%	-0.0354	0.999995123850115	1994.71	1927	1978	2006	2210	1861	416.57	430.08
echA2	Rv0456c	enoyl-CoA hydratase EchA2	hypoxia_late:19%; ctl_stationary:10%	-0.0408	0.999999070103509	1977.53	2031	1624	2052	2251	1957	33.07	34.32
lpqB	Rv3244c	lipoprotein LpqB	microaerophilic:13%; PBS_RIF_DDmtb:11%	-0.0361	0.999994217778024	2010.8	2004	2026	1946	2202	1883	270	278.94
ndhA	Rv0392c	NADH dehydrogenase NdhA	hypoxia_late:13%	-0.035	0.999993677488863	2005.24	1935	2124	1841	2198	1939	53.14	54.86
Rv0600c	Rv0600c	two component sensor kinase HK1	hypoxia_late:59%; ctl_stationary:10%	-0.0422	0.999999369810656	1960.03	1919	1648	1929	2327	2007	24.67	25.72
lpqO	Rv0604	lipoprotein LpqO	hypoxia_late:26%	-0.0399	0.999995172312861	2023.1	2195	1933	1967	2134	1895	71.53	74.11
rseA	Rv1222	anti-sigma E factor RseA	hypoxia_fatty_acids:11%; PBS_RIF_DDmtb:10%	-0.0368	0.999992286322152	2020.19	2097	2042	1906	2196	1869	480.15	496.43
fadE18	Rv1933c	acyl-CoA dehydrogenase FadE18	hypoxia_late:12%	-0.0334	0.99999463480384	1967.92	1805	1974	1943	2230	1900	284.29	293.12
Rv0945	Rv0945	oxidoreductase	hypoxia_late:14%	-0.0354	0.999993446538718	1989.64	1881	2075	1887	2185	1929	136.88	141.33
Rv2306A	Rv2306A	conserved membrane protein	hypoxia_late:19%	-0.0366	0.999996928397197	1952.12	1702	2074	1716	2281	2019	39.99	41.42
rfe	Rv1302	decaprenyl-phosphate N-acetylglucosaminephosphotransferase	PBS_RIF_DDmtb:12%	-0.0381	0.999994881870415	1989.94	1945	1976	1932	2191	1912	114.47	118.53
Rv0258c	Rv0258c	hypothetical protein	cholesterol:10%	-0.0433	0.999998224799375	1990.69	2158	1699	1911	2261	1949	44.22	46.03
nadE	Rv2438c	glutamine-dependent NAD(+) synthetase	hypoxia_late:8%	-0.0328	0.999992211002735	1965.61	1755	2102	1830	2241	1920	168.66	173.92
Rv2568c	Rv2568c	hypothetical protein	hypoxia_late:10%	-0.0384	0.999995089113366	1985	1921	1999	1940	2156	1914	62.29	64.45
lpqM	Rv0419	lipoprotein peptidase LpqM	zinc_limitation:8%	-0.0315	0.999989722476463	1968.49	1756	2203	1774	2245	1892	288.68	297.28
Rv1358	Rv1358	transcriptional regulator	hypoxia_late:29%; ctl_stationary:13%; human_sputum:12%; PBS_RIF_DDmtb:10%	-0.0393	0.999994938254198	1986.2	1934	2055	1988	2069	1888	9.87	10.25
Rv0177	Rv0177	Mce associated protein	INDIGO_exponential:10%	-0.0373	0.999992300650559	1994.3	1953	2066	1921	2186	1854	760.15	785.96
Rv1824	Rv1824	hypothetical protein	INDIGO_exponential:9%	-0.0395	0.999997505949293	1953.88	1896	1763	1964	2199	1960	107.66	111.52
pepD	Rv0983	serine protease PepD	microaerophilic:20%; hypoxia_fatty_acids:12%	-0.0339	0.999989178757203	1984.1	1864	2165	1840	2208	1860	576.45	594.57
mku	Rv0937c	non-homologous end joining protein Ku	INDIGO_exponential:10%	-0.0412	0.999996747318521	1983.85	2028	1813	2010	2194	1885	131.53	136.4
fadD14	Rv1058	fatty-acid--CoA ligase FadD14	nutrient_limitation:18%; PBS_RIF_DDmtb:17%; hypoxia_late:12%	-0.0399	0.999997586314327	1950.78	1929	1701	1981	2215	1945	35.29	36.63
MT3269	MT3269	hypothetical protein	hypoxia_late:19%; ctl_stationary:16%; human_sputum:10%	-0.0496	0.999999810584264	1941.08	2047	1403	2039	2286	1991	12.92	13.55
lipB	Rv2217	octanoyltransferase	tyloxopol:8%	-0.0334	0.99999057719951	1956.09	1783	2078	1815	2211	1910	262.32	270.48
Rv2459	Rv2459	MFS-type transporter	acidic_tyloxopol:8%	-0.0323	0.999989369481115	1950.28	1736	2149	1750	2224	1918	130.2	134.18
Rv2422	Rv2422	hypothetical protein	hypoxia_late:27%	-0.0512	0.999999879440471	1920.38	2081	1284	2257	2150	1917	12.29	12.78
Rv0047c	Rv0047c	hypothetical protein	hypoxia_hypoxic:15%; hypoxia_fatty_acids:11%	-0.0373	0.99999305732822	1972.71	1875	2056	1805	2205	1935	163.13	168.79
folC	Rv2447c	folylpolyglutamate synthase FolC	hypoxia_late:10%	-0.0387	0.999992645024266	1988.47	2066	1938	1951	2157	1838	215.31	222.86
Rv0999	Rv0999	hypothetical protein	high_iron:8%	-0.0378	0.999988209856168	1999.25	2054	2097	1839	2162	1855	172.91	178.82
Rv1139c	Rv1139c	hypothetical protein	PBS_RIF_DDmtb:15%; acidic:15%	-0.0427	0.999996120154719	1983.67	2078	1859	1959	2109	1919	68.83	71.43
Rv1978	Rv1978	hypothetical protein	hypoxia_late:12%	-0.0405	0.999999284475048	1900.6	1787	1422	2112	2284	1958	52.48	54.39
Rv0076c	Rv0076c	membrane protein	acidic_tyloxopol:12%	-0.0415	0.999994825021756	1982.65	1979	1969	1868	2178	1926	125.52	130.32
mce4D	Rv3496c	Mce family protein Mce4D	butyrate_plus_glucose:9%	-0.0354	0.999990025906473	1964.04	1905	2025	1827	2182	1891	161.16	166.5
Rv1685c	Rv1685c	hypothetical protein	hypoxia_late:10%	-0.0369	0.999994203458549	1946.78	1694	2096	1768	2239	1963	59.89	61.93
proC	Rv0500	pyrroline-5-carboxylate reductase	hypoxia_late:10%	-0.0339	0.999990058394948	1948.06	1712	2147	1772	2206	1928	137.98	142.33
