GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_ATC_RIF	Rv0827c_ATC_noDrug
Rv3096	Rv3096	hypothetical protein	tyloxopol:11%	0.0181	0.999999965295685	2321.11	2456	2384	2489	1789	2532	193.29	188.81
Rv3238c	Rv3238c	integral membrane protein	cholesterol:12%	0.0182	0.999999973737697	2313.82	2410	2515	2408	1779	2502	119.03	116.24
Rv0498	Rv0498	hypothetical protein	hypoxia_late:12%	0.0175	0.999999988269638	2284.67	2487	2234	2485	1762	2503	133.29	130.3
Rv3725	Rv3725	oxidoreductase	tyloxopol:9%	0.0138	0.999999815658621	2364.77	2384	2554	2460	1858	2609	372.97	365.7
cya	Rv1625c	adenylyl cyclase	microaerophilic:9%	0.0133	0.999999725776811	2404.49	2444	2667	2442	1880	2634	193.04	189.29
mazF5	Rv1942c	toxin MazF5	hypoxia_fatty_acids:13%; ctl_stationary:12%	0.022	0.999999999986734	2270.76	2422	2451	2369	1725	2434	145.47	141.62
Rv0068	Rv0068	oxidoreductase	PBS_RIF_DDmtb:13%; hypoxia_late:12%; hypoxia_fatty_acids:10%	0.0212	0.999999999997072	2252.93	2320	2274	2568	1730	2421	29.23	28.43
cysW	Rv2398c	sulfate ABC transporter permease CysW	nutrient_limitation:23%; PBS_RIF_DDmtb:21%	0.0259	0.999999997507525	2310.13	2557	2642	2435	1651	2340	55.59	53.92
esxK	Rv1197	ESAT-6 like protein EsxK	hypoxia_hypoxic:11%; hypoxia_rar:11%	0.0133	0.999999762624679	2389.17	2402	2532	2517	1886	2649	1915.14	1877.59
esxP	Rv2347c	ESAT-6 like protein EsxP	hypoxia_hypoxic:11%; hypoxia_rar:11%	0.0125	0.999999722196356	2404.18	2413	2543	2531	1907	2666	1900.08	1863.83
valS	Rv2448c	valine--tRNA ligase	zinc_limitation:9%	0.0151	0.999999821411197	2385.02	2407	2661	2444	1845	2616	177.19	173.47
ffh	Rv2916c	signal recognition particle protein	zinc_limitation:9%	0.0165	0.999999936080194	2334.45	2535	2354	2461	1807	2560	195.83	191.57
Rv0959	Rv0959	hypothetical protein	hypoxia_late:15%	0.0203	0.999999999959193	2266.19	2249	2633	2320	1709	2478	95.51	93.15
cydC	Rv1620c	cytochrome biosyntheisis ABC transporter ATP-binding protein/permease CydC	hypoxia_late:25%	0.0165	0.999999991851404	2280.05	2416	2193	2582	1766	2493	173.27	169.61
nucS	Rv1321	endonuclease NucS	PBS_RIF_DDmtb:9%	0.0165	0.999999948226445	2327.64	2513	2441	2403	1782	2546	189.32	185.2
ephA	Rv3617	epoxide hydrolase EphA	hypoxia_late:14%	0.0231	0.999999996249129	2303.52	2458	2704	2367	1656	2406	62.3	60.62
trcS	Rv1032c	two component sensor histidine kinase TrcS	hypoxia_late:13%	0.0266	0.999999997740866	2322.41	2576	2617	2494	1620	2387	32.01	30.97
gatB	Rv3009c	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	zinc_limitation:9%	0.0148	0.999999810948494	2394.35	2503	2566	2462	1862	2622	218.09	213.53
MT0472.1	MT0472.1	hypothetical protein	ctl_stationary:15%; hypoxia_late:14%	0.0268	0.999999999586036	2307.77	2537	2523	2579	1659	2312	23.5	22.69
esxN	Rv1793	ESAT-6 like protein EsxN	acidic:9%	0.0142	0.999999824845098	2384.57	2480	2531	2479	1864	2610	1639.25	1606.68
MT3953	MT3953	hypothetical protein	acidic_tyloxopol:14%	0.0134	0.999999991280269	2269.24	2358	2099	2622	1804	2513	163.7	160.5
tagA	Rv1210	DNA-3-methyladenine glycosylase I TagA	zinc_limitation:14%	0.0215	0.99999999840133	2291.47	2383	2647	2395	1681	2415	205.97	200.89
mrr	Rv2528c	restriction system protein	hypoxia_late:16%; ctl_stationary:12%	0.0289	0.999999998897643	2339.78	2737	2724	2383	1597	2359	42.96	41.51
Rv1584c	Rv1584c	phage protein	ctl_stationary:10%; nutrient_limitation:10%	0.0195	0.999999999991558	2263.87	2336	2507	2418	1686	2427	145.34	142.06
Rv1972	Rv1972	Mce associated membrane protein	hypoxia_late:39%; ctl_stationary:12%	0.007	0.99999999999963	2120.83	2104	1498	2793	1837	2498	11.45	11.22
mce4D	Rv3496c	Mce family protein Mce4D	butyrate_plus_glucose:9%	0.0174	0.999999940655923	2358.23	2401	2727	2397	1780	2544	249.29	243.75
MT1082	MT1082	hypothetical protein	hypoxia_late:26%	0.0218	0.999999999991835	2277.41	2365	2466	2432	1744	2425	51.65	50.25
Rv0760c	Rv0760c	hypothetical protein	tyloxopol:10%	0.0158	0.999999894320541	2372.81	2445	2547	2486	1843	2586	447.02	437.34
pks4	Rv1181	polyketide beta-ketoacyl synthase	acidic:18%; acidic_tyloxopol:15%; butyrate_plus_glucose:11%	0.0207	0.999999995606102	2303.51	2438	2588	2385	1695	2472	282.54	275.58
malQ	Rv1781c	4-alpha-glucanotransferase	hypoxia_late:14%	0.0185	0.999999976065339	2343.21	2478	2600	2415	1770	2505	66.85	65.26
PE6	Rv0335c	PE family protein PE6	hypoxia_late:25%	0.015	0.999999987613257	2292.54	2452	2272	2509	1769	2507	98.43	96.44
garA	Rv1827	glycogen accumulation regulator GarA	acidic:9%	0.0156	0.999999923672762	2355.34	2581	2374	2482	1812	2575	1697.98	1662.52
PPE26	Rv1789	PPE family protein PPE26	acidic:10%	0.0217	0.999999995778455	2315.78	2605	2583	2374	1674	2412	327.74	319.58
pyrB	Rv1380	aspartate carbamoyltransferase	hypoxia_late:18%; zinc_limitation:10%	0.0161	0.999999947044012	2345.26	2363	2609	2428	1835	2534	69.28	67.72
Rv0724A	Rv0724A	conserved hypothetical protein	PBS_RIF_DDmtb:9%	0.021	0.999999999984094	2281.59	2308	2585	2391	1734	2441	140.49	136.86
Rv2409c	Rv2409c	hypothetical protein	hypoxia_late:9%	0.0139	0.999999799980525	2414.65	2453	2748	2439	1875	2607	167.75	164.35
bkdA	Rv2497c	branched-chain keto acid dehydrogenase E1 component subunit alpha	microaerophilic:30%	0.0099	0.999999493023766	2447.7	2528	2517	2545	1955	2731	316.27	310.76
glpQ1	Rv3842c	glycerophosphoryl diester phosphodiesterase	cholesterol:18%; butyrate:16%	0.018	0.99999994037731	2385.63	2497	2742	2411	1776	2564	1160.25	1133.55
lpqM	Rv0419	lipoprotein peptidase LpqM	zinc_limitation:8%	0.0142	0.999999823368139	2410.63	2546	2612	2475	1854	2613	296.92	290.96
nth	Rv3674c	endonuclease III	zinc_limitation:10%	0.0212	0.999999999968666	2290.99	2412	2592	2325	1724	2456	173.63	169.22
lipW	Rv0217c	esterase LipW	hypoxia_late:24%	0.0133	0.999999937438654	2338.13	2436	2358	2515	1861	2557	61.18	59.94
PE17	Rv1646	PE family protein PE17	PBS_RIF_DDmtb:11%; butyrate:11%	0.018	0.999999983067739	2342.55	2490	2476	2524	1775	2497	261.67	255.82
atsD	Rv0663	arylsulfatase AtsD	hypoxia_rar:7%	0.0137	0.999999811563766	2412.5	2479	2580	2526	1882	2638	141.97	139.08
scoB	Rv2503c	succinyl-CoA:3-ketoacid-CoA transferase subunit B	butyrate:24%; butyrate_plus_glucose:15%; low_iron:13%	0.0199	0.999999999988179	2278.86	2567	2338	2410	1700	2435	124.76	121.84
Rv0359	Rv0359	zinc metalloprotease	hypoxia_late:18%	0.0174	0.999999989777396	2319.35	2393	2597	2405	1758	2495	70.02	68.43
egtC	Rv3702c	amidohydrolase EgtC	low_iron:10%	0.022	0.999999998594652	2310.58	2501	2621	2378	1694	2422	102.27	99.59
Rv0785	Rv0785	KsdD-like steroid dehydrogenase	hypoxia_late:15%	0.0207	0.999999999138569	2299.16	2382	2420	2518	1759	2463	79.92	77.83
nadD	Rv2421c	nicotinate-nucleotide adenylyltransferase	hypoxia_late:10%	0.018	0.99999999576422	2301.67	2409	2579	2354	1736	2483	87.64	85.64
nrdE	Rv3051c	ribonucleoside-diphosphate reductase subunit alpha	low_iron:8%	0.0194	0.99999998704084	2349.9	2411	2734	2412	1747	2508	826.74	807
moeA2	Rv0438c	molybdopterin molybdenumtransferase	hypoxia_late:12%	0.0142	0.999999880893424	2399.75	2392	2747	2478	1851	2582	92.29	90.4
rphA	Rv1340	ribonuclease PH	hypoxia_rar:8%	0.0104	0.999999831394579	2384.41	2466	2364	2596	1900	2635	308.31	303.13
F6	Rvnc0003	putative small regulatory RNA	low_iron:21%	0.0181	0.999999999989757	2274.74	2580	2240	2465	1701	2446	335.41	327.98
mapA	Rv0734	methionine aminopeptidase	butyrate_plus_glucose:10%; tyloxopol:10%	0.0094	0.999999520067713	2450.23	2469	2596	2554	1950	2721	544.23	535.17
Rv2261c	Rv2261c	conserved hypothetical protein	hypoxia_late:15%; human_sputum:12%	0.0224	0.999999999997463	2295.24	2516	2436	2506	1670	2411	61.87	60.28
cas6	Rv2824c	CRISPR-associated endoribonuclease Cas6	hypoxia_late:17%; PBS_RIF_DDmtb:11%	0.018	0.99999999556136	2308.34	2594	2237	2502	1796	2460	36.02	35.12
topA	Rv3646c	DNA topoisomerase I	high_iron:10%	0.0146	0.999999800705562	2431.96	2583	2719	2440	1852	2619	205.61	201.43
Rv1546	Rv1546	hypothetical protein	hypoxia_late:11%	0.0155	0.99999995419036	2358.74	2432	2601	2477	1797	2536	209.4	205.07
Rv0295c	Rv0295c	hypothetical protein	tyloxopol:10%	0.0117	0.999999957394254	2323.13	2381	2245	2637	1842	2555	183.2	180.07
vapC37	Rv2103c	ribonuclease VapC37	INDIGO_exponential:11%	0.0153	0.999999967603636	2344.95	2405	2591	2483	1786	2509	201.29	197.29
otsA	Rv3490	trehalose-phosphate synthase	INDIGO_exponential:10%	0.0168	0.999999926850284	2408.39	2660	2599	2464	1806	2569	344.55	336.91
Rv3717	Rv3717	hypothetical protein	tyloxopol:16%	0.0061	0.999999527915139	2427.53	2350	2323	2685	2049	2766	293.71	289.4
Rv1149	Rv1149	transposase	ctl_stationary:14%	0.0093	0.999999701313697	2425.35	2493	2393	2610	1967	2699	351.84	345.81
Rv1638A	Rv1638A	hypothetical protein	acidic_tyloxopol:24%; butyrate:15%; butyrate_plus_glucose:11%	0.0189	0.999999994665197	2323.71	2500	2440	2501	1753	2475	242.38	236.79
Rv1042c	Rv1042c	IS2-like transposase	ctl_stationary:14%	0.0093	0.999999694235871	2427.56	2504	2396	2604	1962	2708	351.26	345.22
PPE44	Rv2770c	PPE family protein PPE44	hypoxia_late:9%	0.014	0.999999954780044	2355.73	2267	2544	2598	1839	2578	83.35	81.63
dprE1	Rv3790	decaprenylphosphoryl-beta-D-ribose oxidase	hypoxia_late:10%	0.025	0.999999997021052	2368.77	2734	2789	2396	1640	2382	79.66	77.36
ackA	Rv0409	acetate kinase	zinc_limitation:8%	0.0163	0.999999906976357	2412.55	2498	2749	2470	1822	2580	173.14	169.32
nuoF	Rv3150	NADH-quinone oxidoreductase subunit F	high_iron:13%; butyrate_plus_glucose:11%; tyloxopol:10%; ctl_exponential:10%	0.0141	0.999999800428578	2440.92	2681	2605	2481	1865	2623	559.7	548.51
galE3	Rv0536	UDP-glucose 4-epimerase GalE	hypoxia_late:21%	0.0207	0.99999999952114	2305.94	2509	2478	2491	1684	2429	62.12	60.6
Rv0634c	Rv0634c	glyoxalase II	tyloxopol:9%	0.0101	0.999999669874555	2448.38	2550	2447	2600	1981	2698	244.82	240.45
Rv0303	Rv0303	dehydrogenase/reductase	hypoxia_fatty_acids:20%; nutrient_limitation:13%; PBS_RIF_DDmtb:12%	0.0181	0.999999994546491	2330.59	2446	2603	2449	1737	2474	72.14	70.51
Rv2553c	Rv2553c	membrane protein	microaerophilic:37%	0.0129	0.999999648418931	2479.59	2596	2794	2497	1892	2673	330.22	323.82
csm6	Rv2818c	CRISPR-associated protein Csm6	hypoxia_late:13%	0.0172	0.999999999729608	2284.64	2244	2417	2615	1733	2469	44.54	43.52
Rv2054	Rv2054	hypothetical protein	human_sputum:10%	0.0178	0.99999998194961	2370.14	2510	2701	2448	1760	2492	289.32	282.93
rtcB	Rv2631	RNA-splicing ligase RtcB	microaerophilic:24%	0.0119	0.999999807235454	2426.23	2486	2589	2549	1915	2631	117.97	115.76
cysG	Rv2847c	multifunctional uroporphyrin-III C-methyltransferase/precorrin-2 oxidase/ferrochelatase	hypoxia_late:10%	0.0096	0.999999582631723	2469.45	2484	2710	2532	1965	2696	96.24	94.56
purD	Rv0772	phosphoribosylamine--glycine ligase	hypoxia_late:14%	0.0105	0.999999763920208	2431.9	2483	2512	2578	1973	2645	77.97	76.52
Rv0238	Rv0238	transcriptional regulator	human_sputum:9%	0.0113	0.999999767419637	2436.62	2588	2550	2519	1928	2636	153.11	150.25
Rv3827c	Rv3827c	transposase	zinc_limitation:25%	0.012	0.999999758130111	2443.5	2654	2519	2535	1893	2662	396.4	389.05
Rv1824	Rv1824	hypothetical protein	INDIGO_exponential:9%	0.0187	0.999999999999187	2284.5	2538	2343	2584	1677	2344	142.93	140.02
lipD	Rv1923	lipase LipD	human_sputum:9%	0.014	0.999999893844084	2415.86	2514	2630	2534	1857	2591	153.91	150.84
Rv0461	Rv0461	transmembrane protein	human_sputum:10%	0.0086	0.999999444858927	2478.02	2475	2678	2550	1999	2724	315.67	310.47
Rv1421	Rv1421	hypothetical protein	zinc_limitation:7%	0.019	0.999999991939539	2365.57	2459	2777	2417	1742	2500	170	165.98
Rv1425	Rv1425	diacyglycerol O-acyltransferase	butyrate:10%	0.0166	0.99999996004591	2397.94	2521	2773	2455	1784	2519	125.72	123.02
mqo	Rv2852c	malate:quinone oxidoreductase	microaerophilic:18%	0.014	0.999999857154679	2432.4	2549	2657	2520	1866	2618	178.51	174.9
greA	Rv1080c	transcription elongation factor GreA	INDIGO_exponential:10%	0.0166	0.999999967363889	2386.04	2404	2746	2513	1793	2533	642.68	628.77
mazF6	Rv1991c	mRNA interferase MazF6	PBS_RIF_DDmtb:26%	0.0134	0.999999991451796	2313.64	2533	2204	2593	1799	2489	76.37	74.9
Rv3683	Rv3683	hypothetical protein	PBS_RIF_DDmtb:8%	0.0159	0.999999953887237	2398.52	2655	2584	2476	1794	2540	149.7	146.54
aceE	Rv2241	pyruvate dehydrogenase E1 component	high_iron:10%	0.0125	0.999999607721039	2496.22	2547	2874	2512	1903	2703	344.65	338.03
Rv1111c	Rv1111c	hypothetical protein	tyloxopol:11%	0.0106	0.99999976105956	2442.4	2646	2450	2570	1926	2661	187.98	184.68
ribH	Rv1416	6,7-dimethyl-8-ribityllumazine synthase	INDIGO_exponential:9%	0.0128	0.999999786666858	2453.47	2652	2663	2503	1883	2615	307.4	301.57
vapC33	Rv1242	ribonuclease VapC33	tyloxopol:10%	0.016	0.999999987432822	2348.22	2448	2416	2597	1820	2504	89.92	87.92
Rv3216	Rv3216	acetyltransferase	INDIGO_exponential:8%	0.0135	0.999999907997423	2410.68	2586	2627	2469	1856	2562	145.19	142.33
Rv1714	Rv1714	oxidoreductase	hypoxia_late:28%; PBS_RIF_DDmtb:10%	0.011	0.999999964104252	2345.94	2334	2355	2624	1902	2550	45.84	44.94
MT0407	MT0407	hypothetical protein	hypoxia_late:34%	0.0135	0.999999970340257	2359.37	2534	2458	2490	1809	2552	61.75	60.47
acyP	Rv2922A	acylphosphatase	hypoxia_late:15%	0.0151	0.999999976381299	2369.5	2351	2690	2521	1817	2520	127.18	124.49
Rv1269c	Rv1269c	hypothetical protein	acidic_tyloxopol:14%; human_sputum:11%; butyrate:10%	0.0199	0.999999999988975	2315.6	2653	2490	2368	1704	2426	105.37	102.86
Rv1496	Rv1496	transport system kinase	hypoxia_late:13%	0.0077	0.999999575012594	2474.81	2544	2635	2543	1982	2706	93.45	91.96
folP1	Rv3608c	dihydropteroate synthase	microaerophilic:58%	0.0149	0.999999880667875	2446.75	2642	2689	2505	1853	2598	185.5	181.59
MT2626	MT2626	hypothetical protein	PBS_RIF_DDmtb:14%	0.0094	0.99999986859361	2408.77	2461	2540	2542	1924	2612	80.96	79.54
nuoD	Rv3148	NADH-quinone oxidoreductase subunit D	high_iron:14%; tyloxopol:12%; INDIGO_exponential:10%; butyrate_plus_glucose:10%	0.0119	0.999999679756423	2491.33	2522	2849	2540	1912	2688	428.08	420.09
gpgP	Rv2419c	glucosyl-3-phosphoglycerate phosphatase	zinc_limitation:9%	0.0199	0.999999997704591	2351.09	2700	2527	2431	1712	2453	211.61	206.62
serC	Rv0884c	phosphoserine aminotransferase	zinc_limitation:11%	0.0076	0.999999484189872	2487.36	2598	2530	2599	2002	2743	197.91	194.84
Rv1910c	Rv1910c	hypothetical protein	acidic_tyloxopol:11%; hypoxia_late:10%	0.0118	0.999999949732585	2377.25	2395	2484	2574	1905	2563	65.46	64.13
katG	Rv1908c	catalase-peroxidase	zinc_limitation:35%	0.0103	0.999999628479343	2492.55	2707	2610	2548	1938	2705	931.04	914.8
Rv2884	Rv2884	transcriptional regulator	hypoxia_late:14%; PBS_RIF_DDmtb:13%	0.0099	0.99999988919093	2409.76	2545	2345	2634	1922	2643	107.46	105.53
vapB24	Rv0239	antitoxin VapB24	INDIGO_exponential:9%	0.0155	0.999999994095042	2335.63	2570	2369	2581	1755	2458	555.73	545.03
Rv0431	Rv0431	tuberculin-like peptide	tyloxopol:14%; high_iron:12%	0.0109	0.999999831182665	2438.72	2579	2520	2595	1919	2620	326.26	320.65
cydD	Rv1621c	cytochrome biosyntheisis ABC transporter ATP-binding protein/permease CydD	hypoxia_late:15%	0.0105	0.999999945495416	2374.39	2494	2290	2666	1874	2593	236.64	232.66
rip	Rv2869c	zinc metalloprotease	zinc_limitation:8%	0.0067	0.999999162512037	2509.02	2571	2622	2585	2025	2777	288.69	284.4
rnhB	Rv2902c	ribonuclease HII	high_iron:9%	0.0122	0.99999974598117	2481.51	2712	2682	2523	1889	2654	707.47	694.35
gmdA	Rv1511	GDP-D-mannose dehydratase GmdA	INDIGO_exponential:8%	0.0097	0.999999661481629	2486.74	2555	2665	2601	1954	2700	211.99	208.4
fadD13	Rv3089	long chain-fatty-acid--CoA ligase FadD13	hypoxia_late:11%; nutrient_limitation:10%	0.0153	0.999999966935446	2398.56	2618	2448	2592	1827	2558	69.35	67.85
MT2138.2	MT2138.2	hypothetical protein	hypoxia_late:19%; PBS_RIF_DDmtb:11%; ctl_stationary:10%	0.0192	0.999999999996521	2319.13	2628	2342	2552	1702	2436	40.26	39.28
Rv1341	Rv1341	non-canonical purine NTP pyrophosphatase	low_iron:15%	0.0129	0.99999986913819	2442.23	2661	2578	2530	1891	2596	146.5	143.61
Rv2696c	Rv2696c	hypothetical protein	PBS_RIF_DDmtb:8%	0.0084	0.99999956884099	2491.27	2715	2469	2603	1970	2742	408.21	401.64
nrdI	Rv3052c	NrdI protein	low_iron:10%	0.0113	0.999999699527469	2491.76	2695	2632	2559	1934	2684	1063.9	1044.51
Rv0078A	Rv0078A	hypothetical protein	hypoxia_fatty_acids:8%	0.0171	0.99999994425801	2438.88	2671	2753	2466	1818	2548	186.81	182.5
mmpS4	Rv0451c	membrane protein MmpS4	ctl_exponential:11%; tyloxopol:11%	0.0193	0.999999999995862	2321.47	2362	2636	2536	1705	2432	101.36	98.95
Rv2326c	Rv2326c	ABC transporter ATP-binding protein	microaerophilic:9%	0.0076	0.999999106489569	2533.58	2597	2737	2572	2021	2780	329.73	324.58
Rv2843	Rv2843	hypothetical protein	hypoxia_late:15%	0.0088	0.999999915449115	2381.97	2499	2157	2700	1953	2646	128.49	126.34
metZ	Rv0391	O-succinylhomoserine sulfhydrylase	hypoxia_late:9%	0.0091	0.999999442052846	2510.69	2622	2662	2569	1995	2744	184.87	181.73
glcB	Rv1837c	malate synthase	high_iron:9%	0.0063	0.999998356708468	2568.43	2518	2894	2567	2062	2846	600.93	591.99
Rv2618	Rv2618	hypothetical protein	low_iron:17%; hypoxia_late:12%	0.0118	0.999999905696839	2416.5	2488	2598	2551	1894	2592	76.44	74.96
echA7	Rv0971c	enoyl-CoA hydratase EchA7	microaerophilic:40%; hypoxia_late:12%	0.0168	0.999999998004703	2331.72	2551	2431	2529	1743	2459	50.64	49.55
omt	Rv1153c	O-methyltransferase	PBS_RIF_DDmtb:8%	0.0176	0.999999987557048	2404.7	2697	2568	2507	1808	2499	63.79	62.22
fhaB	Rv0019c	FHA domain-containing protein FhaB	microaerophilic:22%	0.0164	0.999999958284983	2426.36	2673	2699	2498	1801	2522	350.62	343.19
cyp136	Rv3059	cytochrome P450 Cyp136	hypoxia_late:9%	0.0139	0.999999950106721	2414.62	2425	2741	2573	1833	2556	83.48	81.81
fxsA	Rv2053c	transmembrane protein FxsA	hypoxia_fatty_acids:18%	0.0133	0.999999928267271	2421.9	2563	2623	2558	1849	2565	287.93	282.52
ctpE	Rv0908	metal cation transporter ATPase E	hypoxia_late:12%	0.0114	0.999999612913368	2518.54	2589	2906	2528	1931	2695	105.14	103.19
vapB43	Rv2871	antitoxin VapB43	ctl_stationary:25%	0.0059	0.99999995637402	2323.96	2288	2097	2722	1951	2608	122.23	120.5
Rv1513	Rv1513	hypothetical protein	hypoxia_late:11%	0.0096	0.999999657013262	2494.88	2564	2743	2564	1960	2686	153.44	150.78
mmpL3	Rv0206c	transmembrane transport protein MmpL3	high_iron:8%	0.0101	0.999999556662488	2519.66	2592	2828	2566	1944	2719	570.71	560.76
Rv0559c	Rv0559c	hypothetical protein	hypoxia_fatty_acids:37%	0.0112	0.999999939114702	2408.61	2613	2408	2632	1868	2568	387.83	381.26
Rv0654	Rv0654	carotenoid cleavage oxygenase	hypoxia_fatty_acids:50%	0.0164	0.999999973286264	2416.29	2536	2694	2539	1836	2528	52.92	51.68
hsaD	Rv3569c	4,5:9,10-diseco-3-hydroxy-5,9, 17-trioxoandrosta-1(10),2-diene-4-oate hydrolase	hypoxia_fatty_acids:25%; nutrient_limitation:11%	0.0105	0.999999801244249	2470.77	2560	2738	2553	1910	2640	104.28	102.46
mftC	Rv0693	mycofactocin radical SAM maturase MftC	nutrient_limitation:21%; tyloxopol:12%	0.0098	0.999999508240489	2533.87	2758	2745	2546	1949	2722	1506.35	1480.66
nudC	Rv3199c	NADH pyrophosphatase	hypoxia_late:9%	0.0072	0.999999554688719	2497.38	2507	2653	2633	2005	2725	231.4	227.98
rraA	Rv3853	RNase E regulator RraA	nutrient_limitation:14%	0.0071	0.999999588287357	2492.08	2573	2572	2636	1997	2718	458.89	452.19
Rv2004c	Rv2004c	hypothetical protein	hypoxia_hypoxic:20%; cholesterol:19%; microaerophilic:14%	0.0097	0.999999648209939	2506.65	2634	2708	2561	1994	2674	72.5	71.19
proW	Rv3757c	glycine betaine/carnitine/choline/L-proline ABC transporter permease ProW	hypoxia_late:11%; high_iron:11%	0.0106	0.99999992247732	2416.62	2517	2453	2653	1901	2600	98.83	97.08
vapC27	Rv0598c	ribonuclease VapC27	tyloxopol:10%	0.0124	0.999999970970386	2394.71	2356	2669	2626	1834	2541	118.2	116.05
Rv1578c	Rv1578c	phage protein	hypoxia_late:17%; hypoxia_fatty_acids:12%; microaerophilic:10%	0.013	0.99999998272319	2384.86	2524	2502	2556	1855	2529	46	45.04
MT0598	MT0598	hypothetical protein	hypoxia_hypoxic:23%; ctl_stationary:12%	0.0219	0.999999999990462	2376.41	2691	2625	2429	1754	2447	87.2	84.7
rmlD	Rv3266c	dTDP-4-dehydrorhamnose reductase	hypoxia_late:9%	0.0099	0.999999782066673	2481.21	2603	2551	2646	1968	2676	162.54	159.67
proZ	Rv3756c	glycine betaine/carnitine/choline/L-proline ABC transporter permease ProZ	high_iron:12%	0.0163	0.999999961688712	2437.61	2617	2714	2527	1832	2554	127.94	125.01
fhaA	Rv0020c	FHA domain-containing protein FhaA	human_sputum:8%	0.008	0.999999104655548	2569.26	2645	2860	2583	2014	2791	623.72	613.74
Rv2517c	Rv2517c	hypothetical protein	hypoxia_fatty_acids:32%	0.0148	0.999999999994236	2302.94	2650	2129	2613	1713	2482	80.35	78.78
oppC	Rv1282c	oligopeptide ABC transporter permease OppC	hypoxia_late:8%	0.0201	0.999999999992029	2358.01	2508	2670	2522	1708	2450	88.98	86.77
Rv0122	Rv0122	hypothetical protein	hypoxia_late:17%; hypoxia_hypoxic:15%	0.0165	0.999999996590886	2368.92	2502	2456	2590	1867	2468	43.19	42.09
cas1	Rv2817c	CRISPR-associated endonuclease Cas1	tyloxopol:22%; ctl_exponential:14%; INDIGO_exponential:14%	0.0091	0.999999510629761	2537.7	2672	2712	2611	1990	2746	520.5	511.76
Rv2617c	Rv2617c	transmembrane protein	low_iron:24%; hypoxia_fatty_acids:12%	0.0132	0.999999932163711	2441.34	2629	2637	2544	1869	2576	128.05	125.48
Rv0508	Rv0508	hypothetical protein	tyloxopol:11%	0.0095	0.999999823378395	2468.93	2624	2644	2557	1933	2628	225.39	221.58
sigC	Rv2069	ECF RNA polymerase sigma factor SigC	tyloxopol:18%	0.0174	0.999999999441318	2353.06	2719	2464	2538	1693	2424	221.62	217.06
relF	Rv2865	antitoxin RelF	hypoxia_fatty_acids:21%	0.009	0.99999988890947	2435.74	2530	2413	2648	2013	2603	143.65	141.06
Rv2348c	Rv2348c	hypothetical protein	human_sputum:16%; acidic:14%; ctl_exponential:11%	0.0087	0.999999509960467	2537.22	2709	2645	2621	2000	2752	1708.61	1680.56
MT3102	MT3102	hypothetical protein	hypoxia_late:59%	0.0166	0.999999999998076	2322.21	2813	2151	2537	1746	2438	12.7	12.37
folK	Rv3606c	2-amino-4-hydroxy-6- hydroxymethyldihydropteridinepyrophosphokinase	microaerophilic:38%	0.0119	0.999999794769753	2499.82	2767	2673	2547	1921	2641	247.32	242.7
