GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv1473A_ATC_RIF	Rv1473A_DMSO_RIF
Rv2877c	Rv2877c	integral membrane protein	PBS_RIF_DDmtb:59%	-0.0563	0.999881155190764	1903.39	1903	1797	1780	2266	1792	118.5	123.36
add	Rv3313c	adenosine deaminase	tyloxopol:10%	-0.059	0.999920248415684	1893.63	1897	1737	1826	2265	1766	72.02	74.86
gnd1	Rv1844c	6-phosphogluconate dehydrogenase	low_iron:7%	-0.047	0.9997350598548	1898.39	1862	1918	1825	2222	1685	231.64	239.2
Rv1376	Rv1376	hypothetical protein	hypoxia_late:11%; human_sputum:10%	-0.048	0.999837351450642	1886.58	1714	1919	1803	2241	1778	85.19	87.99
vapC16	Rv2231A	ribonuclease VapC16	ctl_stationary:14%; hypoxia_late:14%	-0.0721	0.99998852217579	1873.58	1827	1578	1835	2244	1914	22.31	23.38
dapA	Rv2753c	4-hydroxy-tetrahydrodipicolinate synthase	zinc_limitation:9%	-0.0469	0.999730057023999	1895.27	1881	1892	1863	2210	1651	479.63	494.61
serB1	Rv0505c	phosphoserine phosphatase SerB	hypoxia_late:10%	-0.0513	0.999864744913944	1891.22	1828	1828	1850	2250	1721	155.15	160.51
pcp	Rv0319	pyrrolidone-carboxylate peptidase	hypoxia_late:19%	-0.0592	0.99991873346241	1893.61	1845	1792	1798	2264	1790	87.52	91.09
Rv2285	Rv2285	diacylglycerol acyltransferase	hypoxia_late:10%	-0.0531	0.999874089481642	1890.22	1761	1884	1795	2242	1789	58.42	60.56
manB	Rv3264c	D-alpha-D-mannose-1-phosphate guanylyltransferase ManB	high_iron:10%	-0.0454	0.999706672919608	1887.65	1794	1939	1848	2214	1665	351.02	361.81
dapB	Rv2773c	4-hydroxy-tetrahydrodipicolinate reductase	tyloxopol:9%	-0.0499	0.999819614839698	1876.88	1696	1894	1775	2247	1796	167.19	173.1
PPE4	Rv0286	PPE family protein PPE4	microaerophilic:32%; low_iron:11%	-0.0447	0.999590362135502	1887.91	1837	1953	1858	2192	1622	629.48	648.28
Rv2562	Rv2562	conserved hypothetical protein	human_sputum:20%	-0.0706	0.999980818510735	1865.2	1745	1601	1721	2401	1907	39.15	41.27
Rv0397	Rv0397	hypothetical protein	hypoxia_late:36%	-0.064	0.999944288011538	1873.6	1768	1771	1785	2185	1875	62.56	65.11
Rv0193c	Rv0193c	hypothetical protein	hypoxia_late:19%; PBS_RIF_DDmtb:12%; ctl_stationary:11%; human_sputum:11%	-0.0641	0.999933173822839	1889.51	1852	1748	1746	2300	1828	20.71	21.73
Rv0381c	Rv0381c	hypothetical protein	ctl_exponential:9%	-0.0492	0.999773671463413	1879.47	1784	1906	1823	2191	1711	180.89	186.79
Rv3364c	Rv3364c	hypothetical protein	hypoxia_late:14%	-0.0549	0.999893937571419	1867.77	1689	1838	1783	2232	1819	138.38	143.44
Rv3717	Rv3717	hypothetical protein	tyloxopol:16%	-0.0473	0.999700630054293	1882.04	1812	1921	1819	2201	1677	357.17	368.55
MT0116.1	MT0116.1	hypothetical protein	acidic_tyloxopol:23%; butyrate_plus_glucose:14%; butyrate:12%; low_iron:12%; tyloxopol:11%	-0.0644	0.999937937485491	1880.01	1843	1689	1729	2313	1857	270.41	283.2
Rv1504c	Rv1504c	conserved hypothetical protein	hypoxia_late:16%	-0.0665	0.999929232920292	1893.67	1895	1767	1760	2277	1793	69.58	72.91
Rv2165c	Rv2165c	rRNA small subunit methyltransferase H	microaerophilic:16%	-0.0512	0.999752625868588	1887.1	1877	1865	1808	2215	1690	230.93	239.2
rplQ	Rv3456c	50S ribosomal protein L17	high_iron:8%	-0.0455	0.999541364912969	1876.32	1825	1937	1849	2188	1606	1546.98	1594.13
glyA1	Rv1093	serine hydroxymethyltransferase	hypoxia_rar:9%	-0.048	0.999633329299513	1874.39	1810	1931	1833	2183	1636	280.73	289.75
Rv0499	Rv0499	hypothetical protein	hypoxia_late:14%	-0.057	0.999860676606941	1865.29	1816	1778	1832	2202	1717	129.21	134.07
Rv3198A	Rv3198A	glutaredoxin protein	ctl_exponential:12%	-0.0649	0.99994196120986	1860.44	1789	1701	1856	2203	1773	170.43	177.61
glnA4	Rv2860c	glutamine synthetase	hypoxia_late:11%; INDIGO_exponential:10%	-0.0527	0.999741245081679	1874.39	1865	1848	1800	2190	1687	151.56	157.07
Rv3818	Rv3818	hypothetical protein	hypoxia_late:10%	-0.0536	0.999779466634719	1871.8	1793	1886	1779	2204	1716	82.27	85.3
msrB	Rv2674	peptide methionine sulfoxide reductase MsrB	cholesterol:10%	-0.0523	0.999800385851659	1864.99	1739	1876	1788	2218	1725	319.8	331.13
thrU	Rvnt39	tRNA-Thr	hypoxia_late:25%	-0.0949	0.999998970433896	1862.9	1898	1403	1607	2619	1894	16.64	18.08
pimE	Rv1159	polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol pentamannoside	hypoxia_late:8%	-0.0556	0.999809528787043	1866.34	1787	1829	1757	2226	1753	89.52	93.13
blaI	Rv1846c	transcriptional repressor BlaI	cholesterol:14%	-0.0473	0.999539645582602	1869.52	1824	1920	1827	2177	1621	1556.32	1606.81
ureD	Rv1853	urease accessory protein UreD	hypoxia_late:8%	-0.0575	0.99986718348808	1861.71	1744	1811	1776	2224	1774	103.89	107.94
pabB	Rv1005c	para-aminobenzoate synthase component I	hypoxia_late:17%	-0.0587	0.999850050509866	1866.02	1804	1815	1792	2193	1743	52.95	55.08
Rv1444c	Rv1444c	hypothetical protein	acidic_tyloxopol:9%	-0.0603	0.999901660330178	1849.58	1702	1762	1768	2259	1783	136.4	142.09
Rv2424c	Rv2424c	transposase	hypoxia_late:20%; ctl_stationary:10%	-0.0616	0.999884619443888	1862.92	1791	1796	1781	2156	1804	40.89	42.56
MT1585.1	MT1585.1	hypothetical protein	acidic:27%; nutrient_limitation:14%; hypoxia_hypoxic:11%	-0.0606	0.9998925854635	1858.43	1811	1717	1804	2246	1738	532.23	554.27
dnaQ	Rv3711c	DNA polymerase III subunit epsilon	high_iron:10%	-0.0482	0.999542793802345	1862.98	1785	1934	1807	2180	1631	396.01	409.06
Rv2228c	Rv2228c	multifunctional RNASE H/alpha-ribazole phosphatase/acid phosphatase	hypoxia_late:15%	-0.055	0.999805591486559	1859.91	1800	1805	1814	2195	1704	126.03	130.74
PE_PGRS33	Rv1818c	PE-PGRS family protein PE_PGRS33	microaerophilic:28%; hypoxia_late:12%	-0.0559	0.999801557534089	1862.9	1839	1791	1828	2197	1679	133.39	138.35
Rv2638	Rv2638	hypothetical protein	acidic_tyloxopol:22%	-0.0705	0.999957857984611	1838.5	1679	1667	1728	2311	1844	45.38	47.72
uvrD2	Rv3198c	ATP-dependent DNA helicase UvrD	hypoxia_late:13%; zinc_limitation:11%	-0.0512	0.99968215901401	1858.93	1774	1893	1806	2168	1672	92.59	95.8
sodC	Rv0432	superoxide dismutase	tyloxopol:14%; high_iron:10%	-0.0494	0.999619717496701	1857.43	1777	1897	1813	2179	1642	427.37	441.53
MT0600	MT0600	hypothetical protein	hypoxia_hypoxic:19%; ctl_stationary:15%	-0.0942	0.999999999964774	1718.31	1548	576	1614	3215	2213	5.74	6.8
cyp124	Rv2266	cytochrome P450 Cyp124	cholesterol:12%	-0.0644	0.999914905702526	1852	1733	1718	1730	2281	1827	30.23	31.7
MT1367.1	MT1367.1	hypothetical protein	microaerophilic:17%; hypoxia_late:11%	-0.0836	0.999993116718331	1835.93	1723	1544	1718	2317	1923	39	41.3
Rv2886c	Rv2886c	resolvase	hypoxia_late:24%; human_sputum:13%	-0.0562	0.999811422087491	1848.87	1719	1826	1756	2225	1741	131.11	136.41
MT1305.1	MT1305.1	hypothetical protein	ctl_stationary:22%; hypoxia_late:17%; PBS_RIF_DDmtb:12%	-0.0861	0.999991234119159	1848.66	1814	1560	1774	2174	1949	17.26	18.27
F6	Rvnc0003	putative small regulatory RNA	low_iron:21%	-0.0712	0.999937459543474	1849.62	1752	1683	1667	2332	1852	242.91	256.16
Rv3404c	Rv3404c	hypothetical protein	INDIGO_exponential:8%	-0.0635	0.999890258260162	1836.07	1691	1720	1745	2272	1782	139.94	146.58
PPE54	Rv3343c	PPE family protein PPE54	hypoxia_late:36%	-0.0512	0.9995868462433	1847.4	1754	1900	1811	2163	1630	48.43	50.17
Rv3521	Rv3521	hypothetical protein	human_sputum:13%	-0.0585	0.9997779431535	1832.37	1728	1803	1764	2167	1718	97.13	100.99
Rv0454	Rv0454	conserved hypothetical protein	human_sputum:9%	-0.0674	0.999909331945097	1830.06	1684	1693	1791	2207	1799	104.09	108.84
hsaB	Rv3567c	flavin-dependent monooxygenase reductase subunit HsaB	hypoxia_fatty_acids:14%; nutrient_limitation:11%	-0.067	0.999911856499853	1827.53	1650	1708	1685	2307	1825	56.41	59.31
Rv0650	Rv0650	sugar kinase	hypoxia_late:66%	-0.0859	0.999977453683264	1852.32	1886	1658	1844	2025	1858	7.83	8.27
MT3483	MT3483	hypothetical protein	PBS_RIF_DDmtb:13%; hypoxia_late:13%	-0.0856	0.999985403128231	1827.46	1790	1537	1750	2217	1876	37.86	40.01
metV	Rvnt24	tRNA-Met	tyloxopol:21%; hypoxia_late:12%	-0.0951	0.99999277532305	1841	1806	1447	1569	2507	1964	49.66	54.28
ppk1	Rv2984	polyphosphate kinase	hypoxia_late:9%	-0.05	0.999343773479884	1828.4	1683	1895	1793	2152	1641	119.06	123.09
uvrA	Rv1638	excinuclease ABC subunit UvrA	zinc_limitation:16%	-0.0519	0.999334103589764	1836.68	1815	1874	1794	2147	1576	206.83	214.27
rubA	Rv3251c	rubredoxin RubA	nutrient_limitation:46%; PBS_RIF_DDmtb:22%	-0.0699	0.999892532167365	1837.44	1805	1725	1801	2182	1694	494.27	517.7
PPE17	Rv1168c	PPE family protein PPE17	nutrient_limitation:18%; hypoxia_fatty_acids:15%; PBS_RIF_DDmtb:14%	-0.0604	0.999787656948713	1823.56	1717	1781	1758	2160	1720	75.09	78.19
Rv0323c	Rv0323c	hypothetical protein	hypoxia_late:14%; hypoxia_fatty_acids:13%; ctl_stationary:10%	-0.0689	0.999897470606543	1826.3	1658	1698	1749	2251	1805	43.85	45.96
atpB	Rv1304	ATP synthase subunit A	tyloxopol:14%; INDIGO_exponential:12%; ctl_exponential:10%	-0.05	0.999296536954227	1822.01	1715	1913	1797	2140	1570	704.56	728.45
Rv1919c	Rv1919c	hypothetical protein	ctl_exponential:15%; acidic:13%	-0.0621	0.99970523210035	1836.2	1870	1739	1763	2165	1664	325.59	339.38
Rv0072	Rv0072	glutamine ABC transporter permease	INDIGO_exponential:13%; high_iron:10%	-0.0531	0.999450900776983	1827.34	1762	1864	1778	2141	1612	262.51	271.88
Rv1668c	Rv1668c	macrolide-transport ATP-binding protein ABC transporter	hypoxia_late:19%	-0.0647	0.999805158737146	1827.76	1792	1741	1747	2135	1739	47.66	49.75
acpS	Rv2523c	holo-ACP synthase	hypoxia_rar:9%	-0.055	0.999491729823424	1822.22	1645	1845	1733	2189	1723	273.34	283.66
Rv2578c	Rv2578c	hypothetical protein	hypoxia_late:26%	-0.0744	0.999915668512409	1814.91	1725	1632	1673	2271	1808	20.83	22.02
Rv1136	Rv1136	enoyl-CoA hydratase	PBS_RIF_DDmtb:32%; hypoxia_late:21%	-0.0901	0.999986647235708	1801.3	1836	1401	1782	2132	1896	15.91	16.85
Rv3572	Rv3572	hypothetical protein	hypoxia_fatty_acids:12%; butyrate:10%	-0.0773	0.999950685155229	1794.47	1742	1442	1879	2138	1807	30.32	31.85
Rv2827c	Rv2827c	hypothetical protein	microaerophilic:17%	-0.0622	0.999661265598023	1817.49	1770	1776	1707	2154	1699	105.13	109.79
Rv0615	Rv0615	integral membrane protein	ctl_stationary:11%	-0.0635	0.99971804447808	1808.41	1757	1732	1737	2142	1692	338.37	353.07
pks17	Rv1663	polyketide synthase	hypoxia_late:24%; human_sputum:12%	-0.0683	0.999821535296881	1809.85	1748	1712	1742	2153	1713	33.55	35.16
hpt	Rv3624c	hypoxanthine-guanine phosphoribosyltransferase	tyloxopol:9%	-0.0613	0.999573536914959	1813.8	1782	1790	1753	2103	1656	190.82	198.67
lppK	Rv2116	lipoprotein LppK	hypoxia_late:21%	-0.0796	0.999917438414168	1819.68	1772	1679	1666	2200	1806	24.74	26.13
lpqE	Rv3584	lipoprotein LpqE	hypoxia_hypoxic:10%	-0.0598	0.999490947572401	1814.2	1803	1793	1771	2129	1595	484.99	504.49
Rv1540	Rv1540	RNA pseudouridine synthase	microaerophilic:13%	-0.0602	0.999603868459577	1803.91	1704	1770	1755	2169	1644	367.59	383.26
pyrH	Rv2883c	uridylate kinase	zinc_limitation:11%	-0.0563	0.999284530623035	1807.33	1796	1804	1773	2120	1565	445.68	462.62
vapC15	Rv2010	ribonuclease VapC15	INDIGO_exponential:13%; hypoxia_fatty_acids:12%	-0.072	0.99989719861234	1794.54	1644	1570	1720	2238	1837	633.14	665.71
Rv1544	Rv1544	ketoacyl reductase	ctl_exponential:10%	-0.058	0.999387134126838	1807.25	1760	1820	1772	2116	1588	347.4	361.04
MT1916	MT1916	hypothetical protein	hypoxia_late:17%; PBS_RIF_DDmtb:14%; ctl_stationary:11%	-0.0677	0.999775760636219	1808.29	1753	1729	1695	2158	1726	27.08	28.4
Rv2015c	Rv2015c	hypothetical protein	zinc_limitation:17%; hypoxia_late:12%	-0.0592	0.999492181062326	1800.39	1694	1800	1741	2139	1648	197.15	205.53
Rv2952	Rv2952	phthiotriol/phenolphthiotriol dimycocerosates methyltransferase	tyloxopol:13%; ctl_exponential:10%	-0.0636	0.999618905147545	1806.4	1773	1761	1769	2113	1633	186.51	194.51
PE_PGRS10	Rv0747	PE-PGRS family protein PE_PGRS10	microaerophilic:31%; hypoxia_late:12%	-0.0641	0.999696637960895	1801.06	1668	1710	1812	2164	1674	44.95	46.9
Rv3210c	Rv3210c	hypothetical protein	INDIGO_exponential:12%; tyloxopol:11%	-0.0656	0.999713402135538	1806.02	1747	1722	1710	2186	1688	187.35	196.27
MT1182	MT1182	hypothetical protein	acidic_tyloxopol:14%; zinc_limitation:10%	-0.0739	0.999840583184373	1808.88	1775	1675	1632	2230	1762	104.74	110.42
vapC38	Rv2494	ribonuclease VapC38	microaerophilic:11%	-0.0643	0.999686982354084	1796.87	1699	1731	1697	2175	1705	269.93	282.74
narK3	Rv0261c	nitrate/nitrite transporter	hypoxia_late:30%; PBS_RIF_DDmtb:16%; ctl_stationary:13%	-0.0821	0.999948461565565	1793.03	1660	1690	1631	2178	1833	5.69	6.07
mmpS4	Rv0451c	membrane protein MmpS4	ctl_exponential:11%; tyloxopol:11%	-0.0675	0.999780077978719	1792.03	1675	1726	1726	2143	1710	126.22	131.94
pnp	Rv0535	S-methyl-5'-thioadenosine phosphorylase	hypoxia_late:23%	-0.0711	0.999822469899438	1793.59	1685	1719	1656	2187	1746	37.76	39.66
Rv2576c	Rv2576c	membrane protein	tyloxopol:12%	-0.0606	0.999381693100373	1796.09	1759	1769	1743	2137	1594	863.68	900.49
Rv2022c	Rv2022c	hypothetical protein	hypoxia_fatty_acids:13%; human_sputum:12%	-0.0714	0.999852153471629	1788.01	1624	1631	1647	2258	1818	57.75	60.95
Rv0544c	Rv0544c	transmembrane protein	butyrate_plus_glucose:12%	-0.0545	0.998837917201409	1790.93	1646	1858	1722	2115	1635	712.34	738.75
Rv0724A	Rv0724A	conserved hypothetical protein	PBS_RIF_DDmtb:9%	-0.0724	0.999862603456843	1781.6	1664	1582	1681	2261	1758	178.1	187.82
Rv1085c	Rv1085c	hemolysin-like protein	hypoxia_late:11%	-0.0651	0.999608135296154	1793.46	1736	1750	1725	2110	1663	130.49	136.22
emrB	Rv0783c	multidrug resistance protein EmrB	hypoxia_late:10%	-0.0568	0.998844391021992	1793.23	1638	1846	1715	2130	1659	94.94	98.66
zwf2	Rv1447c	glucose-6-phosphate 1-dehydrogenase	human_sputum:8%	-0.057	0.998988097514996	1783.5	1726	1837	1738	2089	1549	189.91	197.29
blaR	Rv1845c	sensor-transducer protein BlaR	hypoxia_fatty_acids:8%	-0.0576	0.999057269234502	1781.58	1737	1812	1751	2093	1537	367.07	381.52
secF	Rv2586c	protein translocase subunit SecF	cholesterol:9%	-0.0545	0.998694652408204	1783.39	1766	1844	1766	2077	1489	518.18	537.41
Rv3031	Rv3031	1,4-alpha-glucan branching protein	hypoxia_late:15%; low_iron:10%	-0.0619	0.999455060144023	1780.27	1688	1780	1754	2086	1611	102.47	106.75
rubB	Rv3250c	rubredoxin RubB	nutrient_limitation:41%; PBS_RIF_DDmtb:18%	-0.0672	0.999511720726052	1795.45	1783	1764	1716	2107	1625	808.47	845.78
Rv0078B	Rv0078B	hypothetical protein	human_sputum:16%	-0.0662	0.999668299447525	1777.74	1669	1704	1690	2151	1697	458.6	480.57
Rv0790c	Rv0790c	hypothetical protein	hypoxia_fatty_acids:56%	-0.0748	0.99984532871898	1778.23	1662	1695	1702	2117	1734	37.05	38.92
MT2726	MT2726	hypothetical protein	hypoxia_late:21%; ctl_stationary:16%; PBS_RIF_DDmtb:10%	-0.0705	0.999784146178847	1775.33	1654	1669	1634	2198	1751	24.01	25.34
Rv3064c	Rv3064c	integral membrane protein	hypoxia_late:12%	-0.0821	0.999935571367611	1773.61	1643	1568	1564	2316	1829	27.85	29.61
cinA	Rv1901	competence damage-inducible protein CinA	ctl_exponential:8%	-0.0609	0.999235234995238	1777.1	1734	1763	1744	2099	1566	220.08	229.25
Rv1725c	Rv1725c	hypothetical protein	hypoxia_late:13%; hypoxia_fatty_acids:10%	-0.0768	0.999883491938006	1772.59	1633	1621	1620	2221	1803	28.24	29.85
Rv3672c	Rv3672c	hypothetical protein	zinc_limitation:10%	-0.0576	0.998586190579774	1786.19	1626	1821	1732	2127	1647	241.34	251.08
dxs2	Rv3379c	1-deoxy-D-xylulose 5-phosphate synthase	hypoxia_late:32%; ctl_stationary:12%; PBS_RIF_DDmtb:11%	-0.0823	0.99993964273936	1766.67	1652	1523	1714	2205	1775	8.94	9.51
Rv3256c	Rv3256c	hypothetical protein	hypoxia_late:13%	-0.0586	0.998957021728881	1775.14	1721	1813	1727	2080	1555	240.93	250.57
dipZ	Rv2874	integral membrane C-type cytochrome biogenesis protein DipZ	PBS_RIF_DDmtb:58%	-0.0761	0.99988773911475	1766.52	1616	1558	1638	2274	1791	13.62	14.49
vapC44	Rv3320c	ribonuclease VapC44	INDIGO_exponential:15%; tyloxopol:14%; high_iron:11%	-0.0708	0.999735246382944	1776.13	1705	1657	1696	2166	1681	170	178.5
Rvns02	Rvns02	10Sa RNA	ctl_stationary:12%; PBS_RIF_DDmtb:11%	-0.0654	0.99950152066479	1777.37	1676	1772	1683	2121	1655	174.05	182.02
Rv1167c	Rv1167c	transcriptional regulator	PBS_RIF_DDmtb:15%; nutrient_limitation:12%	-0.0663	0.999551084027264	1776.01	1731	1702	1724	2102	1639	168.04	175.57
tpi	Rv1438	triosephosphate isomerase	high_iron:12%; INDIGO_exponential:11%	-0.0592	0.998990184232283	1770.17	1718	1794	1748	2084	1529	476.21	495.51
Rv3361c	Rv3361c	hypothetical protein	hypoxia_late:11%	-0.0716	0.999763296234722	1769.85	1629	1652	1652	2212	1736	93.7	98.8
Rv2170	Rv2170	GCN5-like N-acetyltransferase	hypoxia_late:23%; PBS_RIF_DDmtb:12%	-0.0836	0.999885844606663	1789.18	1795	1600	1623	2213	1747	31.05	32.96
Rv0142	Rv0142	hypothetical protein	hypoxia_late:21%	-0.0725	0.999773459475171	1768.52	1697	1606	1735	2181	1652	95.12	99.88
vapB6	Rv0657c	antitoxin VapB6	INDIGO_exponential:8%	-0.0896	0.99993838955102	1773.54	1732	1520	1686	2136	1822	85.84	91.04
lpqD	Rv3390	lipoprotein LpqD	ctl_exponential:10%	-0.0658	0.9995369298271	1767.91	1663	1730	1711	2091	1662	129.39	135.18
mshC	Rv2130c	cysteine:1D-myo-inosityl 2-amino-2-deoxy--D-glucopyranoside ligase	microaerophilic:8%	-0.0578	0.998586958537198	1771.72	1639	1814	1739	2096	1592	185.38	192.72
Rv0600c	Rv0600c	two component sensor kinase HK1	hypoxia_late:59%; ctl_stationary:10%	-0.0815	0.999910522423953	1765.76	1632	1588	1545	2333	1785	26.12	27.78
pflA	Rv3138	pyruvate formate lyase activating protein PflA	human_sputum:9%	-0.07	0.999639698226119	1768.84	1674	1691	1676	2146	1680	88.57	93.16
cysG	Rv2847c	multifunctional uroporphyrin-III C-methyltransferase/precorrin-2 oxidase/ferrochelatase	hypoxia_late:10%	-0.06	0.998481967915051	1773.65	1608	1810	1693	2122	1658	115	119.83
ureG	Rv1852	urease accessory protein UreG	hypoxia_late:20%	-0.0766	0.999834503069394	1754.95	1671	1554	1712	2173	1695	67.71	71.29
Rv3284	Rv3284	hypothetical protein	human_sputum:10%	-0.062	0.999010873791205	1761.14	1703	1789	1723	2082	1531	638.56	665.62
ilvB1	Rv3003c	acetolactate synthase large subunit IlvB	hypoxia_rar:10%	-0.0532	0.997600469888007	1764.13	1656	1868	1752	2085	1488	323.3	334.97
Rv0190	Rv0190	hypothetical protein	hypoxia_fatty_acids:10%	-0.064	0.99925354417498	1752.74	1651	1733	1706	2092	1602	617.64	645.42
cyp130	Rv1256c	cytochrome P450 Cyp130	hypoxia_fatty_acids:31%; hypoxia_late:12%	-0.0693	0.99951296227228	1764.73	1720	1703	1701	2076	1640	67.56	70.74
tyrT	Rvnt05	tRNA-Tyr	hypoxia_late:39%; zinc_limitation:11%	-0.1207	0.999998141946	1766.66	1921	1283	1642	2184	1871	4.72	5.22
pip	Rv0840c	proline iminopeptidase	ctl_stationary:24%; PBS_RIF_DDmtb:16%; nutrient_limitation:12%	-0.0773	0.99974783016597	1761.84	1577	1564	1613	2295	1810	35.69	37.95
menC	Rv0553	muconate cycloisomerase	hypoxia_late:34%	-0.0766	0.999711186579062	1752.16	1648	1680	1659	2072	1719	35.28	37.17
MT2518.1	MT2518.1	hypothetical protein	human_sputum:12%; PBS_RIF_DDmtb:11%	-0.0928	0.999915328500758	1762.28	1769	1489	1559	2268	1776	48.74	52.24
ppdK	Rv1127c	pyruvate, phosphate dikinase PpdK	hypoxia_late:8%	-0.0658	0.998973279577916	1749.88	1722	1740	1668	2063	1575	113.52	118.81
Rv1867	Rv1867	hypothetical protein	hypoxia_late:16%; PBS_RIF_DDmtb:14%; ctl_stationary:10%	-0.0733	0.999615502219404	1746.78	1640	1692	1629	2112	1683	29.88	31.45
irtA	Rv1348	iron ABC transporter ATP-binding protein/permease IrtA	low_iron:25%; hypoxia_late:12%	-0.0636	0.998416554535498	1755.51	1586	1783	1650	2111	1671	31.08	32.51
lipT	Rv2045c	carboxylesterase LipT	hypoxia_late:8%	-0.0681	0.999290263864353	1739.88	1637	1714	1675	2078	1615	74.25	77.85
PPE44	Rv2770c	PPE family protein PPE44	hypoxia_late:9%	-0.0739	0.999569431491345	1744.55	1690	1620	1679	2119	1638	80.26	84.55
Rv3263	Rv3263	DNA methylase	hypoxia_late:12%; human_sputum:11%	-0.0728	0.999510307800492	1743.68	1667	1655	1646	2125	1649	54.2	57.12
aroA	Rv3227	3-phosphoshikimate 1-carboxyvinyltransferase	PBS_RIF_DDmtb:26%; hypoxia_late:15%	-0.0623	0.998037662215995	1749.66	1599	1784	1660	2090	1637	89.77	93.65
Rv3520c	Rv3520c	coenzyme F420-dependent oxidoreductase	zinc_limitation:10%	-0.0577	0.996345684336789	1736.24	1618	1817	1713	2061	1498	400.71	416.76
valT	Rvnt31	tRNA-Val	human_sputum:15%; hypoxia_late:13%	-0.1089	0.999977511034812	1753.8	1727	1311	1505	2481	1851	63.64	69.74
PE_PGRS26	Rv1441c	PE-PGRS family protein PE_PGRS26	hypoxia_late:26%; human_sputum:11%	-0.0781	0.999575557188288	1734.25	1729	1591	1705	2100	1571	92.67	97.62
Rv3816c	Rv3816c	acyltransferase	microaerophilic:7%	-0.0652	0.998724396166042	1727.78	1670	1742	1689	2030	1527	270.76	282.74
Rv0476	Rv0476	transmembrane protein	hypoxia_fatty_acids:12%	-0.0704	0.999081499669893	1727.88	1666	1687	1658	2064	1584	577.6	606.78
esxN	Rv1793	ESAT-6 like protein EsxN	acidic:9%	-0.0645	0.998408507562071	1729.88	1700	1749	1700	2040	1483	1274.12	1330.19
Rv1359	Rv1359	transcriptional regulator	hypoxia_late:9%	-0.0732	0.999184862016294	1734.76	1561	1676	1580	2162	1727	54.59	57.6
Rv1708	Rv1708	initiation inhibitor protein	human_sputum:11%	-0.0705	0.998901887664113	1734.12	1695	1744	1684	2053	1516	228.14	239.28
metU	Rvnt38	tRNA-Met	hypoxia_late:22%; butyrate:15%; hypoxia_hypoxic:13%	-0.1183	0.999992853339259	1740.72	1809	1233	1464	2412	1900	18.51	20.57
Rv0576	Rv0576	transcriptional regulator	PBS_RIF_DDmtb:10%	-0.0627	0.997551741394025	1730.07	1613	1768	1688	2032	1568	132.22	137.86
Rv2652c	Rv2652c	prophage protein	hypoxia_late:24%	-0.0897	0.999851319510546	1733.41	1708	1535	1678	2051	1715	26.23	27.81
serX	Rvnt42	tRNA-Ser	hypoxia_late:32%; hypoxia_hypoxic:15%	-0.1207	0.999990647705551	1754.37	1832	1301	1672	2237	1795	21.28	23.14
pks2	Rv3825c	phthioceranic/hydroxyphthioceranic acid synthase	nutrient_limitation:20%; PBS_RIF_DDmtb:15%; acidic:11%	-0.0623	0.99805173926689	1717.79	1659	1747	1731	2035	1443	101.36	105.72
Rv3424c	Rv3424c	hypothetical protein	human_sputum:18%; nutrient_limitation:12%	-0.0867	0.999817965723575	1729.41	1657	1529	1622	2172	1701	83.5	88.8
mprA	Rv0981	two-component response regulator MrpA	nutrient_limitation:13%	-0.0644	0.997425982371623	1731.45	1563	1756	1648	2088	1626	193.21	201.95
