GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_ATC_RIF	Rv0494_DMSO_RIF
Rv0068	Rv0068	oxidoreductase	PBS_RIF_DDmtb:13%; hypoxia_late:12%; hypoxia_fatty_acids:10%	-0.0227	0.999999770851169	1879.21	1963	1875	1627	2026	1918	25.79	26.31
cspB	Rv0871	cold shock-like protein CspB	acidic:8%	-0.0149	0.999999389078949	1839.67	1871	1923	1840	1834	1733	498.18	502.62
acn	Rv1475c	iron-regulated aconitate hydratase	INDIGO_exponential:10%	-0.0141	0.999998538252117	1860.59	1914	2107	1773	1849	1674	343.92	346.89
idi	Rv1745c	isopentenyl-diphosphate delta-isomerase	ctl_exponential:8%	-0.0144	0.999999783062519	1798.78	1655	1770	1891	1877	1806	204.44	206.15
pcaA	Rv0470c	cyclopropane mycolic acid synthase	zinc_limitation:8%	-0.0135	0.999998983093357	1839.01	1810	2023	1802	1854	1713	385.77	388.82
espR	Rv3849	ESX-1 transcriptional regulator EspR	acidic:9%	-0.0139	0.999999315335777	1829.97	1681	2044	1794	1876	1765	477.19	481.32
Rv1219c	Rv1219c	transcriptional regulator	butyrate:20%	-0.0129	0.999999984559933	1698.39	1516	1119	1970	2002	1984	44.7	44.94
caeA	Rv2224c	carboxylesterase A	zinc_limitation:10%	-0.0136	0.99999944099969	1823.01	1859	1799	1865	1864	1730	218.97	220.65
Rv2135c	Rv2135c	hypothetical protein	PBS_RIF_DDmtb:11%	-0.0182	0.999999337944697	1854.94	1933	1919	1714	1883	1830	230.09	233.19
Rv3160c	Rv3160c	TetR family transcriptional regulator	hypoxia_fatty_acids:26%; microaerophilic:19%; ctl_stationary:12%; nutrient_limitation:12%	-0.018	0.999999788464309	1819.55	1709	1744	1730	1992	1932	152.85	155.03
Rv0890c	Rv0890c	HTH-type transcriptional regulator	hypoxia_late:12%	-0.0144	0.999999313602268	1828.95	1839	1901	1845	1837	1725	85.01	85.72
lppV	Rv2796c	lipoprotein LppV	hypoxia_late:24%	-0.0171	0.999999861887819	1793.39	1758	1618	1898	1853	1847	78.6	79.28
PPE61	Rv3532	PPE family protein PPE61	hypoxia_late:29%	-0.0192	0.99999976519347	1827.58	1697	1955	1687	1930	1878	13.23	13.4
fadD17	Rv3506	long-chain-fatty-acid--CoA ligase FadD17	hypoxia_late:27%; ctl_stationary:13%; human_sputum:11%	-0.0228	0.999999860464294	1837.57	1792	1821	1674	2029	1881	10.53	10.74
eccD5	Rv1795	ESX-5 type VII secretion system protein EccD	butyrate_plus_glucose:8%	-0.0144	0.999998610181562	1840.51	1890	2015	1774	1850	1682	491.91	496.31
Rv0104	Rv0104	hypothetical protein	human_sputum:11%; zinc_limitation:11%	-0.0192	0.999999687536254	1830.36	1714	1922	1729	1943	1850	38.76	39.34
Rv3071	Rv3071	hypothetical protein	hypoxia_late:15%; ctl_stationary:11%	-0.0197	0.999999873921383	1802.18	1679	1693	1742	2001	1907	25.07	25.47
Rv0007	Rv0007	membrane protein	acidic:8%	-0.0169	0.999999465389369	1831.72	1947	1789	1807	1875	1744	622.35	629.09
narJ	Rv1163	nitrate reductase subunit delta	acidic_tyloxopol:11%; microaerophilic:10%	-0.0165	0.999999673229063	1809.44	1773	1758	1825	1902	1791	242.7	245.27
Rv1882c	Rv1882c	short-chain type dehydrogenase/reductase	INDIGO_exponential:11%	-0.0155	0.999998897196483	1836.67	1865	2010	1752	1835	1728	306.4	309.41
Rv1580c	Rv1580c	phage protein	hypoxia_late:11%	-0.0249	0.999999872793094	1836.09	2007	1725	1900	1735	1821	50.03	50.52
lprN	Rv3495c	Mce family lipoprotein LprN	butyrate_plus_glucose:9%	-0.0189	0.99999929127568	1837.73	2011	1820	1749	1869	1746	131.41	133.08
Rv0547c	Rv0547c	oxidoreductase	hypoxia_late:14%	-0.0162	0.999999448921437	1810.48	1770	1885	1826	1825	1748	117.14	118.26
Rv1245c	Rv1245c	short-chain type dehydrogenase/reductase	hypoxia_hypoxic:8%	-0.0156	0.999999226555193	1812.73	1664	1987	1710	1879	1833	214.02	216.42
nirD	Rv0253	nitrite reductase small subunit NirD	nutrient_limitation:19%; hypoxia_late:11%	-0.021	0.999999760547182	1814.01	1786	1828	1705	1863	1891	47.61	48.23
MTS2975	MTS2975	putative small regulatory RNA	acidic_tyloxopol:26%; butyrate:17%	-0.0238	0.999999959998653	1789.25	1847	1518	1850	1793	1954	64.83	65.55
Rv1977	Rv1977	hypothetical protein	ctl_stationary:11%	-0.0173	0.99999927918233	1822.16	1804	1963	1738	1846	1764	62.25	62.9
Rv0102	Rv0102	integral membrane protein	zinc_limitation:8%	-0.0165	0.999998985691319	1822.44	1815	1970	1766	1843	1723	172.4	174.26
Rv3843c	Rv3843c	transmembrane protein	microaerophilic:10%	-0.0144	0.99999873863718	1805.72	1740	1997	1804	1832	1664	518.01	522.47
Rv1847	Rv1847	esterase	low_iron:11%	-0.0169	0.99999989092377	1714.38	1496	1458	1855	1932	1861	113.58	114.87
Rv1148c	Rv1148c	hypothetical protein	zinc_limitation:23%; hypoxia_late:12%	-0.0176	0.999999185104866	1817.48	1784	1952	1716	1866	1774	64.55	65.31
dhaA	Rv2579	haloalkane dehalogenase	zinc_limitation:12%; hypoxia_late:11%	-0.0188	0.999999718838092	1785.71	1682	1732	1744	1928	1848	55.22	56
MT3080.1	MT3080.1	hypothetical protein	zinc_limitation:10%	-0.0184	0.999999463261226	1808.12	1755	1884	1713	1892	1800	281.21	284.74
kstR2	Rv3557c	HTH-type transcriptional regulator KstR2	human_sputum:40%	-0.019	0.999999447594919	1811.08	1822	1865	1732	1851	1787	75.01	75.89
mmpS4	Rv0451c	membrane protein MmpS4	ctl_exponential:11%; tyloxopol:11%	-0.0194	0.999999769473891	1781.91	1936	1536	1864	1817	1770	97.06	98.04
ctpH	Rv0425c	metal cation transporting ATPase H	zinc_limitation:11%	-0.0152	0.999997779845355	1827.84	1962	2030	1758	1802	1603	347.98	351.16
vapB28	Rv0608	antitoxin VapB28	INDIGO_exponential:10%	-0.0208	0.999999298427601	1832.03	2051	1850	1817	1764	1688	558.72	566.1
echA8	Rv1070c	enoyl-CoA hydratase EchA8	hypoxia_late:10%	-0.0163	0.999999529350435	1775.99	1718	1743	1859	1822	1740	162.93	164.46
vapB7	Rv0662c	antitoxin VapB7	hypoxia_late:40%	-0.0244	0.999999961126619	1767.99	1811	1481	1814	1994	1760	25.66	26.1
Rv2360c	Rv2360c	hypothetical protein	INDIGO_exponential:8%	-0.0198	0.999999579302861	1804.46	1927	1701	1771	1873	1755	157.44	159.47
glgP	Rv1328	glycogen phosphorylase	ctl_exponential:9%	-0.0155	0.999999001238954	1795.84	1732	1916	1810	1845	1681	223.02	225.14
murB	Rv0482	UDP-N-acetylenolpyruvoylglucosamine reductase	hypoxia_late:16%	-0.0169	0.999999470798889	1786.49	1757	1771	1813	1826	1766	72.38	73.09
Rv0083	Rv0083	oxidoreductase	hypoxia_late:24%	-0.0168	0.999999067613324	1800.3	1794	1895	1789	1818	1708	101.56	102.64
Rv2165c	Rv2165c	rRNA small subunit methyltransferase H	microaerophilic:16%	-0.0169	0.999998874160323	1806.91	1829	1920	1750	1823	1716	215.53	217.9
amiA1	Rv3305c	N-acyl-L-amino acid amidohydrolase AmiA	high_iron:9%	-0.0151	0.999998624672804	1790.02	1716	1962	1757	1812	1709	154.37	155.73
eccB1	Rv3869	ESX-1 secretion system protein EccB	butyrate_plus_glucose:8%	-0.0158	0.999998447069579	1799.53	1832	1934	1776	1821	1641	374.39	377.98
moeW	Rv2338c	molybdopterin biosynthesis protein MoeW	hypoxia_late:15%	-0.0188	0.999999215941817	1796.78	1840	1851	1768	1772	1754	65.01	65.72
metE	Rv1133c	5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase	microaerophilic:14%	-0.0189	0.999999665827998	1751.71	1729	1595	1853	1847	1741	2517.31	2546.57
folD	Rv3356c	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	hypoxia_late:10%	-0.0155	0.999999584472796	1716.46	1548	1570	1862	1860	1756	152.85	154.15
Rv0836c	Rv0836c	hypothetical protein	hypoxia_late:23%; ctl_stationary:14%; hypoxia_fatty_acids:14%	-0.023	0.999999822356688	1762.74	1877	1490	1792	1878	1792	28.89	29.3
Rv0614	Rv0614	hypothetical protein	hypoxia_late:23%	-0.0197	0.999999659502403	1759.73	1746	1634	1801	1819	1802	41	41.48
Rv3402c	Rv3402c	hypothetical protein	low_iron:42%; hypoxia_hypoxic:10%	-0.0183	0.999999540235563	1751.49	1599	1764	1779	1811	1809	34.94	35.31
Rv2059	Rv2059	hypothetical protein	zinc_limitation:15%; human_sputum:13%	-0.0165	0.999997893129257	1805.49	1881	2003	1728	1780	1646	153.93	155.5
atpB	Rv1304	ATP synthase subunit A	tyloxopol:14%; INDIGO_exponential:12%; ctl_exponential:10%	-0.0163	0.999998051732968	1798.9	1838	1985	1743	1810	1628	735.43	742.83
mmpL9	Rv2339	transmembrane transport protein MmpL9	human_sputum:9%	-0.0159	0.999998819680445	1762.19	1606	1914	1788	1820	1691	79.84	80.62
Rv2901c	Rv2901c	hypothetical protein	INDIGO_exponential:11%	-0.0199	0.999998592471604	1809.83	1921	1905	1718	1813	1698	1338.58	1356.5
Rv2177c	Rv2177c	transposase	hypoxia_late:20%	-0.0197	0.999999648799201	1748.58	1458	1802	1661	1989	1857	46.9	47.6
MT0066.2	MT0066.2	hypothetical protein	human_sputum:16%; hypoxia_hypoxic:13%	-0.0219	0.999999567759998	1784.67	1730	1779	1678	1917	1824	198.04	201.33
Rv1507A	Rv1507A	hypothetical protein	human_sputum:13%	-0.0199	0.999999431536634	1775.43	1941	1617	1822	1748	1757	102.48	103.53
fadH	Rv1175c	NADPH dependent 2,4-dienoyl-CoA reductase FadH	hypoxia_rar:8%	-0.0162	0.999998842115851	1754.65	1652	1847	1808	1808	1663	142.57	143.97
Rv2686c	Rv2686c	antibiotic ABC transporter permease	PBS_RIF_DDmtb:12%	-0.0214	0.999999597479668	1767.56	1806	1690	1784	1792	1767	44.79	45.35
MT0781	MT0781	hypothetical protein	hypoxia_late:7%	-0.0163	0.999999151826364	1739.02	1552	1819	1819	1806	1707	225.34	227.55
Rv1856c	Rv1856c	oxidoreductase	human_sputum:9%	-0.0158	0.999997586724823	1788.41	1856	1957	1731	1785	1622	528.39	533.37
Rv1894c	Rv1894c	hypothetical protein	hypoxia_fatty_acids:24%; microaerophilic:15%; ctl_stationary:11%	-0.0172	0.999998592747521	1770.9	1691	1940	1735	1783	1711	111.38	112.55
Rv1565c	Rv1565c	hypothetical protein	tyloxopol:11%	-0.0152	0.999997527855381	1776.08	1675	2052	1697	1814	1657	197.18	199.05
Rv2636	Rv2636	O-phosphotransferase	acidic_tyloxopol:15%; hypoxia_late:12%; acidic:11%; ctl_stationary:10%	-0.0318	0.999999987861497	1766.56	1533	1504	1670	2208	1968	11.95	12.33
Rv1875	Rv1875	hypothetical protein	low_iron:18%; hypoxia_fatty_acids:14%	-0.0203	0.999999527913017	1754.08	1693	1720	1764	1833	1762	113.27	114.75
Rv0181c	Rv0181c	hypothetical protein	zinc_limitation:14%	-0.0199	0.999998863732457	1789.88	1780	1913	1626	1856	1781	93.24	94.57
lpqM	Rv0419	lipoprotein peptidase LpqM	zinc_limitation:8%	-0.0158	0.999997486845539	1782.5	1767	2014	1712	1805	1626	321.28	324.45
Rv0954	Rv0954	transmembrane protein	zinc_limitation:13%	-0.0165	0.999998180730963	1771.06	1790	1898	1785	1790	1599	828.51	836.95
dapD	Rv1201c	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	tyloxopol:13%; high_iron:11%	-0.0173	0.999999285472208	1736.48	1700	1633	1831	1831	1692	392.06	396.15
Rv2923c	Rv2923c	hypothetical protein	hypoxia_late:11%	-0.021	0.999999805025459	1710.47	1667	1455	1858	1787	1801	96.71	97.88
Rv0775	Rv0775	hypothetical protein	hypoxia_late:11%	-0.0198	0.999999539637786	1740.72	1733	1613	1799	1791	1771	91.39	92.48
glfT1	Rv3782	galactofuranosyl transferase GlfT	INDIGO_exponential:10%	-0.0189	0.999997940827981	1797.93	1888	1942	1703	1789	1675	374.16	378.94
PE16	Rv1430	PE family protein PE16	hypoxia_late:12%; ctl_stationary:11%	-0.0179	0.999998575991257	1766.7	1687	1933	1707	1788	1724	57.86	58.5
MT0568	MT0568	hypothetical protein	acidic_tyloxopol:10%	-0.0195	0.999998709830483	1780.41	1867	1807	1748	1807	1676	548.67	555.53
Rv2003c	Rv2003c	hypothetical protein	hypoxia_hypoxic:18%; cholesterol:15%	-0.0222	0.999999676590093	1746.75	1680	1616	1727	1904	1814	45.48	46.19
PPE5	Rv0304c	PPE family protein PPE5	hypoxia_late:29%; ctl_stationary:13%; human_sputum:13%	-0.0204	0.999998615185681	1795.66	1900	1911	1721	1757	1695	10.55	10.7
Rv0615	Rv0615	integral membrane protein	ctl_stationary:11%	-0.0183	0.999999563634688	1711.07	1514	1652	1818	1840	1742	371.39	375.68
ctpJ	Rv3743c	cation transporter ATPase J	cholesterol:18%; hypoxia_late:17%; hypoxia_fatty_acids:16%; PBS_RIF_DDmtb:11%	-0.0222	0.99999977048725	1719.57	1607	1497	1761	1921	1829	15.76	16.01
cysN	Rv1286	bifunctional sulfate adenyltransferase subunit 1 CysN/adenylylsulfate kinase CysC	acidic_tyloxopol:22%; hypoxia_fatty_acids:20%; nutrient_limitation:14%	-0.0192	0.999999079167865	1751.14	1734	1760	1767	1773	1722	38.21	38.64
clpS	Rv1331	ATP-dependent Clp protease adapter protein ClpS	cholesterol:13%; acidic:12%	-0.0207	0.99999851350787	1797.9	1967	1890	1755	1756	1631	802.13	813.09
Rv0738	Rv0738	hypothetical protein	hypoxia_late:19%; cholesterol:13%	-0.0202	0.999999657125073	1715.03	1668	1519	1841	1804	1753	111.25	112.55
eccC2	Rv3894c	ESX-2 type VII secretion system protein EccC	hypoxia_late:11%	-0.0181	0.999997739594255	1787.48	1801	1975	1691	1795	1683	82.35	83.37
echA12	Rv1472	enoyl-CoA hydratase EchA12	hypoxia_rar:10%	-0.0156	0.999999411624517	1697.6	1480	1590	1838	1862	1734	225.42	227.45
Rv3723	Rv3723	transmembrane protein	microaerophilic:9%	-0.0163	0.9999972561454	1773.76	1750	2008	1694	1794	1634	540.41	545.96
Rv0538	Rv0538	membrane protein	ctl_stationary:16%; PBS_RIF_DDmtb:10%	-0.0183	0.999998370069364	1762.39	1748	1892	1754	1768	1654	137.49	139.07
Rv0944	Rv0944	formamidopyrimidine-DNA glycosylase	hypoxia_late:39%; human_sputum:10%	-0.0244	0.999999885177426	1706.8	1766	1304	1793	1816	1890	23.91	24.27
rplR	Rv0720	50S ribosomal protein L18	hypoxia_rar:10%	-0.0182	0.99999821246173	1761.33	1721	1899	1715	1799	1677	1037.87	1050.19
fadD10	Rv0099	fatty-acid--CoA ligase FadD10	PBS_RIF_DDmtb:14%; hypoxia_late:13%	-0.0219	0.999999352780242	1751.79	1778	1686	1708	1839	1750	30.59	31.06
Rv1232c	Rv1232c	hypothetical protein	PBS_RIF_DDmtb:10%	-0.0193	0.999998909268032	1744.15	1738	1754	1780	1782	1668	174.08	176.25
Rv3566A	Rv3566A	hypothetical protein	hypoxia_fatty_acids:12%	-0.0205	0.999999797570892	1675.31	1450	1438	1790	1897	1831	88.72	89.76
fucA	Rv0727c	L-fuculose phosphate aldolase FucA	hypoxia_late:14%; ctl_stationary:10%	-0.0225	0.999999253672694	1748.71	1845	1671	1717	1737	1776	46.86	47.48
Rv2401	Rv2401	hypothetical protein	PBS_RIF_DDmtb:10%	-0.0251	0.999999813332625	1699.81	1689	1417	1778	1887	1747	53.33	54.12
pncB2	Rv0573c	nicotinic acid phosphoribosyltransferase PncB2	hypoxia_late:29%; ctl_stationary:14%	-0.0199	0.999999889875397	1628.19	1425	1187	1861	1906	1828	16.49	16.67
nadD	Rv2421c	nicotinate-nucleotide adenylyltransferase	hypoxia_late:10%	-0.022	0.999999187357607	1719.92	1751	1611	1733	1775	1732	77.79	78.83
tatD	Rv1008	deoxyribonuclease TatD	hypoxia_late:25%	-0.0259	0.999999633198439	1736.66	1678	1680	1665	1871	1794	22.37	22.8
Rv2190c	Rv2190c	endopeptidase	zinc_limitation:11%; ctl_exponential:10%	-0.0167	0.999995989600914	1750.64	1803	1964	1734	1762	1506	1082.03	1093.13
Rv3268	Rv3268	hypothetical protein	high_iron:10%	-0.0189	0.999996728852693	1754.96	1825	1900	1679	1760	1618	347.56	351.76
Rv1897c	Rv1897c	D-tyrosyl-tRNA(Tyr) deacylase	hypoxia_late:12%; ctl_stationary:12%	-0.0263	0.999999791160232	1704.35	1518	1496	1690	1985	1859	60.31	61.53
Rv3136A	Rv3136A	hypothetical protein	zinc_limitation:21%; hypoxia_rar:10%	-0.019	0.999998741322236	1699.87	1626	1669	1791	1779	1638	953.1	964.08
MT0771	MT0771	hypothetical protein	hypoxia_late:30%; ctl_stationary:15%; PBS_RIF_DDmtb:13%	-0.0387	0.999999999994599	1666.31	1752	1159	1689	1801	1995	12.28	12.6
deaD	Rv1253	ATP-dependent RNA helicase DeaD	acidic_tyloxopol:9%	-0.0198	0.999997364133074	1743.19	1771	1881	1695	1747	1627	96.33	97.56
gpsI	Rv2783c	bifunctional guanosine pentaphosphate synthetase/polyribonucleotide nucleotidyltransferase	high_iron:11%	-0.0191	0.999995460283845	1762.03	1937	1935	1698	1722	1535	1042.31	1054.72
Rv1498c	Rv1498c	methyltransferase	zinc_limitation:11%	-0.0223	0.999998727008892	1720.76	1741	1713	1709	1739	1702	92.55	93.78
ligA	Rv3014c	DNA ligase A	hypoxia_late:21%	-0.02	0.999998239236176	1712.59	1696	1741	1747	1733	1647	66.47	67.27
pssA	Rv0436c	CDP-diacylglycerol--serine O-phosphatidyltransferase	hypoxia_late:10%	-0.0195	0.999997313816808	1730.7	1623	1929	1645	1766	1699	176.75	179.14
Rv3400	Rv3400	hydrolase	hypoxia_late:10%	-0.0178	0.999998345660302	1689.62	1517	1748	1760	1769	1661	205.05	207.2
PPE39	Rv2353c	PPE family protein PPE39	human_sputum:45%; hypoxia_late:23%; ctl_stationary:10%	-0.0283	0.999999984184171	1638.54	1375	943	1521	2465	2112	7.04	7.33
Rv2230c	Rv2230c	GTP cyclohydrolase	hypoxia_late:17%	-0.0194	0.999997896637859	1710.89	1622	1818	1726	1743	1649	117.88	119.27
Rv1520	Rv1520	sugar transferase	human_sputum:12%; hypoxia_late:11%	-0.0238	0.999999505628681	1697.69	1656	1569	1739	1736	1793	26.86	27.27
MT0724.1	MT0724.1	hypothetical protein	hypoxia_late:17%	-0.0421	0.999999900465211	1811.46	1731	1844	1488	2128	1897	29.55	30.72
MT2950	MT2950	hypothetical protein	human_sputum:12%	-0.0222	0.999998071843493	1722.43	1765	1757	1675	1716	1700	545.71	552.87
lipI	Rv1400c	lipase	hypoxia_late:12%	-0.0211	0.999998946735138	1692.24	1651	1605	1777	1741	1690	111.79	113.24
lpqG	Rv3623	lipoprotein LpqG	hypoxia_late:10%	-0.0201	0.999998576856331	1695.07	1581	1717	1725	1752	1703	119.22	120.65
Rv0597c	Rv0597c	hypothetical protein	high_iron:12%	-0.0193	0.999996145843726	1724.42	1764	1869	1700	1746	1551	350.47	354.7
Rv0376c	Rv0376c	hypothetical protein	hypoxia_late:27%; ctl_stationary:12%; human_sputum:10%	-0.025	0.999999058565837	1711.93	1661	1729	1638	1796	1738	22.12	22.5
Rv2203	Rv2203	membrane protein	low_iron:8%	-0.0207	0.999997871985323	1709.2	1737	1726	1722	1755	1608	477.99	484.33
Rv2541	Rv2541	hypothetical protein	hypoxia_late:43%	-0.0276	0.999999466175653	1714.93	1869	1541	1762	1718	1693	89.71	91.26
MT2514	MT2514	hypothetical protein	PBS_RIF_DDmtb:16%	-0.0294	0.999999859027887	1677.3	1580	1334	1469	2132	1936	67.03	69
Rv1265	Rv1265	hypothetical protein	ctl_stationary:14%; nutrient_limitation:11%	-0.0195	0.999995459410827	1735.86	1830	1891	1677	1730	1561	434.63	439.91
Rv2621c	Rv2621c	transcriptional regulator	hypoxia_fatty_acids:18%; microaerophilic:14%; ctl_stationary:14%; low_iron:13%	-0.0218	0.999998265152011	1703.98	1586	1790	1637	1797	1715	120.57	122.38
fadE28	Rv3544c	acyl-CoA dehydrogenase FadE28	hypoxia_fatty_acids:27%	-0.0236	0.999999529637646	1668.2	1410	1501	1579	1983	1906	43.47	44.39
furA	Rv1909c	ferric uptake regulation protein FurA	zinc_limitation:14%; human_sputum:13%; hypoxia_fatty_acids:11%	-0.0222	0.9999989779839	1685.31	1420	1781	1589	1874	1783	90.82	92.29
Rv3440c	Rv3440c	hypothetical protein	hypoxia_late:16%	-0.0246	0.999999299996899	1690.91	1654	1548	1686	1828	1745	121.56	123.53
Rv0238	Rv0238	transcriptional regulator	human_sputum:9%	-0.0242	0.999998311980184	1712.22	1702	1718	1669	1776	1697	210.78	214.37
Rv2515c	Rv2515c	hypothetical protein	ctl_stationary:17%; PBS_RIF_DDmtb:15%; hypoxia_fatty_acids:12%; hypoxia_late:11%	-0.0254	0.999999018039274	1705.58	1686	1698	1655	1771	1719	19.76	20.09
glnH	Rv0411c	glutamine-binding lipoprotein GlnH	zinc_limitation:8%	-0.0193	0.999994800666049	1711.94	1676	1950	1614	1731	1600	207.04	209.57
treY	Rv1563c	maltooligosyl trehalose synthase	hypoxia_late:20%	-0.0237	0.999996750723907	1742.05	1855	1843	1608	1745	1666	49.27	50.11
Rv0380c	Rv0380c	RNA methyltransferase	butyrate_plus_glucose:9%	-0.0209	0.999997867642027	1691.99	1602	1780	1699	1740	1642	187.64	190.09
Rv0314c	Rv0314c	membrane protein	ctl_stationary:9%	-0.02	0.999993930579579	1737.14	1850	1960	1615	1711	1565	359.86	364.5
Rv1610	Rv1610	membrane protein	hypoxia_late:18%	-0.0193	0.999995374387127	1708.61	1643	1946	1650	1723	1592	304.74	308.49
Rv2223c	Rv2223c	carboxylesterase B	tyloxopol:10%	-0.0204	0.999997362120993	1692.31	1695	1733	1736	1717	1583	128.36	129.96
Rv0653c	Rv0653c	transcriptional regulator	high_iron:13%; tyloxopol:12%	-0.0211	0.999998948930129	1655.97	1641	1439	1786	1774	1652	232.26	235.19
Rv0259c	Rv0259c	hypothetical protein	hypoxia_late:27%; ctl_stationary:16%; PBS_RIF_DDmtb:13%	-0.0278	0.999999731202748	1665.97	1554	1517	1684	1786	1799	12.25	12.46
TB15.3	Rv1636	iron-regulated universal stress protein	hypoxia_hypoxic:10%	-0.0224	0.999999198577298	1653.24	1615	1450	1798	1767	1648	353.37	358.22
cyp51	Rv0764c	lanosterol 14-alpha demethylase	microaerophilic:15%; hypoxia_fatty_acids:11%; butyrate:10%; ctl_stationary:10%; hypoxia_late:10%	-0.0248	0.999998401463872	1695.74	1846	1585	1711	1682	1660	40.42	41.01
Rv1864c	Rv1864c	hypothetical protein	hypoxia_late:10%	-0.0224	0.999998442059282	1672.99	1493	1765	1671	1729	1714	58.66	59.43
mbtD	Rv2381c	polyketide synthetase	low_iron:49%; hypoxia_late:11%; human_sputum:11%	-0.0266	0.999999129492329	1691.18	1761	1451	1613	1858	1789	22.06	22.55
PE26	Rv2519	PE family protein PE26	zinc_limitation:8%	-0.0208	0.999995392797237	1708.6	1727	1879	1643	1714	1587	177.71	180.2
Rv3821	Rv3821	integral membrane protein	INDIGO_exponential:10%	-0.0201	0.999996649789533	1688.58	1544	1873	1668	1742	1625	210.7	213.43
Rv2738c	Rv2738c	hypothetical protein	butyrate_plus_glucose:9%	-0.0252	0.999998003110828	1708.07	1849	1684	1657	1660	1694	181.51	184.08
mmpL4	Rv0450c	transmembrane transport protein MmpL4	tyloxopol:15%	-0.0179	0.999994468451314	1686.13	1524	1983	1619	1750	1574	112.51	113.78
Rv2969c	Rv2969c	hypothetical protein	zinc_limitation:9%	-0.0186	0.999993818426289	1695.67	1677	1910	1656	1728	1519	538.89	545.08
cobIJ	Rv2066	bifunctional S-adenosyl-L-methionine-precorrin-2 methyl transferase/precorrin-3 methylase	hypoxia_late:20%	-0.0228	0.999998066569205	1674.92	1816	1505	1741	1727	1595	133.38	135.3
MT0416	MT0416	hypothetical protein	hypoxia_late:16%; ctl_stationary:12%; hypoxia_hypoxic:12%	-0.0405	0.999999849657526	1742.2	1913	1659	1562	1886	1704	37.78	38.9
ASdes	ASdes	putative small regulatory RNA	INDIGO_exponential:10%	-0.0202	0.999993718412075	1708.68	1772	1912	1652	1721	1500	3672.99	3720.42
Rv2750	Rv2750	dehydrogenase	ctl_exponential:8%	-0.0235	0.99999550673044	1711.1	1885	1767	1634	1706	1572	269.26	273.55
Rv3422c	Rv3422c	tRNA threonylcarbamoyladenosine biosynthesis protein	hypoxia_late:10%	-0.0234	0.999994931956738	1712.18	1894	1823	1617	1670	1568	263.27	267.2
umaA	Rv0469	mycolic acid synthase UmaA	nutrient_limitation:16%; human_sputum:16%	-0.0208	0.999996714751918	1671.8	1692	1685	1723	1712	1550	345.46	349.91
MT1924.1	MT1924.1	hypothetical protein	human_sputum:40%; hypoxia_hypoxic:13%; low_iron:10%	-0.0287	0.999999223030753	1676.04	1645	1586	1483	1896	1786	68.93	70.43
Rv2337c	Rv2337c	hypothetical protein	hypoxia_late:10%; ctl_stationary:10%	-0.0229	0.999997735496181	1668.31	1510	1736	1581	1784	1739	81.1	82.5
Rv2264c	Rv2264c	hypothetical protein	hypoxia_late:23%	-0.0235	0.999998323951956	1660.44	1683	1561	1740	1691	1630	49.46	50.17
