GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_ATC_RIF	Rv0494_ATC_noDrug
arfB	Rv0900	membrane protein	ctl_stationary:7%	-0.0246	0.999999754306348	1988.96	1936	1835	1807	2525	1883	99.04	100.33
PPE21	Rv1548c	PPE family protein PPE21	hypoxia_late:20%; human_sputum:12%	-0.0191	0.999999337412076	1970.9	1850	1921	1860	2436	1819	27.18	27.4
cfp2	Rv2376c	low molecular weight antigen MTB12	tyloxopol:10%; INDIGO_exponential:10%	-0.0176	0.999998690214703	1988.83	1948	1979	1875	2442	1734	733.4	738.39
coaA	Rv1092c	pantothenate kinase	hypoxia_late:11%	-0.0197	0.999998851406781	1992.14	1975	1975	1863	2413	1764	125.5	126.46
Rv2575	Rv2575	membrane protein	high_iron:8%	-0.0172	0.999998336361609	1990.03	1957	2012	1879	2406	1727	249.37	251.07
Rv0443	Rv0443	hypothetical protein	low_iron:8%	-0.0157	0.999999024404814	1962.2	1783	1971	1890	2438	1765	342.21	344.24
rplV	Rv0706	50S ribosomal protein L22	butyrate_plus_glucose:11%	-0.014	0.999997882057958	1978.72	1929	2020	1894	2440	1651	1573.93	1581.86
smc	Rv2922c	chromosome partition protein Smc	hypoxia_late:18%	-0.0184	0.99999901077557	1977.59	1918	1954	1886	2424	1738	98.12	98.9
dfp	Rv1391	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase	microaerophilic:12%; cholesterol:12%	-0.0138	0.999998284507626	1968.02	1847	2014	1901	2447	1672	591.44	594.26
Rv0875c	Rv0875c	hypothetical protein	microaerophilic:19%	-0.0195	0.999999078496368	1972.13	1916	1893	1845	2434	1804	154.28	155.64
xylB	Rv0729	D-xylulose kinase XylB	hypoxia_late:33%	-0.0186	0.999999891486893	1911.89	1588	1662	1899	2533	1945	18.78	18.91
argU	Rvnt43	tRNA-Arg	zinc_limitation:41%; hypoxia_late:23%	-0.0421	0.999999999993653	1963.16	1669	1511	1572	2857	2373	21.07	22
accD1	Rv2502c	acetyl-/propionyl-CoA carboxylase subunit beta	low_iron:17%; microaerophilic:13%; butyrate:12%	-0.017	0.999998264436577	1971.5	1880	1995	1856	2416	1743	94.35	95
Rv3066	Rv3066	DeoR family transcriptional regulator	hypoxia_late:16%; PBS_RIF_DDmtb:11%	-0.0205	0.999999591369846	1937.47	1774	1698	1775	2570	1930	69.32	70.22
rsmA	Rv3912	anti-sigma-M factor RsmA	hypoxia_late:30%; ctl_stationary:10%	-0.0248	0.999999762561909	1955.63	1804	1780	1756	2541	1948	16.51	16.75
Rv2653c	Rv2653c	toxin	hypoxia_late:49%; PBS_RIF_DDmtb:10%	-0.0322	0.999999998464819	1897.7	1898	1485	1938	2243	1965	5.26	5.29
Rv2715	Rv2715	hydrolase	zinc_limitation:9%	-0.0163	0.999997701294736	1970.64	1928	1997	1878	2412	1674	385.87	388.33
rpfA	Rv0867c	resuscitation-promoting factor RpfA	tyloxopol:14%; human_sputum:12%	-0.0217	0.999999846003919	1927.21	1710	1674	1872	2491	1941	360.29	363.8
Rv1995	Rv1995	hypothetical protein	hypoxia_late:22%; ctl_stationary:13%; PBS_RIF_DDmtb:12%	-0.0278	0.999999934113754	1949.73	1802	1685	1738	2629	1964	7.86	8.01
MT0031	MT0031	hypothetical protein	human_sputum:10%	-0.02	0.999999977614387	1850.36	1552	1242	2085	2488	2016	56.74	56.91
ephF	Rv0134	epoxide hydrolase EphF	INDIGO_exponential:9%	-0.0178	0.999998824698236	1944.19	1841	1827	1846	2459	1786	298.49	301.16
Rv3481c	Rv3481c	integral membrane protein	hypoxia_late:17%; PBS_RIF_DDmtb:14%	-0.0233	0.9999994861554	1950.57	1894	1784	1830	2441	1839	44.39	44.88
PE22	Rv2107	PE family protein PE22	hypoxia_late:24%; hypoxia_hypoxic:16%; human_sputum:12%	-0.0275	0.999999861888786	1953.49	1807	1761	1702	2559	1996	22.12	22.49
Rv1587c	Rv1587c	hypothetical protein	hypoxia_fatty_acids:20%; butyrate:14%; hypoxia_late:11%	-0.0199	0.999999106927413	1941.87	1793	1816	1784	2501	1860	59.9	60.56
vapB13	Rv1839c	antitoxin VapB13	human_sputum:11%	-0.0214	0.999999688921367	1923.35	1668	1803	1868	2404	1912	97.4	98.14
lysU	Rvnt30	tRNA-Lys	hypoxia_hypoxic:24%; hypoxia_late:18%; hypoxia_rar:13%; human_sputum:11%	-0.0278	0.999999967952396	1918.59	1888	1434	1825	2477	2043	48.35	49.13
hbhA	Rv0475	heparin binding hemagglutinin HbhA	hypoxia_hypoxic:13%; cholesterol:12%; hypoxia_rar:10%; zinc_limitation:10%	-0.0168	0.999997456127738	1959.53	1871	2023	1874	2410	1658	811.26	816.67
galTa	Rv0618	galactose-1-phosphate uridylyltransferase galTa	hypoxia_late:23%	-0.0268	0.999999473372603	1967.06	1905	1755	1709	2584	1940	60.66	61.81
Rv0634A	Rv0634A	hypothetical protein	ctl_exponential:18%; acidic:10%	-0.0195	0.999998836086068	1937.5	1806	1875	1865	2425	1752	640.87	645.76
Rv1362c	Rv1362c	membrane protein	hypoxia_late:10%	-0.0211	0.999998760589042	1945.22	1854	1862	1815	2429	1800	116.78	118.02
mazF4	Rv1495	mRNA interferase MazF4	hypoxia_late:13%	-0.0246	0.999999551860487	1942.52	1858	1799	1844	2356	1881	75.7	76.46
mbtF	Rv2379c	peptide synthetase	low_iron:40%; hypoxia_late:10%	-0.018	0.999997497778063	1951.9	1892	1938	1838	2407	1718	55.73	56.2
Rv0585c	Rv0585c	integral membrane protein	hypoxia_late:23%	-0.0213	0.99999898472341	1940.52	1813	1826	1794	2487	1825	27.81	28.15
udgA	Rv0322	UDP-glucose 6-dehydrogenase UdgA	hypoxia_late:19%; ctl_stationary:15%	-0.0257	0.999999728314803	1931.69	1796	1640	1654	2680	1975	10.1	10.34
Rv3626c	Rv3626c	hypothetical protein	microaerophilic:17%	-0.017	0.999998179007699	1929.04	1721	1927	1836	2433	1768	185.57	187.05
Rv1025	Rv1025	hypothetical protein	hypoxia_late:10%	-0.0212	0.999998406147514	1943.76	1846	1909	1821	2392	1781	150.03	151.44
psd	Rv0437c	phosphatidylserine decarboxylase	hypoxia_late:14%	-0.0223	0.999998300301535	1957.97	1926	1942	1828	2358	1762	113.94	115.07
rpmD	Rv0722	50S ribosomal protein L30	hypoxia_rar:10%; high_iron:10%	-0.0171	0.99999699636807	1943.38	1830	1969	1835	2411	1708	1353.72	1363.66
Rv2295	Rv2295	hypothetical protein	human_sputum:11%; acidic_tyloxopol:11%	-0.0205	0.999998412814366	1936.51	1869	1867	1851	2376	1749	167.24	168.72
hddA	Rv0115	D-alpha-D-heptose-7-phosphate kinase HddA	hypoxia_late:17%	-0.0218	0.999999218358119	1924.29	1776	1746	1754	2512	1884	40.15	40.69
Rv0235c	Rv0235c	transmembrane protein	hypoxia_late:13%	-0.0205	0.999997995343243	1941.17	1852	1907	1822	2401	1756	63.98	64.59
MT0910.1	MT0910.1	hypothetical protein	hypoxia_late:29%; PBS_RIF_DDmtb:27%	-0.0371	0.99999999998756	1868.49	1781	1316	1599	2777	2022	6.21	6.45
Rv0516c	Rv0516c	anti-anti-sigma factor	butyrate:17%	-0.02	0.999997307029209	1943.44	1848	1984	1840	2371	1706	338.25	341.14
Rv1461	Rv1461	hypothetical protein	low_iron:20%; zinc_limitation:15%; nutrient_limitation:12%	-0.0163	0.999995800190318	1934.02	1839	1977	1854	2402	1638	262.65	264.42
pdc	Rv0853c	alpha-keto-acid decarboxylase	hypoxia_late:13%	-0.0222	0.999998640561964	1930.18	1843	1871	1852	2367	1747	57.72	58.28
Rv3555c	Rv3555c	hypothetical protein	hypoxia_late:17%; zinc_limitation:13%; human_sputum:10%	-0.0234	0.999998356258411	1937.49	1925	1814	1799	2414	1770	94.43	95.62
PE5	Rv0285	PE family protein PE5	microaerophilic:49%	-0.0189	0.99999678577937	1930.38	1868	1900	1831	2397	1691	988.88	997.42
Rv3552	Rv3552	CoA-transferase subunit beta	human_sputum:38%	-0.0234	0.999999611585095	1877.64	1708	1501	1747	2582	1934	49.25	50.05
ptpA	Rv2234	protein-tyrosine-phosphatase	ctl_stationary:9%	-0.0258	0.999998811199873	1938.7	1913	1858	1829	2321	1795	79.43	80.27
cobN	Rv2062c	cobalamin biosynthesis protein CobN	hypoxia_late:16%	-0.021	0.99999722951594	1931.41	1832	1958	1842	2388	1673	95.29	96.19
pnp	Rv0535	S-methyl-5'-thioadenosine phosphorylase	hypoxia_late:23%	-0.0248	0.999999592986119	1896.62	1770	1687	1857	2366	1838	37.11	37.52
mazE6	Rv1991A	antitoxin MazE6	PBS_RIF_DDmtb:18%	-0.0272	0.999999404860822	1921.7	1788	1798	1781	2378	1895	76.96	77.93
Rv1151c	Rv1151c	NAD-dependent protein deacylase	hypoxia_late:14%	-0.0252	0.999999027138882	1925.83	1883	1764	1798	2417	1803	52.09	52.79
Rv0876c	Rv0876c	transmembrane protein	microaerophilic:16%	-0.0188	0.99999603784932	1929.73	1864	1937	1826	2379	1677	166.58	167.97
Rv1919c	Rv1919c	hypothetical protein	ctl_exponential:15%; acidic:13%	-0.0218	0.999997090197467	1935.57	1857	1970	1833	2329	1716	248.45	250.78
Rv0521	Rv0521	methyltransferase/methylase	hypoxia_late:25%; ctl_stationary:20%; PBS_RIF_DDmtb:11%	-0.0351	0.999999963188443	1899.15	1867	1413	1651	2710	1972	6.22	6.44
Rv2826c	Rv2826c	hypothetical protein	microaerophilic:27%	-0.0217	0.999999412517099	1867.08	1573	1708	1837	2468	1808	83.44	84.42
lpqI	Rv0237	lipoprotein LpqI	zinc_limitation:11%; high_iron:11%	-0.0196	0.999997248995026	1912.72	1746	1953	1848	2370	1683	232.14	234.13
PE1	Rv0151c	PE family protein PE1	hypoxia_late:17%; PBS_RIF_DDmtb:17%; human_sputum:11%; ctl_stationary:11%	-0.0228	0.999999137465071	1886.14	1636	1754	1789	2463	1840	29.39	29.8
Rv2256c	Rv2256c	hypothetical protein	cholesterol:8%	-0.0198	0.999997248692186	1907.46	1816	1831	1834	2409	1686	1160.26	1171.29
Rv2994	Rv2994	MFS-type transporter	hypoxia_late:8%	-0.0208	0.999995838889117	1930.54	1908	1940	1820	2352	1665	178.09	179.83
mce1F	Rv0174	Mce family protein Mce1F	butyrate_plus_glucose:12%	-0.0171	0.999996406809064	1902.25	1716	1960	1866	2393	1621	871.61	877.87
embB	Rv3795	arabinosyltransferase B	tyloxopol:11%; high_iron:11%; butyrate_plus_glucose:10%	-0.0199	0.999996321082927	1914.55	1824	1932	1841	2368	1644	148.01	149.35
Rv2661c	Rv2661c	hypothetical protein	ctl_stationary:19%; acidic_tyloxopol:16%; hypoxia_fatty_acids:14%; PBS_RIF_DDmtb:11%	-0.0302	0.999999514930497	1903.64	1754	1812	1811	2295	1870	30.05	30.44
Rv2749	Rv2749	hypothetical protein	zinc_limitation:7%	-0.0228	0.999998505576941	1893.56	1654	1872	1774	2423	1789	165.33	167.24
ufaA1	Rv0447c	cyclopropane-fatty-acyl-phospholipid synthase UfaA	PBS_RIF_DDmtb:25%; hypoxia_late:13%	-0.024	0.999997865709836	1916.76	1870	1822	1779	2387	1759	52.82	53.46
MT0116.1	MT0116.1	hypothetical protein	acidic_tyloxopol:23%; butyrate_plus_glucose:14%; butyrate:12%; low_iron:12%; tyloxopol:11%	-0.0254	0.999998675880912	1905.92	1753	1854	1801	2363	1790	311.24	314.92
fbiB	Rv3262	coenzyme F420:L-glutamate ligase	hypoxia_late:17%	-0.0211	0.999995810283994	1918.38	1835	1961	1819	2340	1669	146.59	148.02
Rv3165c	Rv3165c	hypothetical protein	hypoxia_late:19%	-0.036	0.999999736051912	1922.94	1949	1726	1752	2342	1876	21.49	21.97
MT1192	MT1192	hypothetical protein	microaerophilic:15%	-0.0218	0.999996362861968	1916.1	1855	1894	1800	2365	1699	954.43	964.26
Rv1490	Rv1490	membrane protein	hypoxia_late:13%; human_sputum:10%	-0.0257	0.999998624430809	1902.84	1768	1794	1732	2458	1807	28.64	29.06
PPE4	Rv0286	PPE family protein PPE4	microaerophilic:32%; low_iron:11%	-0.0202	0.999994867226113	1906.27	1861	1903	1832	2361	1612	716.37	722.96
sucC	Rv0951	succinyl-CoA ligase subunit beta	hypoxia_hypoxic:9%	-0.0228	0.999996941898396	1902.47	1808	1879	1824	2383	1656	489.02	494.29
Rv1129c	Rv1129c	transcriptional regulator	hypoxia_fatty_acids:18%; human_sputum:16%	-0.0299	0.999999342169922	1891.77	1760	1740	1719	2450	1836	10.11	10.3
orn	Rv2511	oligoribonuclease	hypoxia_late:10%	-0.0271	0.999997519934234	1926.3	1899	1930	1771	2297	1758	68.05	68.89
mutA	Rv1492	methylmalonyl-CoA mutase small subunit	hypoxia_late:14%; hypoxia_fatty_acids:10%	-0.0205	0.999997294356391	1875.68	1632	1846	1817	2395	1732	88.35	89.24
Rv3216	Rv3216	acetyltransferase	INDIGO_exponential:8%	-0.0233	0.999996938290987	1899.5	1757	1906	1761	2345	1760	146.37	147.99
fadD8	Rv0551c	fatty-acid--CoA ligase FadD8	hypoxia_late:15%; human_sputum:13%	-0.023	0.999998012206202	1874.07	1663	1770	1737	2443	1806	44.64	45.26
mgtA	Rv0557	GDP-mannose-dependent alpha-mannosyltransferase	zinc_limitation:8%	-0.025	0.999997558515524	1900.4	1893	1745	1786	2381	1733	151.13	153.24
esxN	Rv1793	ESAT-6 like protein EsxN	acidic:9%	-0.0205	0.999993172119091	1902.29	1844	1928	1809	2348	1619	1464.63	1478.52
MT0853	MT0853	hypothetical protein	INDIGO_exponential:10%	-0.0279	0.999999263447919	1863.38	1605	1751	1739	2445	1830	112.49	114.18
PE_PGRS8	Rv0742	hypothetical protein	hypoxia_late:38%	-0.0269	0.999997865392348	1896.44	1834	1806	1748	2364	1763	91.06	92.36
Rv1920	Rv1920	membrane protein	acidic_tyloxopol:10%; acidic:10%	-0.028	0.999998496407564	1884.46	1791	1775	1773	2339	1775	46.61	47.3
Rv3720	Rv3720	fatty acid synthase	zinc_limitation:8%	-0.0211	0.999994072056577	1880.65	1763	1884	1792	2351	1650	225.04	227.31
Rv3096	Rv3096	hypothetical protein	tyloxopol:11%	-0.0227	0.999994198946793	1887	1817	1898	1802	2299	1649	160.69	162.41
lpdA	Rv3303c	NAD(P)H quinone reductase LpdA	hypoxia_late:10%	-0.0236	0.999993346987597	1903	1881	1949	1791	2289	1635	118.22	119.51
PPE64	Rv3558	PPE family protein PPE64	hypoxia_late:26%; human_sputum:14%	-0.0269	0.99999749278232	1883.81	1720	1891	1762	2322	1755	26.02	26.36
Rv1579c	Rv1579c	phage protein	hypoxia_late:17%	-0.0362	0.999999567851263	1879.44	1828	1769	1816	2175	1823	25.36	25.69
Rv1637c	Rv1637c	hypothetical protein	hypoxia_rar:8%	-0.0227	0.999994813677345	1878.18	1747	1902	1795	2318	1662	189.37	191.41
gyrA	Rv0006	DNA gyrase subunit A	INDIGO_exponential:8%	-0.021	0.999993063772205	1876.92	1809	1852	1813	2347	1602	1008.31	1018.38
mce3R	Rv1963c	transcriptional repressor Mce3R	hypoxia_late:17%; PBS_RIF_DDmtb:11%; ctl_stationary:10%	-0.0282	0.99999894112385	1861.99	1732	1610	1723	2483	1821	31.02	31.59
sadH	Rv3085	oxidoreductase SadH	hypoxia_late:18%; nutrient_limitation:16%	-0.027	0.999997756092987	1874.24	1801	1739	1780	2369	1719	111.6	113.17
Rv2542	Rv2542	hypothetical protein	hypoxia_late:9%	-0.0232	0.999994542311062	1875.55	1790	1840	1749	2350	1684	139.13	140.85
Rv0495c	Rv0495c	hypothetical protein	high_iron:9%	-0.0235	0.999993959289403	1881.87	1805	1905	1793	2308	1631	245.16	247.94
Rv0048c	Rv0048c	membrane protein	PBS_RIF_DDmtb:12%; acidic_tyloxopol:12%	-0.0242	0.999996919887779	1863.47	1686	1818	1782	2335	1731	96.71	97.84
MT3322	MT3322	hypothetical protein	high_iron:11%	-0.0234	0.99999694449807	1849.19	1613	1796	1810	2357	1712	523.88	529.52
Rv0142	Rv0142	hypothetical protein	hypoxia_late:21%	-0.024	0.999996539155378	1855.59	1633	1823	1763	2377	1725	104.86	106.13
Rv0579	Rv0579	hypothetical protein	cholesterol:11%	-0.0239	0.999994964439142	1866	1740	1849	1740	2338	1698	145.34	147.1
iniB	Rv0341	isoniazid inducible protein IniB	hypoxia_rar:23%; acidic:22%; hypoxia_hypoxic:12%; acidic_tyloxopol:11%	-0.0342	0.999999669344663	1836.81	1587	1645	1788	2346	1864	669.38	681.91
purL	Rv0803	phosphoribosylformylglycinamidine synthase 2	zinc_limitation:10%	-0.0222	0.999990830112618	1875.16	1827	1908	1796	2315	1568	213.67	215.92
echA1	Rv0222	enoyl-CoA hydratase EchA1	acidic:10%	-0.024	0.999995330361449	1863.93	1767	1782	1759	2354	1694	198.95	201.5
Rv0194	Rv0194	multidrug ABC transporter ATPase/permease	hypoxia_late:28%; ctl_stationary:14%; human_sputum:14%	-0.0287	0.999998771768093	1846.93	1685	1617	1711	2470	1811	9.53	9.74
Rv2044c	Rv2044c	hypothetical protein	hypoxia_late:13%; ctl_stationary:10%	-0.0383	0.999999875775765	1843.22	1614	1440	1621	2706	1959	19.82	20.44
eccD4	Rv3448	ESX-4 secretion system protein EccD4	hypoxia_late:44%; PBS_RIF_DDmtb:17%; ctl_stationary:11%	-0.0359	0.999999596185604	1847.58	1726	1548	1678	2563	1801	4.96	5.1
Rv1140	Rv1140	integral membrane protein	PBS_RIF_DDmtb:10%	-0.0245	0.999992997140636	1876.97	1845	1859	1731	2314	1668	144.53	146.34
mbtL	Rv1344	acyl carrier protein MbtL	low_iron:21%; human_sputum:13%	-0.0262	0.999999329948923	1796.51	1493	1493	1818	2394	1856	101.86	103.03
PPE60	Rv3478	PE family protein PPE60	acidic:25%	-0.0215	0.999988822973219	1871.73	1840	1929	1806	2302	1523	1933.08	1952.49
PE8	Rv1040c	PE family protein PE8	hypoxia_late:45%; human_sputum:12%	-0.0395	0.9999996515373	1858.68	1784	1631	1728	2461	1744	7.29	7.48
Rv0082	Rv0082	oxidoreductase	hypoxia_late:14%; ctl_stationary:11%; hypoxia_hypoxic:11%	-0.0255	0.999998627379946	1818.33	1564	1630	1808	2390	1754	183.08	185.58
PE_PGRS60	Rv3652	PE-PGRS family-related protein PE_PGRS60	hypoxia_late:23%	-0.0334	0.999998649732464	1855.19	1789	1694	1760	2279	1782	72.12	73.29
Rv1924c	Rv1924c	hypothetical protein	INDIGO_exponential:10%	-0.0257	0.999996151138809	1847.97	1652	1833	1767	2320	1704	225.87	228.64
Rv3645	Rv3645	transmembrane protein	hypoxia_rar:10%	-0.0217	0.999990487606293	1849.55	1709	1904	1804	2316	1557	327.1	330.46
MT3953	MT3953	hypothetical protein	acidic_tyloxopol:14%	-0.0357	0.99999861870795	1865.16	1849	1715	1745	2270	1773	137.08	139.28
Rv1668c	Rv1668c	macrolide-transport ATP-binding protein ABC transporter	hypoxia_late:19%	-0.0277	0.999997928038706	1830.75	1602	1744	1777	2330	1741	48	48.69
Rv0324	Rv0324	transcriptional regulator	hypoxia_fatty_acids:20%; hypoxia_late:16%; ctl_stationary:12%	-0.0314	0.999998059142788	1847.11	1745	1655	1682	2403	1798	40.38	41.14
fhaA	Rv0020c	FHA domain-containing protein FhaA	human_sputum:8%	-0.0216	0.999988547988219	1849.94	1762	1919	1805	2307	1502	839.04	847.46
espG1	Rv3866	ESX-1 secretion-associated protein EspG	human_sputum:8%	-0.0228	0.999991973307047	1840.69	1714	1811	1751	2325	1640	393.39	398.02
Rv1961	Rv1961	hypothetical protein	hypoxia_late:21%; PBS_RIF_DDmtb:12%	-0.0346	0.999998863610778	1844.6	1810	1535	1662	2457	1822	41.27	42.25
menH	Rv0558	demethylmenaquinone methyltransferase	hypoxia_fatty_acids:16%	-0.0236	0.999989578302118	1853.47	1769	1890	1743	2291	1609	319.35	323.03
Rv1191	Rv1191	hypothetical protein	hypoxia_late:22%	-0.0315	0.999996766046118	1856.08	1866	1705	1735	2317	1692	75.92	77.26
Rv3224B	Rv3224B	conserved hypothetical protein	high_iron:11%	-0.025	0.999996137116761	1825.34	1594	1772	1783	2333	1687	520.75	526.91
ispD	Rv3582c	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	microaerophilic:25%	-0.0244	0.999993021252418	1841.13	1765	1762	1769	2336	1613	1840.58	1863.73
cyp137	Rv3685c	cytochrome P450 Cyp137	PBS_RIF_DDmtb:11%	-0.0253	0.99999492472974	1831.98	1729	1667	1725	2360	1721	149.76	151.98
Rv0012	Rv0012	membrane protein	INDIGO_exponential:7%	-0.0237	0.999989949907244	1846.57	1719	1887	1727	2296	1639	202.52	204.9
Rv2477c	Rv2477c	macrolide ABC transporter ATP-binding protein	zinc_limitation:14%	-0.0232	0.99998569279068	1850.22	1821	1926	1772	2274	1500	365.25	369.37
espG3	Rv0289	ESX-3 secretion-associated protein EspG3	microaerophilic:27%; zinc_limitation:13%; cholesterol:13%	-0.0232	0.999984575486075	1850.59	1875	1897	1770	2276	1479	1530.69	1547.83
Rv0121c	Rv0121c	hypothetical protein	hypoxia_late:15%	-0.0328	0.999998090630197	1824.87	1653	1702	1597	2453	1780	39.99	40.77
PPE19	Rv1361c	PPE family protein PPE19	acidic:23%	-0.0221	0.999989366390214	1823.48	1675	1837	1787	2313	1549	1509.84	1525.87
Rv2775	Rv2775	GCN5-like N-acetyltransferase	acidic_tyloxopol:10%	-0.0314	0.999994072336317	1852.74	1842	1829	1701	2219	1696	102.59	104.17
Rv0906	Rv0906	hypothetical protein	zinc_limitation:14%	-0.0234	0.999989551816175	1827.84	1631	1901	1736	2284	1626	161.54	163.36
Rv1515c	Rv1515c	hypothetical protein	hypoxia_late:16%	-0.0335	0.999997976675086	1826.74	1727	1676	1750	2260	1750	35.5	36.06
Rv2886c	Rv2886c	resolvase	hypoxia_late:24%; human_sputum:13%	-0.029	0.999995108203549	1837.08	1766	1735	1721	2319	1680	104.21	105.86
aspC	Rv0337c	aspartate aminotransferase	tyloxopol:10%	-0.0246	0.999990221053914	1830.96	1703	1850	1765	2282	1591	205.05	207.53
PPE5	Rv0304c	PPE family protein PPE5	hypoxia_late:29%; ctl_stationary:13%; human_sputum:13%	-0.028	0.999997914898665	1777.11	1509	1619	1812	2293	1701	10.55	10.72
Rv1171	Rv1171	hypothetical protein	acidic_tyloxopol:14%	-0.0323	0.999995384074602	1836.69	1819	1690	1685	2331	1697	126.66	129.1
ercc3	Rv0861c	DNA helicase Ercc3	zinc_limitation:17%	-0.0252	0.999986528959941	1830.77	1785	1848	1729	2251	1574	144.75	146.61
pepB	Rv2213	cytosol aminopeptidase	tyloxopol:9%	-0.0288	0.999992979643046	1828.25	1772	1768	1755	2271	1608	172.33	174.89
MT1025.3	MT1025.3	hypothetical protein	cholesterol:12%; zinc_limitation:10%	-0.0277	0.999992927939978	1822.87	1730	1737	1703	2305	1675	519.29	527.47
embC	Rv3793	arabinosyltransferase C	hypoxia_late:13%	-0.0242	0.999987072240619	1807.2	1634	1864	1758	2280	1543	114.57	115.94
leuT	Rvnt03	tRNA-Leu	butyrate:12%; hypoxia_late:12%	-0.0448	0.99999942829902	1825.73	1800	1507	1579	2473	1843	72.62	75.03
Rv3575c	Rv3575c	LacI family transcriptional regulator	hypoxia_late:14%	-0.0382	0.999999472919921	1772.2	1618	1400	1746	2301	1857	53.97	55.14
deoD	Rv3307	purine nucleoside phosphorylase	hypoxia_late:12%	-0.0291	0.999992274488618	1821.76	1759	1774	1742	2254	1611	265.54	269.5
Rv1118c	Rv1118c	hypothetical protein	tyloxopol:8%	-0.0268	0.999990724376178	1804.83	1604	1824	1686	2290	1660	100.86	102.25
MT2045	MT2045	hypothetical protein	human_sputum:12%; PBS_RIF_DDmtb:11%	-0.0379	0.999999255404079	1772.97	1621	1456	1726	2265	1847	42.7	43.62
glcB	Rv1837c	malate synthase	high_iron:9%	-0.0212	0.999977338594081	1814.56	1756	1912	1776	2277	1406	737.84	745.16
Rv1498c	Rv1498c	methyltransferase	zinc_limitation:11%	-0.0318	0.999992247855226	1824.88	1752	1820	1690	2223	1666	92.55	94.05
eccA1	Rv3868	ESX-1 secretion system protein EccA1	microaerophilic:11%	-0.0243	0.999987554722286	1792.83	1638	1800	1766	2286	1519	529.24	535.64
Rv0029	Rv0029	hypothetical protein	zinc_limitation:9%	-0.0288	0.999989947553317	1816.41	1750	1783	1716	2234	1628	98.04	99.52
narU	Rv0267	nitrite extrusion protein NarU	PBS_RIF_DDmtb:11%	-0.0283	0.999987593719118	1823.22	1780	1830	1717	2214	1603	118.86	120.63
Rv0986	Rv0986	adhesion component ABC transporter ATP-binding protein	ctl_stationary:22%; PBS_RIF_DDmtb:16%; hypoxia_late:14%	-0.0355	0.999997040357761	1797.23	1692	1658	1714	2207	1742	34.44	35.05
rplX	Rv0715	50S ribosomal protein L24	acidic:9%	-0.024	0.999982123119585	1798.03	1650	1855	1722	2262	1542	1248.22	1263.43
Rv0218	Rv0218	transmembrane protein	hypoxia_late:25%; human_sputum:10%	-0.0332	0.999998323790368	1745.01	1468	1405	1607	2518	1832	21.55	22.1
rplA	Rv0641	50S ribosomal protein L1	zinc_limitation:12%	-0.0237	0.999979128970079	1805.19	1797	1839	1753	2248	1435	2194.47	2220.15
Rv0263c	Rv0263c	hypothetical protein	butyrate:12%	-0.0298	0.99999394031207	1782.62	1556	1682	1666	2328	1729	88.57	90.21
Rv1288	Rv1288	hypothetical protein	acidic_tyloxopol:12%; hypoxia_late:12%	-0.0342	0.999995977052233	1794.12	1624	1704	1687	2275	1717	25.85	26.36
Rv0441c	Rv0441c	hypothetical protein	ctl_stationary:10%	-0.0278	0.999991674730976	1783.84	1596	1741	1720	2257	1642	301.62	306.05
